trial_id,parameters,auc,primary_metric
095,57553,0.9815802583268398,0.9281981973810322
033,46735,0.9813267783872646,0.9272545587030335
081,46233,0.9809756606136235,0.9258205060757511
007,39613,0.9806081271903142,0.9256814244378531
014,36393,0.9805147782005355,0.9242497906216647
111,22901,0.9796396238298027,0.9226053014292148
046,14241,0.9782765350112878,0.9196047662672604
085,12081,0.9781829262847733,0.9180679141684882
100,11225,0.9778223416110426,0.9175787096247517
077,11057,0.9770242261754591,0.9140865511079665
043,6413,0.9749266983944602,0.9100510671492194
112,5549,0.9756544763083665,0.9069918758182385
097,3909,0.9746719298544305,0.9046308138392276
011,3331,0.9700931077505035,0.890268518266559
