model_name,parameters,auc,background_rejection,fpr_at_target,achieved_signal_efficiency,threshold_at_target
model_trial_256,2597,0.6254986442435735,0.06197296373899819,0.9380270362610018,0.9810788502181466,-0.09375
model_trial_257,4845,0.939461931534133,0.8422028112631939,0.15779718873680615,0.9800538790171162,0.6171875
model_trial_258,4733,0.942633767034917,0.8336855726988792,0.1663144273011208,0.9803773950009221,0.5
model_trial_259,5173,0.8735617509999647,0.6058214736001887,0.3941785263998113,0.9812300259115139,0.390625
model_trial_260,3169,0.8469204642225154,0.6424846027556306,0.3575153972443695,0.9808278985671568,0.40625
model_trial_261,2685,0.9388009129866908,0.8130742786651791,0.1869257213348209,0.9805225236665548,0.2890625
model_trial_262,5873,0.9362882037421001,0.7798458612630427,0.22015413873695733,0.9804439123060038,0.375
model_trial_263,765,0.9357581682434168,0.8286090929156047,0.17139090708439533,0.9800387614477793,0.453125
model_trial_264,5245,0.8910726677460117,0.7769553820058596,0.22304461799414044,0.9800720201003202,0.625
model_trial_265,2513,0.9267005774921203,0.7897085634983265,0.2102914365016735,0.9802897130987691,0.375
model_trial_266,4105,0.9423651651060242,0.8279197317538497,0.1720802682461503,0.9801869136272794,0.375
model_trial_267,7205,0.9293247062636882,0.7645257164971987,0.23547428350280128,0.9807069580124629,0.3125
model_trial_268,1985,0.9329143246543092,0.8176911843406169,0.18230881565938303,0.9806797463876568,0.5078125
model_trial_269,4593,0.8983413883647243,0.7731397075052685,0.22686029249473152,0.9800327144200447,0.2578125
model_trial_270,949,0.8784730351247867,0.6438451839959364,0.3561548160040636,0.9807099815263303,0.4375
model_trial_271,753,0.43337516018908717,0.018506928382027055,0.981493071617973,0.9851454763697274,-0.5546875
model_trial_272,2009,0.9378822482035888,0.8227555700684221,0.17724442993157788,0.9800841141557896,0.625
model_trial_273,1381,0.9331323332266073,0.8228190638596364,0.17718093614036362,0.9808006869423507,0.328125
model_trial_274,5209,0.9065567657442575,0.783933652011695,0.21606634798830504,0.980017596850708,0.3203125
model_trial_275,6409,0.9487462852724114,0.8501939584145903,0.14980604158540972,0.9802262193075548,0.453125
model_trial_276,3905,0.8824471083265486,0.6944436885659776,0.3055563114340224,0.9808309220810241,0.328125
model_trial_277,2033,0.9361500596475468,0.8373016952842254,0.16269830471577457,0.9806857934153915,0.46875
model_trial_278,729,0.5190072171522289,0.033512627705666986,0.966487372294333,0.9801990076827487,-0.4296875
