trial_id,parameters,auc,primary_metric
070,13321,0.97407871931053,0.9028505688741342
056,10363,0.9722682361470574,0.9001272899338153
017,6865,0.9719707198219383,0.897514973952428
101,6721,0.9707635444182651,0.8941241031501991
042,6361,0.9705554060339041,0.890849637631863
129,4009,0.9689237193270998,0.8904181822029926
065,2265,0.9690330219573995,0.8875252841347157
148,1829,0.9679248469303706,0.883718075472953
126,1753,0.9656905836301057,0.8770215969595545
093,1251,0.9648935038550476,0.8748706691943243
073,955,0.9628513744025635,0.8647564106052773
130,391,0.9529697408536257,0.8557275934946076
053,363,0.9506126795599058,0.8552544135743679
