fpr,tpr,thresholds
0.0,0.0,inf
0.00026606922032647903,0.03719829110996217,0.99609375
0.0003960803166223722,0.04753266150855201,0.9921875
0.0006379614260100804,0.06586422608627295,0.98828125
0.0012305701440099655,0.10044717770098052,0.984375
0.0020892480823363297,0.1537638212377661,0.98046875
0.0033167947124789487,0.21744204679794765,0.9765625
0.005000891936590867,0.28861253972141343,0.97265625
0.007129445699202699,0.35990699671344045,0.96875
0.009236834864743106,0.42403874935372393,0.96484375
0.011253518614263124,0.4789004084767235,0.9609375
0.013427425084885153,0.5241321759322249,0.95703125
0.015332238821313354,0.5624582377147073,0.953125
0.017037500642496695,0.5941083808780889,0.94921875
0.018691362727935153,0.6230585261579302,0.9453125
0.020166837495200172,0.6486555945588844,0.94140625
0.021596959554454998,0.6704097768344415,0.9375
0.022999869988903705,0.6897753831547948,0.93359375
0.024227416619046323,0.7071273292394955,0.9296875
0.025418681082780788,0.7224988737410845,0.92578125
0.026522263644362203,0.736331449684194,0.921875
0.027634916747545663,0.7490423019825181,0.91796875
0.02853290036614753,0.760791676871026,0.9140625
0.029554848053310597,0.7715191040723708,0.91015625
0.030425620047106347,0.7813031949471037,0.90625
0.03129941555476944,0.7902618665360509,0.90234375
0.032124834840555,0.7988153872667737,0.8984375
0.0329925833204834,0.8065979119613232,0.89453125
0.033781720439860795,0.8140962263523421,0.890625
0.03459202215630962,0.8210624023027082,0.88671875
0.03533883008154417,0.827511557381758,0.8828125
0.03603423827103383,0.8338276778506445,0.87890625
0.03676895214079899,0.8398081882802555,0.875
0.037364584372666224,0.8455347235450096,0.87109375
0.0380478985066865,0.8508833195763452,0.8671875
0.03872818912683943,0.8560172461230994,0.86328125
0.03939638569152298,0.8609062680465984,0.859375
0.040007135492726935,0.8656410907628628,0.85546875
0.04060276772459417,0.8700282093843823,0.8515625
0.04108652994336959,0.8743185755621468,0.84765625
0.04168518568910416,0.8782733317006358,0.84375
0.042238488726828546,0.8821404059369718,0.83984375
0.042819003389359046,0.8860830680199915,0.8359375
0.04334811831614466,0.8897354727717459,0.83203125
0.04390142135386904,0.8932669369688064,0.828125
0.04442448925291996,0.8967167662914486,0.82421875
0.045014074457052494,0.8997039979923868,0.8203125
0.045555283439307495,0.9028061232202842,0.81640625
0.0460057870055421,0.9057147435606714,0.8125
0.04651676084912364,0.9083754357639361,0.80859375
0.0470035465817664,0.9110905512168131,0.8046875
0.047559873133358126,0.9137058907120678,0.80078125
0.048088988060143736,0.9161126077504754,0.796875
0.04853949162637834,0.9183318669291076,0.79296875
0.04905953601156192,0.9205450790800052,0.7890625
0.04954027471646999,0.9226524682455456,0.78515625
0.05002706044911275,0.9248717274241778,0.78125
0.050501752126286124,0.9269639990203815,0.77734375
0.05099760840053093,0.9288385776181363,0.7734375
0.051457182508367574,0.9306768740494828,0.76953125
0.05192280364393891,0.9324305120925437,0.765625
0.0523460955853674,0.9341599620246658,0.76171875
0.05282078726254078,0.9357805654575635,0.7578125
0.05321384406529581,0.9373195340160427,0.75390625
0.05360690086805083,0.9388917612270629,0.75
0.05402414578174463,0.9404609649242156,0.74609375
0.05445046123704046,0.9418729459002664,0.7421875
0.05486468263686691,0.943248644709909,0.73828125
0.05533030377243825,0.944566896756072,0.734375
0.05571731354745858,0.9458186314971534,0.73046875
0.05613455846115238,0.947194330306796,0.7265625
0.056521568236172715,0.9483704772011937,0.72265625
0.05696904828853998,0.9495042949014486,0.71875
0.05739536374383581,0.9507227709899891,0.71484375
0.05778539703272349,0.9518293770654379,0.7109375
0.05814821869680505,0.95292086557155,0.70703125
0.05851104036088661,0.9539488602864477,0.703125
0.05886176796949879,0.9549315022933352,0.69921875
0.05925180125838647,0.9558990267308861,0.6953125
0.05959648183926396,0.9568332925158961,0.69140625
0.059956279989478174,0.9577403466761001,0.6875
0.060267701917814845,0.9586867065165794,0.68359375
0.06066075872056987,0.9595484079687732,0.6796875
0.06100241578758001,0.9604312740180383,0.67578125
0.06133500231298811,0.9611901759987422,0.671875
0.061685729921600284,0.9621244417837522,0.66796875
0.062075763210487966,0.9629649786388745,0.6640625
0.06244765541617157,0.9637450452166498,0.66015625
0.06280745356638578,0.9645039471973538,0.65625
0.06319748685527346,0.9651237675401598,0.65234375
0.06351797932521218,0.9658161522157821,0.6484375
0.06389289504476313,0.9664843487804656,0.64453125
0.06425874022271204,0.9671918510254247,0.640625
0.06461853837292625,0.9678237654237001,0.63671875
0.06497833652314046,0.9684677738774449,0.6328125
0.06525952331280367,0.9690482885399754,0.62890625
0.06563443903235462,0.96964694428571,0.625
0.06592167284975252,0.9702546705730466,0.62109375
0.0662724004583647,0.9708109971246384,0.6171875
0.06661708103924219,0.9714036058426382,0.61328125
0.06694059702304825,0.971899462116883,0.609375
0.067270160034589,0.9724164829881993,0.60546875
0.06757251142132363,0.9729516449427196,0.6015625
0.06786881578032358,0.9734747128417705,0.59765625
0.06827396663854798,0.9739131223525357,0.59375
0.06860352965008874,0.9744210726822499,0.58984375
0.06889076346748664,0.9749441405813007,0.5859375
0.0692142794512927,0.9753795265781986,0.58203125
0.06958617165697631,0.9758753828524435,0.578125
0.06990061709918033,0.9763107688493413,0.57421875
0.07026041524939454,0.9766917315966269,0.5703125
0.0705839312332006,0.9770424592052391,0.56640625
0.07085907099512911,0.9774536570911982,0.5625
0.07117956346506783,0.9778648549771574,0.55859375
0.0714970324211392,0.9782427942105757,0.5546875
0.07187497165455749,0.9786842272352082,0.55078125
0.07216825249969008,0.9790651899824938,0.546875
0.07247060388642472,0.9794491762436468,0.54296875
0.07270946148194508,0.9797696687135855,0.5390625
0.07305716557668991,0.9800810906419223,0.53515625
0.07331114074154702,0.9803743714870549,0.53125
0.07366186835015918,0.9807492872066058,0.52734375
0.07396724325076116,0.9810939677874833,0.5234375
0.0743089003177713,0.9813812016048812,0.51953125
0.07465358089864879,0.9816533178529423,0.515625
0.0749801203963222,0.9819677632951463,0.51171875
0.0753066598939956,0.9823094203621565,0.5078125
0.07562412885006697,0.9826057247211565,0.50390625
0.07598695051414853,0.9828657469137482,0.5
0.07623185513740359,0.9831076280231359,0.49609375
0.0765977003153525,0.9833918383266664,0.4921875
0.07691214575755652,0.9836397664637889,0.48828125
0.07726892039390339,0.9839421178505235,0.484375
0.07756824826677068,0.9842202811263194,0.48046875
0.07783129397322981,0.9845800792765336,0.4765625
0.07815480995703587,0.9848642895800641,0.47265625
0.07848134945470928,0.9850577944675744,0.46875
0.07886231220199491,0.9852603698966865,0.46484375
0.07909209925591323,0.9855536507418191,0.4609375
0.07943375632292338,0.9857894848234722,0.45703125
0.07973610770965801,0.9860162483635231,0.453125
0.08006567072119876,0.9862520824451761,0.44921875
0.08039523373273952,0.9864637284158904,0.4453125
0.08075503188295373,0.9867509622332883,0.44140625
0.08104226570035164,0.9869112084682576,0.4375
0.08132345249001484,0.9871107603835025,0.43359375
0.08166208604315764,0.9873284533819514,0.4296875
0.0819402493189535,0.987534052324931,0.42578125
0.08227585935822895,0.9877426747817779,0.421875
0.08254797560629012,0.987918038586084,0.41796875
0.082904750242637,0.9881327080706656,0.4140625
0.08323431325417774,0.9883564480968492,0.41015625
0.08356085275185114,0.988528788387288,0.40625
0.08391158036046333,0.9887011286777266,0.40234375
0.08423811985813673,0.9888674219404308,0.3984375
0.08456768286967749,0.9890427857447368,0.39453125
0.08491236345055496,0.989245361173849,0.390625
0.0852207618650243,0.9894721247139,0.38671875
0.08558963055684055,0.9896595825736755,0.3828125
