model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
quantized,4,0,0.8725211024284363,0.3367992341518402,0.8725210965680092,0.7714646808227585,0.0,0.0,ASIC Model_results_20260610_065406/models/ASIC Model_quantized_4bit.h5
