trial_id,parameters,auc,primary_metric
105,8475,0.9553536601462425,0.8544299013427425
093,6271,0.9552455310049158,0.8516645955596676
095,6097,0.9543328140856508,0.8513955028254737
079,5407,0.9525084438719114,0.8494761762224823
013,5143,0.9516586719760161,0.8493588638844292
065,5141,0.9528536863388812,0.848762022247015
106,3061,0.951545887762747,0.8454763697273697
064,2965,0.9517365526821596,0.8445871542989832
081,1563,0.9470725505133409,0.8421958571812989
078,1545,0.9460615009590995,0.8254044705676044
103,1401,0.9404901098953585,0.8193913061882258
096,1171,0.9401317830731923,0.8192301528990963
037,1045,0.9219178786014735,0.770266764628516
033,489,0.9346898795002558,0.7672009215670267
017,391,0.8815278386825228,0.6904671631276437
