model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
quantized,4,0,0.7119709849357605,0.6785792708396912,0.7119709984549845,0.46769828959820525,0.0,0.0,ASIC Model_results_20260608_110631/models/ASIC Model_quantized_4bit.h5
