model,run_name,trial_id,parameters,auc,bkg_rej_@99%,luts,registers,luts_plus_1*_ff,dsp,bram,hls_source,fullPath
model1,model1_10w12i,1231,235.0,0.9464365090137458,0.8118618496043732,14655,9781,19545.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1231.h5
model1,model1_10w12i,1242,265.0,0.9466370489935878,0.8109850305828428,16904,11174,22491.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1242.h5
model1,model1_10w12i,1258,205.0,0.943501508996859,0.8097242253001593,15380,9990,20375.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1258.h5
model1,model1_10w12i,1237,193.0,0.946732123352911,0.8076500947871598,13108,8753,17484.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1237.h5
model1,model1_10w12i,1247,211.0,0.946363102841373,0.806718852516017,15661,10011,20666.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1247.h5
model1,model1_10w12i,1243,163.0,0.9448362312545452,0.8039130316471197,12738,8334,16905.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1243.h5
model1,model1_10w12i,1232,155.0,0.9447221468172312,0.8030634242503953,12320,7961,16300.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1232.h5
model1,model1_10w12i,1255,105.0,0.9375540576852974,0.7947971373370704,10859,7254,14486.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1255.h5
model1,model1_10w12i,1230,121.0,0.936984275564092,0.7908484282263161,10096,6678,13435.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1230.h5
model1,model1_10w12i,1225,99.0,0.9060104930497844,0.7123096320081272,8979,5911,11934.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1225.h5
model1,model1_10w12i,1234,65.0,0.9182796353638978,0.7119377398024436,7377,5036,9895.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1234.h5
model1,model1_10w12i,1226,79.0,0.9055471145449536,0.7115930592215661,7454,5022,9965.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1226.h5
model1,model1_10w12i,1224,61.0,0.8907899117945108,0.6890164811740909,6373,4482,8614.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1224.h5
model1,model1_10w12i,1259,67.0,0.8628558197754292,0.673714477491451,9052,5893,11998.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1259.h5
model1,model1_10w12i,1253,37.0,0.8331320924231139,0.6205913388421755,7405,4501,9655.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1253.h5
model1,model1_10w12i,1241,31.0,0.8332578157126982,0.6168482286744008,6352,3942,8323.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1241.h5
model1,model1_10w12i,1222,45.0,0.8622075434848769,0.5875503792998147,5636,3927,7599.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1222.h5
model1,model1_10w12i,1227,31.0,0.8501718455144682,0.5263181764583162,4903,3382,6594.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1227.h5
model1,model1_10w12i,1239,25.0,0.8455442259329304,0.5092534641910136,5299,3383,6990.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1239.h5
model1,model1_10w12i,1228,19.0,0.8375222662251283,0.3630363335661439,4246,2824,5658.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1228.h5
model2_5,model25_3bit,063,8833.0,0.9560008525998472,0.8339395478637363,184752,75386,222445.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_063.h5
model2_5,model25_3bit,102,7051.0,0.9577483385092124,0.829694534393982,370426,77035,408943.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_102.h5
model2_5,model25_3bit,042,8797.0,0.9496326506257076,0.8296098760056962,327518,81039,368037.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_042.h5
model2_5,model25_3bit,105,8475.0,0.9553536601462423,0.8287542215812373,424800,85314,467457.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_105.h5
model2_5,model25_3bit,093,6271.0,0.9552455310049158,0.8268494078448091,175262,68810,209667.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_093.h5
model2_5,model25_3bit,079,5407.0,0.9525084438719114,0.8262567991268092,157393,64242,189514.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_079.h5
model2_5,model25_3bit,108,5305.0,0.9529830650670704,0.8262537756129419,148517,62369,179701.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_108.h5
model2_5,model25_3bit,104,6513.0,0.9525927483371842,0.8250987933156155,171392,70686,206735.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_104.h5
model2_5,model25_3bit,013,5143.0,0.951658671976016,0.8247873713872789,144649,59507,174402.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_013.h5
model2_5,model25_3bit,027,2957.0,0.9537776969907992,0.8244033851261259,98428,45310,121083.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_027.h5
model2_5,model25_3bit,032,5821.0,0.9526696930266364,0.8231456033573098,141868,61969,172852.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_032.h5
model2_5,model25_3bit,006,3261.0,0.9538034419589336,0.8221962200029631,103051,47132,126617.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_006.h5
model2_5,model25_3bit,106,3061.0,0.951545887762747,0.8197441502565451,100435,46484,123677.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_106.h5
model2_5,model25_3bit,020,1527.0,0.9467296473087758,0.8177758427289027,62639,33547,79412.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_020.h5
model2_5,model25_3bit,064,2965.0,0.9517365526821596,0.8173555743013415,106506,48017,130514.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_064.h5
model2_5,model25_3bit,081,1563.0,0.9470725505133408,0.8158921935895459,63457,34218,80566.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_081.h5
model2_5,model25_3bit,084,1489.0,0.9477816233965118,0.8095156028433125,61302,32774,77689.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_084.h5
model2_5,model25_3bit,029,1281.0,0.937776178087812,0.8083394559489148,57507,29979,72496.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_029.h5
model2_5,model25_3bit,052,725.0,0.9450461359172722,0.8003966850193959,44073,25586,56866.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_052.h5
model2_5,model25_3bit,078,1545.0,0.9460615009590996,0.7957283796082131,67313,33819,84222.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_078.h5
model2_5,model25_3bit,096,1171.0,0.9401317830731925,0.7935242379989176,56075,29466,70808.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_096.h5
model2_5,model25_3bit,057,711.0,0.9399214309182362,0.775038474213962,43194,24802,55595.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_057.h5
model2_5,model25_3bit,015,405.0,0.9162317710614108,0.7469016541644369,33233,22023,44244.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_015.h5
model2_5,model25_3bit,037,1045.0,0.9219178786014736,0.7468472309148246,54174,29094,68721.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_037.h5
model2_5,model25_3bit,088,533.0,0.9395990879800336,0.7457980716028554,37349,24757,49727.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_088.h5
model2_5,model25_3bit,066,489.0,0.9294821258773488,0.7442530560166414,35266,23249,46890.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_066.h5
model2_5,model25_3bit,031,377.0,0.8756881225260551,0.7011044896157417,31490,20408,41694.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_primary/model_trial_031.h5
model2_5,model25_3bit,017,391.0,0.8815278386825228,0.6366280563945806,32381,21199,42980.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_3bit_normalised_selected/pareto_secondary/model_trial_017.h5
model2_5,model25_4bit,112,10525.0,0.968636467290421,0.8645496022567507,240367,82650,281692.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_112.h5
model2_5,model25_4bit,008,11737.0,0.96876786749489,0.8616984286798431,251909,91515,297666.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_008.h5
model2_5,model25_4bit,038,5803.0,0.9659241303372804,0.8544178072872731,296323,74153,333399.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_038.h5
model2_5,model25_4bit,063,8833.0,0.965568665281443,0.8540882442757324,184863,75465,222595.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_063.h5
model2_5,model25_4bit,026,8607.0,0.965536235245082,0.8539763742626405,445501,89990,490496.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_026.h5
model2_5,model25_4bit,077,8185.0,0.9654773521705916,0.8538524101940793,208250,75748,246124.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_077.h5
model2_5,model25_4bit,065,5141.0,0.9627065244014243,0.8503209459970188,132381,58185,161473.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_065.h5
model2_5,model25_4bit,102,7051.0,0.9640692147085964,0.8494108683229475,370537,78335,409704.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_102.h5
model2_5,model25_4bit,013,5143.0,0.9650452824438868,0.8493050453375904,144760,59586,174553.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_013.h5
model2_5,model25_4bit,024,4669.0,0.9616677745059397,0.846045697388591,128080,56094,156127.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_024.h5
model2_5,model25_4bit,099,5139.0,0.962962252292172,0.8446911631760199,141820,59301,171470.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_099.h5
model2_5,model25_4bit,006,3261.0,0.9593304781470992,0.8433668641021221,103162,47211,126767.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_006.h5
model2_5,model25_4bit,010,1589.0,0.9552845086147256,0.8406305840521737,71567,35584,89359.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_010.h5
model2_5,model25_4bit,109,3917.0,0.9565056352383804,0.8403433502347759,119102,52441,145322.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_109.h5
model2_5,model25_4bit,106,3061.0,0.9567752975559242,0.8400137872232352,100546,46563,123827.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_106.h5
model2_5,model25_4bit,064,2965.0,0.9582842983320196,0.8392639557841333,106617,48060,130647.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_064.h5
model2_5,model25_4bit,027,2957.0,0.9569892582894584,0.837368212589307,98539,45389,121233.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_027.h5
model2_5,model25_4bit,096,1171.0,0.9521871335500692,0.8348072963436647,56186,29545,70958.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_096.h5
model2_5,model25_4bit,020,1527.0,0.9562217325371922,0.8339969946272159,62750,33640,79570.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_020.h5
model2_5,model25_4bit,022,1311.0,0.9566358188419204,0.8327361893445324,58523,30827,73936.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_022.h5
model2_5,model25_4bit,033,489.0,0.9472780789651644,0.8154023843430358,35377,23330,47042.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_033.h5
model2_5,model25_4bit,029,1281.0,0.953688703670668,0.8140357560749952,57618,30040,72638.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_029.h5
model2_5,model25_4bit,088,533.0,0.9052000696764424,0.7856419373467456,37460,24838,49879.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_088.h5
model2_5,model25_4bit,015,405.0,0.9019022491336076,0.7610244874388117,33344,22106,44397.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_015.h5
model2_5,model25_4bit,066,489.0,0.8934136041626541,0.753755960101711,35377,23330,47042.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_066.h5
model2_5,model25_4bit,051,391.0,0.886439981334958,0.7480112837537529,32492,21282,43133.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_051.h5
model2_5,model25_4bit,031,377.0,0.8893477285119726,0.7107646164219132,31601,20491,41846.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_primary/model_trial_031.h5
model2_5,model25_4bit,017,391.0,0.8677993522237405,0.6850919601742753,32492,21282,43133.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_4bit_normalised_selected/pareto_secondary/model_trial_017.h5
model2_5,model25_6bit,118,11269.0,0.9760756491728376,0.8912351356499497,389382,98682,438723.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_118.h5
model2_5,model25_6bit,063,8833.0,0.974853490389904,0.8855327884961345,184937,75623,222748.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_063.h5
model2_5,model25_6bit,008,11737.0,0.974719152205286,0.8849462268058692,251983,92509,298237.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_008.h5
model2_5,model25_6bit,042,8797.0,0.9747902206601908,0.8843294299769306,327703,86779,371092.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_042.h5
model2_5,model25_6bit,112,10525.0,0.9746830520579944,0.8824155456989003,240441,82808,281845.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_112.h5
model2_5,model25_6bit,077,8185.0,0.9744194298845336,0.8816929258846046,208324,75906,246277.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_077.h5
model2_5,model25_6bit,092,8379.0,0.973352147854907,0.8806679546835742,433854,91356,479532.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_092.h5
model2_5,model25_6bit,093,6271.0,0.9738923668345384,0.8800783694794416,175447,69047,209970.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_093.h5
model2_5,model25_6bit,065,5141.0,0.9736754303750392,0.8787873290580848,132455,58343,161626.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_065.h5
model2_5,model25_6bit,102,7051.0,0.9731362919048,0.8784517190188093,370611,81403,411312.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_102.h5
model2_5,model25_6bit,099,5139.0,0.9732722176030902,0.8778077105650645,141894,59459,171623.5,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_099.h5
model2_5,model25_6bit,013,5143.0,0.973334284595166,0.8777290992045135,144834,59744,174706.0,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_013.h5
