model,run_name,trial_id,parameters,auc,bkg_rej_@99%,luts,registers,luts_plus_ff,dsp,bram,hls_source,fullPath
model1,model1_4w6i,636,235.0,0.9249380805820416,0.7170595722937283,14032,10075,24107,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_secondary/model_trial_636.h5
model1,model1_4w6i,646,121.0,0.9123092667796532,0.6789481799958276,10823,7546,18369,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_primary/model_trial_646.h5
model1,model1_4w6i,638,121.0,0.9189085294798742,0.6710628558297882,10241,6959,17200,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_secondary/model_trial_638.h5
model1,model1_4w6i,637,91.0,0.887792023784351,0.6679335189770848,8711,6084,14795,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_primary/model_trial_637.h5
model1,model1_4w6i,625,99.0,0.8978741739196837,0.6348472067267137,8830,6249,15079,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_secondary/model_trial_625.h5
model1,model1_4w6i,649,85.0,0.8405670320104542,0.5694092960957365,9302,6388,15690,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_primary/model_trial_649.h5
model1,model1_4w6i,642,55.0,0.8161392349696828,0.5399481769723137,7817,5255,13072,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_primary/model_trial_642.h5
model1,model1_4w6i,626,79.0,0.8573291703378914,0.5076630958967894,7645,5205,12850,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_secondary/model_trial_626.h5
model1,model1_4w6i,624,61.0,0.8584960926266938,0.4889324274885787,6599,4622,11221,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_secondary/model_trial_624.h5
model1,model1_4w6i,622,45.0,0.8217202626205626,0.4172358431521946,5844,4042,9886,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_primary/model_trial_622.h5
model1,model1_4w6i,655,37.0,0.7815369484700827,0.3858940984032823,7487,4689,12176,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_primary/model_trial_655.h5
model1,model1_4w6i,627,31.0,0.8296201966523233,0.374831061162662,5093,3475,8568,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_primary/model_trial_627.h5
model1,model1_4w6i,628,19.0,0.8235910679074565,0.3050725492152469,4418,2892,7310,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_primary/model_trial_628.h5
model1,model1_4w6i,632,25.0,0.5,0.0,5441,3491,8932,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_4bit_normalised_selected/pareto_secondary/model_trial_632.h5
model1,model1_6w8i,854,595.0,0.9466733943515554,0.8132012662476076,26552,19435,45987,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_854.h5
model1,model1_6w8i,850,501.0,0.9467375435660828,0.8126177280712098,24613,17844,42457,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_850.h5
model1,model1_6w8i,855,267.0,0.942669570184164,0.8088867119589044,17778,12957,30735,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_855.h5
model1,model1_6w8i,847,391.0,0.942285240412322,0.8077014945229046,20091,14536,34627,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_847.h5
model1,model1_6w8i,833,281.0,0.944157375386754,0.8057815632171397,15569,11228,26797,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_833.h5
model1,model1_6w8i,834,235.0,0.944958933992152,0.7997375589963143,14040,10133,24173,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_834.h5
model1,model1_6w8i,838,193.0,0.9445982833523752,0.7989484218769369,13196,8876,22072,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_838.h5
model1,model1_6w8i,829,199.0,0.943368627550238,0.7983679072144064,12509,8956,21465,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_829.h5
model1,model1_6w8i,836,121.0,0.9388993287785602,0.7975938876643658,10249,6977,17226,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_836.h5
model1,model1_6w8i,831,155.0,0.9388890645906776,0.7920396926900506,11818,8525,20343,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_831.h5
model1,model1_6w8i,849,85.0,0.9354657172485852,0.7884175230769697,9310,6406,15716,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_849.h5
model1,model1_6w8i,858,105.0,0.9362614266878204,0.7746061117309314,11039,7579,18618,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_858.h5
model1,model1_6w8i,830,91.0,0.9214100097877284,0.7440897862678046,8719,6102,14821,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_830.h5
model1,model1_6w8i,824,61.0,0.8822279981596747,0.6729616225384818,6607,4640,11247,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_824.h5
model1,model1_6w8i,826,79.0,0.8880494867896274,0.6688133615124825,7653,5223,12876,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_826.h5
model1,model1_6w8i,851,67.0,0.8394530598560263,0.6410454101547737,9187,6163,15350,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_851.h5
model1,model1_6w8i,839,65.0,0.8351328839364829,0.6314638947091531,7581,5233,12814,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_839.h5
model1,model1_6w8i,822,45.0,0.8534839025694644,0.5528857928106887,5852,4060,9912,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_822.h5
model1,model1_6w8i,828,19.0,0.7808397630276929,0.5144901902092573,4426,2910,7336,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_primary/model_trial_828.h5
model1,model1_6w8i,835,43.0,0.8392737985471621,0.5091415941779217,6463,4383,10846,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_835.h5
model1,model1_6w8i,827,31.0,0.854693929802508,0.4904774430747927,5101,3493,8594,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_827.h5
model1,model1_6w8i,832,25.0,0.5,0.0,5449,3509,8958,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_6bit_normalised_selected/pareto_secondary/model_trial_832.h5
model1,model1_8w10i,1047,391.0,0.9480106694019824,0.8216761756177795,20078,14608,34686,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1047.h5
model1,model1_8w10i,1059,415.0,0.947456840171684,0.8201311600315655,21704,15839,37543,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1059.h5
model1,model1_8w10i,1046,265.0,0.9483342619652744,0.8197864794506879,16864,11325,28189,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1046.h5
model1,model1_8w10i,1052,337.0,0.9484628475742566,0.8191273534276065,20572,13748,34320,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1052.h5
model1,model1_8w10i,1053,267.0,0.946192296362065,0.816983682095658,17783,12939,30722,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1053.h5
model1,model1_8w10i,1042,211.0,0.9452101569303348,0.8128263505280566,14794,10733,25527,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1042.h5
model1,model1_8w10i,1051,205.0,0.9393380025374588,0.8116985798555365,15401,10503,25904,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1051.h5
model1,model1_8w10i,1048,163.0,0.9452931797976464,0.809494438246241,12805,8749,21554,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1048.h5
model1,model1_8w10i,1036,155.0,0.9449033654783686,0.7964479759086415,11805,8527,20332,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1036.h5
model1,model1_8w10i,1031,121.0,0.9418471349615152,0.7960277074810804,10209,6995,17204,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1031.h5
model1,model1_8w10i,1029,199.0,0.944832579646286,0.7957495442052844,12487,8958,21445,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1029.h5
model1,model1_8w10i,1050,151.0,0.9367825873353348,0.7926443954635198,12903,9044,21947,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1050.h5
model1,model1_8w10i,1034,91.0,0.9343880440263256,0.7755554950852782,8679,6120,14799,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1034.h5
model1,model1_8w10i,1045,121.0,0.933534925656272,0.7699347828058813,10791,7582,18373,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1045.h5
model1,model1_8w10i,1026,79.0,0.9044368431625038,0.704530130827445,7613,5241,12854,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1026.h5
model1,model1_8w10i,1025,99.0,0.9050811717472034,0.7024106476064352,8816,6321,15137,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1025.h5
model1,model1_8w10i,1032,65.0,0.924199130350122,0.7006600330772417,7541,5251,12792,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1032.h5
model1,model1_8w10i,1040,55.0,0.9047597470040728,0.6933310354627942,7785,5291,13076,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1040.h5
model1,model1_8w10i,1024,61.0,0.8907346645635281,0.6870753852712546,6567,4658,11225,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1024.h5
model1,model1_8w10i,1022,45.0,0.8617684506870918,0.5791177991237857,5812,4078,9890,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1022.h5
model1,model1_8w10i,1035,25.0,0.82340753744996,0.5565563386456471,5409,3527,8936,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1035.h5
model1,model1_8w10i,1039,43.0,0.8587095367983674,0.5491064004765058,6423,4401,10824,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1039.h5
model1,model1_8w10i,1057,37.0,0.812378659139346,0.5379738224169366,7455,4725,12180,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1057.h5
model1,model1_8w10i,1028,19.0,0.8116697974599648,0.5298526641692443,4386,2928,7314,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1028.h5
model1,model1_8w10i,1027,31.0,0.8368847299720428,0.4159931789527152,5061,3511,8572,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1027.h5
model1,model1_10w12i,1248,463.0,0.9476124579048766,0.8211017079829837,23438,16772,40210,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1248.h5
model1,model1_10w12i,1250,337.0,0.9470224804011428,0.8206118987364736,21280,13778,35058,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1250.h5
model1,model1_10w12i,1252,415.0,0.948365706080752,0.8205695695423307,23473,16746,40219,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1252.h5
model1,model1_10w12i,1240,391.0,0.9475972966750856,0.8204365349321675,20713,14751,35464,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1240.h5
model1,model1_10w12i,1245,325.0,0.9470105130167542,0.8184107806410454,19148,13669,32817,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1245.h5
model1,model1_10w12i,1256,267.0,0.9476773113910494,0.8160040636026378,19078,13613,32691,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1256.h5
model1,model1_10w12i,1235,281.0,0.946628167711278,0.8145074242383012,15929,11382,27311,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1235.h5
model1,model1_10w12i,1231,235.0,0.9464365090137458,0.8118618496043732,14823,10592,25415,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1231.h5
model1,model1_10w12i,1242,265.0,0.9466370489935878,0.8109850305828428,17364,11351,28715,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1242.h5
