model,run_name,trial_id,parameters,auc,bkg_rej_@99%,luts,registers,luts_plus_0.5*_ff,dsp,bram,hls_source,fullPath
model2_5,model25_6bit,099,5139.0,0.9732722176030902,0.8778077105650645,31575,28686,45918.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_099.h5
model2_5,model25_6bit,013,5143.0,0.973334284595166,0.8777290992045135,31804,29037,46322.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_013.h5
model2_5,model25_6bit,043,3975.0,0.971394071358433,0.8721930453134024,25670,23448,37394.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_043.h5
model2_5,model25_6bit,006,3261.0,0.9702735508398044,0.866079500273628,24578,21840,35498.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_006.h5
model2_5,model25_6bit,024,4669.0,0.9690954696574816,0.8657136550956791,29480,26407,42683.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_024.h5
model2_5,model25_6bit,019,3261.0,0.968167882212454,0.8629441163931898,25453,22788,36847.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_019.h5
model2_5,model25_6bit,087,2637.0,0.9704038643597062,0.8600354960528026,21658,19001,31158.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_087.h5
model2_5,model25_6bit,027,2957.0,0.9688562333788272,0.8585781623687417,23448,20851,33873.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_027.h5
model2_5,model25_6bit,089,2107.0,0.9665700259538164,0.8561502807332626,19478,17253,28104.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_089.h5
model2_5,model25_6bit,075,2271.0,0.9669789417171673,0.8558872350268034,20509,18245,29631.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_075.h5
model2_5,model25_6bit,010,1589.0,0.9610101970485896,0.8532688720176815,17980,15395,25677.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_010.h5
model2_5,model25_6bit,025,1863.0,0.9633127806862504,0.8484796260518048,17563,15917,25521.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_025.h5
model2_5,model25_6bit,020,1527.0,0.9616187773978504,0.8472641734771317,16716,14802,24117.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_020.h5
model2_5,model25_6bit,046,1729.0,0.958349677782226,0.844116695541224,17865,15718,25724.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_046.h5
model2_5,model25_6bit,088,533.0,0.9566024276493684,0.8430493951460508,12167,9977,17155.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_088.h5
model2_5,model25_6bit,033,489.0,0.9556920642031816,0.8420607061114286,11271,9520,16031.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_033.h5
model2_5,model25_6bit,022,1311.0,0.9596599832920836,0.841679743364143,15412,13492,22158.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_022.h5
model2_5,model25_6bit,080,1251.0,0.9580831973253991,0.8398142353079903,14453,12768,20837.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_080.h5
model2_5,model25_6bit,096,1171.0,0.95743637937263,0.8396902712394291,14523,12741,20893.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_096.h5
model2_5,model25_6bit,066,489.0,0.9550871538048732,0.8303173782506553,11271,9520,16031.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_066.h5
model2_5,model25_6bit,031,377.0,0.9486937157043482,0.7880184192464799,9901,8201,14001.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_primary/model_trial_031.h5
model2_5,model25_6bit,051,391.0,0.9091299969712888,0.7731427310191359,10182,8500,14432.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_6bit_normalised_selected/pareto_secondary/model_trial_051.h5
model2_5,model25_8bit,077,8185.0,0.97645304169985,0.8930371499148881,41222,37595,60019.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_077.h5
model2_5,model25_8bit,063,8833.0,0.9764015364376288,0.8928648096244494,41545,37422,60256.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_063.h5
model2_5,model25_8bit,074,8191.0,0.976550031172517,0.8918216973402149,43350,38034,62367.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_074.h5
model2_5,model25_8bit,065,5141.0,0.9752097482998408,0.8879092703958686,31764,28620,46074.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_065.h5
model2_5,model25_8bit,099,5139.0,0.9753158525276328,0.8864065840037976,33147,29168,47731.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_099.h5
model2_5,model25_8bit,102,7051.0,0.975445708261823,0.8857172228420426,60767,42853,82193.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_102.h5
model2_5,model25_8bit,013,5143.0,0.973721446765831,0.88340725824739,33778,29759,48657.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_013.h5
model2_5,model25_8bit,043,3975.0,0.9737060779477676,0.8814963974832271,27239,24262,39370.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_043.h5
model2_5,model25_8bit,049,3111.0,0.9697417748101734,0.8680568783428725,24872,21823,35783.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_049.h5
model2_5,model25_8bit,027,2957.0,0.9719683136016196,0.8673463525840461,25161,21670,35996.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_027.h5
model2_5,model25_8bit,006,3261.0,0.9718354271179572,0.8670681893082502,26330,22663,37661.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_006.h5
model2_5,model25_8bit,087,2637.0,0.9709529842213148,0.8632132091273836,23239,19806,33142.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_087.h5
model2_5,model25_8bit,064,2965.0,0.96943407061155,0.8630378453230776,26522,22788,37916.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_064.h5
model2_5,model25_8bit,075,2271.0,0.9667477536480952,0.8561049280252524,22225,19108,31779.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_075.h5
model2_5,model25_8bit,009,2771.0,0.9657755136346834,0.8541245264421405,24636,21154,35213.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_009.h5
model2_5,model25_8bit,010,1589.0,0.9629025366111776,0.8540368445399875,19615,16277,27753.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_010.h5
model2_5,model25_8bit,089,2107.0,0.9632853859316188,0.850898437145682,20601,17877,29539.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_089.h5
model2_5,model25_8bit,020,1527.0,0.961968760333356,0.8503511811356923,18188,15512,25944.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_020.h5
model2_5,model25_8bit,029,1281.0,0.966035977642548,0.8494380799477537,16475,13789,23369.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_029.h5
model2_5,model25_8bit,101,1853.0,0.9628096174199912,0.8465990004263154,19972,16857,28400.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_101.h5
model2_5,model25_8bit,078,1545.0,0.9605574065283918,0.8463843309417338,18262,15341,25932.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_078.h5
model2_5,model25_8bit,103,1401.0,0.9591296358350682,0.8436208392669793,18065,15129,25629.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_103.h5
model2_5,model25_8bit,056,1339.0,0.9605580389284948,0.8427923964673264,17063,14379,24252.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_056.h5
model2_5,model25_8bit,088,533.0,0.957596956187444,0.8422239758602653,13538,10695,18885.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_088.h5
model2_5,model25_8bit,022,1311.0,0.9603732269964488,0.8413562273803369,16823,14085,23865.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_022.h5
model2_5,model25_8bit,096,1171.0,0.9593805857171516,0.8408633946199594,16224,13445,22946.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_096.h5
model2_5,model25_8bit,033,489.0,0.956192880317804,0.8363704530130828,12627,10163,17708.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_033.h5
model2_5,model25_8bit,066,489.0,0.9559858383492816,0.82983361603188,12627,10163,17708.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_066.h5
model2_5,model25_8bit,051,391.0,0.9520147470303766,0.8280830015026864,11287,9212,15893.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_051.h5
model2_5,model25_8bit,015,405.0,0.9103427763670152,0.7798428377491753,11772,9559,16551.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_015.h5
model2_5,model25_8bit,031,377.0,0.912897693290551,0.7265987585452061,10981,8903,15432.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_primary/model_trial_031.h5
model2_5,model25_8bit,017,391.0,0.890676500263889,0.7171744658206876,11287,9212,15893.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_8bit_normalised_selected/pareto_secondary/model_trial_017.h5
model2_5,model25_10bit,118,11269.0,0.9765802988142775,0.8927892217777657,155033,58311,184188.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_118.h5
model2_5,model25_10bit,063,8833.0,0.9760997011191064,0.8926501401398678,43769,38030,62784.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_063.h5
model2_5,model25_10bit,074,8191.0,0.976262661876072,0.8918761205898271,43740,38344,62912.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_074.h5
model2_5,model25_10bit,008,11737.0,0.9759317570140464,0.891404452426521,85931,48153,110007.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_008.h5
model2_5,model25_10bit,112,10525.0,0.9762241592153952,0.8889040064582256,47723,42202,68824.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_112.h5
model2_5,model25_10bit,011,8957.0,0.9752044684564914,0.8884686204613277,73845,41308,94499.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_011.h5
model2_5,model25_10bit,065,5141.0,0.9750961390219176,0.8866454415993179,32565,29046,47088.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_065.h5
model2_5,model25_10bit,102,7051.0,0.9750532812400918,0.8866212534883792,166680,51308,192334.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_102.h5
model2_5,model25_10bit,099,5139.0,0.97540803116402,0.8864821718504812,34414,29632,49230.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_099.h5
model2_5,model25_10bit,093,6271.0,0.9752386791692952,0.8850853084437672,40542,34590,57837.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_093.h5
model2_5,model25_10bit,013,5143.0,0.9747940293491832,0.8846801575855427,35315,30211,50420.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_013.h5
model2_5,model25_10bit,043,3975.0,0.9743088946965792,0.8801055811042477,28274,24683,40615.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_043.h5
model2_5,model25_10bit,024,4669.0,0.9726148762010676,0.8712799441254637,32317,27679,46156.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_024.h5
model2_5,model25_10bit,087,2637.0,0.971225250748732,0.8707205940600047,24279,20234,34396.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_087.h5
model2_5,model25_10bit,064,2965.0,0.9717863544405329,0.8698800572048824,26996,23242,38617.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_064.h5
model2_5,model25_10bit,081,1563.0,0.9678845831517812,0.8635427721389244,19158,16259,27287.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_081.h5
model2_5,model25_10bit,009,2771.0,0.9667343493584892,0.8609667383239453,25418,21627,36231.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_009.h5
model2_5,model25_10bit,020,1527.0,0.9651972923481152,0.8555879071539362,18820,15917,26778.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_020.h5
model2_5,model25_10bit,089,2107.0,0.9651759553306452,0.8538040339722018,21399,18312,30555.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_089.h5
model2_5,model25_10bit,029,1281.0,0.962915477671228,0.8521380778312939,16991,14154,24068.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_029.h5
model2_5,model25_10bit,010,1589.0,0.962604008645182,0.849903701083325,20404,16519,28663.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_010.h5
model2_5,model25_10bit,078,1545.0,0.9623251676633352,0.8475241956697235,18792,15788,26686.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_078.h5
model2_5,model25_10bit,056,1339.0,0.9618201861942168,0.8466110944817848,17770,14772,25156.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_056.h5
model2_5,model25_10bit,022,1311.0,0.9609476386890026,0.8463601428307951,17440,14475,24677.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_022.h5
model2_5,model25_10bit,057,711.0,0.9563345365466742,0.8460910500966012,13940,11361,19620.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_057.h5
model2_5,model25_10bit,096,1171.0,0.9591181869917044,0.8436359568363161,16606,13841,23526.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_096.h5
model2_5,model25_10bit,088,533.0,0.957366978082473,0.8380364091539906,14052,11085,19594.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_088.h5
model2_5,model25_10bit,033,489.0,0.9567331116523564,0.8377098696563172,13062,10538,18331.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_033.h5
model2_5,model25_10bit,052,725.0,0.9573314396658658,0.8347347320108484,14370,11665,20202.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_052.h5
model2_5,model25_10bit,066,489.0,0.95540936037729,0.8234479547440444,13062,10538,18331.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_066.h5
model2_5,model25_10bit,051,391.0,0.9532133768371888,0.8173616213290762,12051,9519,16810.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_051.h5
model2_5,model25_10bit,031,377.0,0.907373374668546,0.781333430085777,11531,9264,16163.0,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_primary/model_trial_031.h5
model2_5,model25_10bit,015,405.0,0.9465055282977844,0.7622399400134849,12343,9869,17277.5,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model2.5_fin_results/model2_5_10bit_normalised_selected/pareto_secondary/model_trial_015.h5
