model,run_name,trial_id,parameters,auc,bkg_rej_@99%,luts,registers,luts_plus_ff,dsp,bram,hls_source,fullPath
model1,model1_8w10i,1057,37.0,0.812378659139346,0.5379738224169366,7463,4968,12431,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1057.h5
model1,model1_8w10i,1028,19.0,0.8116697974599648,0.5298526641692443,4400,3081,7481,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_primary/model_trial_1028.h5
model1,model1_8w10i,1027,31.0,0.8368847299720428,0.4159931789527152,5075,3694,8769,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_8bit_normalised_selected/pareto_secondary/model_trial_1027.h5
model1,model1_10w12i,1248,463.0,0.9476124579048766,0.8211017079829837,23430,17565,40995,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1248.h5
model1,model1_10w12i,1250,337.0,0.9470224804011428,0.8206118987364736,21270,14411,35681,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1250.h5
model1,model1_10w12i,1252,415.0,0.948365706080752,0.8205695695423307,23463,17520,40983,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1252.h5
model1,model1_10w12i,1240,391.0,0.9475972966750856,0.8204365349321675,20705,15390,36095,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1240.h5
model1,model1_10w12i,1245,325.0,0.9470105130167542,0.8184107806410454,19140,14291,33431,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1245.h5
model1,model1_10w12i,1256,267.0,0.9476773113910494,0.8160040636026378,19068,14113,33181,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1256.h5
model1,model1_10w12i,1235,281.0,0.946628167711278,0.8145074242383012,15923,11869,27792,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_secondary/model_trial_1235.h5
model1,model1_10w12i,1231,235.0,0.9464365090137458,0.8118618496043732,14817,11062,25879,0,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Results_June2026_99SigEff/model1_fin_results/model1_10bit_normalised_selected/pareto_primary/model_trial_1231.h5
