model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
non_quantized,N/A,N/A,0.9080352783203125,0.2492714822292328,0.9528959492424498,0.8925080349881025,0.8347952022881953,0.8042849238528033,ASIC Model_results_20260218_121507/models/ASIC Model_Unquantized.h5
quantized,4,0,0.7690186500549316,0.49656355381011963,0.8427223556740155,0.6370755364469479,0.5271254546608979,0.4940089072718532,ASIC Model_results_20260218_121507/models/ASIC Model_quantized_4bit.h5
