model_name,val_accuracy,h5_file,output_dir,tarball,luts,luts_used,luts_available,luts_percent,registers,registers_used,registers_available,registers_percent,bram,bram_used,bram_available,bram_percent,dsp,dsp_used,dsp_available,dsp_percent,latency_min,latency_max,interval_min,interval_max,estimated_fmax
model_trial_303,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_primary/model_trial_303.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_303,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_303.tar.gz,1283,1283,53200,2.41,1153,1153,106400,1.08,0,0,140,0.0,2,2,220,0.91,,,,,229.26
model_trial_208,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_primary/model_trial_208.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_208,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_208.tar.gz,424,424,53200,0.8,443,443,106400,0.42,0,0,140,0.0,2,2,220,0.91,,,,,229.26
model_trial_304,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_primary/model_trial_304.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_304,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_304.tar.gz,3352,3352,53200,6.3,3043,3043,106400,2.86,0,0,140,0.0,4,4,220,1.82,,,,,238.27
model_trial_305,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_primary/model_trial_305.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_305,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_305.tar.gz,885,885,53200,1.66,897,897,106400,0.84,0,0,140,0.0,4,4,220,1.82,,,,,238.27
model_trial_404,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_primary/model_trial_404.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_404,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_404.tar.gz,626,626,53200,1.18,629,629,106400,0.59,0,0,140,0.0,2,2,220,0.91,,,,,229.26
model_trial_403,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_primary/model_trial_403.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_403,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_403.tar.gz,6142,6142,53200,11.55,5229,5229,106400,4.91,0,0,140,0.0,14,14,220,6.36,,,,,238.27
model_trial_406,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_primary/model_trial_406.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_406,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_406.tar.gz,1784,1784,53200,3.35,1662,1662,106400,1.56,0,0,140,0.0,3,3,220,1.36,,,,,229.26
model_trial_501,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_primary/model_trial_501.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_501,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_501.tar.gz,9473,9473,53200,17.81,8187,8187,106400,7.69,0,0,140,0.0,8,8,220,3.64,,,,,230.83
model_trial_504,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_primary/model_trial_504.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_504,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_504.tar.gz,3321,3321,53200,6.24,2690,2690,106400,2.53,0,0,140,0.0,8,8,220,3.64,,,,,238.27
model_trial_202,,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/pareto_secondary/model_trial_202.h5,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_202,/home/youeric/PixelML/SmartpixReal/Muon_Collider_Smart_Pixels/eric/Model1_quantized_8w0i_pareto_roc_selected/hls_outputs/hls_model_trial_202.tar.gz,894,894,53200,1.68,940,940,106400,0.88,0,0,140,0.0,7,7,220,3.18,,,,,229.26
