model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,model_path
non_quantized,N/A,N/A,0.9192266464233398,0.24961967766284943,0.9535422569518612,Model2.5_results_20251204_195114/models/Model2.5_unquantized.h5
quantized,4,0,0.902038037776947,0.2879868447780609,0.9400097322978298,Model2.5_results_20251204_195114/models/Model2.5_quantized_4bit.h5
