model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,model_path
non_quantized,N/A,N/A,0.8929166197776794,0.31093838810920715,0.9294701316795341,Model1_results_20251113_040915/models/Model1_unquantized.h5
quantized,16,0,0.8929638862609863,0.3114376664161682,0.9289219644682529,Model1_results_20251113_040915/models/Model1_quantized_16bit.h5
quantized,8,0,0.8926098942756653,0.32317614555358887,0.9241572182899146,Model1_results_20251113_040915/models/Model1_quantized_8bit.h5
quantized,6,0,0.8877546787261963,0.3213654160499573,0.9247882276020938,Model1_results_20251113_040915/models/Model1_quantized_6bit.h5
quantized,4,0,0.8795593976974487,0.3348694443702698,0.9202661451071836,Model1_results_20251113_040915/models/Model1_quantized_4bit.h5
quantized,3,0,0.8513908982276917,0.38270020484924316,0.9003960622385818,Model1_results_20251113_040915/models/Model1_quantized_3bit.h5
quantized,2,0,0.8107424974441528,0.46669313311576843,0.8439826917658723,Model1_results_20251113_040915/models/Model1_quantized_2bit.h5
