trial_id,parameters,auc,primary_metric,bkg_rej_@99%
1248,463,0.9476124579048766,0.8211017079829837,0.8211017079829837
1250,337,0.9470224804011429,0.8206118987364736,0.8206118987364736
1252,415,0.9483657060807519,0.8205695695423307,0.8205695695423307
1240,391,0.9475972966750856,0.8204365349321675,0.8204365349321675
1257,595,0.9488002316394346,0.8200858073235553,0.8200858073235553
1254,501,0.9474924589524139,0.8191031653166677,0.8191031653166677
1245,325,0.9470105130167542,0.8184107806410454,0.8184107806410454
1256,267,0.9476773113910494,0.8160040636026378,0.8160040636026378
1235,281,0.946628167711278,0.8145074242383012,0.8145074242383012
1231,235,0.9464365090137458,0.8118618496043732,0.8118618496043732
1233,331,0.9460529041873595,0.811344828733057,0.811344828733057
1242,265,0.9466370489935878,0.8109850305828428,0.8109850305828428
1258,205,0.943501508996859,0.8097242253001593,0.8097242253001593
1237,193,0.946732123352911,0.8076500947871598,0.8076500947871598
1247,211,0.946363102841373,0.806718852516017,0.806718852516017
1243,163,0.9448362312545451,0.8039130316471197,0.8039130316471197
1232,155,0.9447221468172311,0.8030634242503953,0.8030634242503953
1255,105,0.9375540576852974,0.7947971373370704,0.7947971373370704
1230,121,0.936984275564092,0.7908484282263161,0.7908484282263161
1249,121,0.9409482448445646,0.7856147257219395,0.7856147257219395
1229,199,0.9410867912853766,0.7806108102714813,0.7806108102714813
1251,151,0.9263095351631518,0.7662370253461168,0.7662370253461168
1221,145,0.9298248307952559,0.7590017566615569,0.7590017566615569
1220,171,0.9225969095270252,0.7479266253654673,0.7479266253654673
1225,99,0.9060104930497845,0.7123096320081272,0.7123096320081272
1234,65,0.9182796353638978,0.7119377398024436,0.7119377398024436
1226,79,0.9055471145449536,0.7115930592215661,0.7115930592215661
1224,61,0.8907899117945108,0.6890164811740909,0.6890164811740909
1223,121,0.8941483971075714,0.6825461614979698,0.6825461614979698
1259,67,0.8628558197754292,0.673714477491451,0.673714477491451
1253,37,0.8331320924231139,0.6205913388421755,0.6205913388421755
1241,31,0.8332578157126982,0.6168482286744008,0.6168482286744008
1222,45,0.8622075434848769,0.5875503792998147,0.5875503792998147
1227,31,0.8501718455144682,0.5263181764583162,0.5263181764583162
1239,25,0.8455442259329304,0.5092534641910136,0.5092534641910136
1228,19,0.8375222662251283,0.36303633356614395,0.36303633356614395
1244,85,0.5,0.0,0.0
1246,55,0.5,0.0,0.0
1238,43,0.5,0.0,0.0
