trial_id,parameters,auc,primary_metric
099,10703,0.9721636600488694,0.8967769342174088
070,13321,0.9715875898441269,0.8951799141926764
056,10363,0.9707667739663269,0.8947266894639613
101,6721,0.9688021647287084,0.8910915187412506
017,6865,0.969746819786608,0.8881318010165054
085,5951,0.966791578363626,0.8809560955551322
079,4189,0.9640633752097136,0.8807054462555292
065,2265,0.9657654787967384,0.8806882122264854
075,5517,0.9650315453667309,0.8767927169597962
051,1897,0.9639775102717281,0.8759775776211597
129,4009,0.9657763587515165,0.8755406798673282
006,1589,0.9588879881345044,0.8711859128441892
148,1829,0.9606073682344985,0.8686398118164969
126,1753,0.9631866572215455,0.8680970910773083
022,841,0.9542404453626534,0.8646121889938048
040,1565,0.9612181575275702,0.8628313393259377
093,1251,0.9596571241631167,0.8620279916913839
105,697,0.9545849388233816,0.8545599124390384
030,739,0.9509940839076357,0.8523291639077102
145,511,0.948515128636855,0.8427349497038468
041,489,0.9041041145212207,0.7958360167018905
081,419,0.9004896489305521,0.7951950317620131
054,697,0.9063478116699899,0.7855158568184772
019,683,0.9231136219641098,0.7763413063394013
123,405,0.8997307292105031,0.7736824282444571
130,391,0.632178662904751,0.13154552958357138
053,363,0.4366292410975985,0.005456233125013266
