trial_id,parameters,auc,primary_metric,bkg_rej_@95%,bkg_rej_@98%,bkg_rej_@99%
099,10703,0.9721636600488694,0.8967769342174088,0.9220840476384845,0.8999791377543154,0.8729156651276981
070,13321,0.9715875898441269,0.8951799141926764,0.9201610928188522,0.8978324429084994,0.8734054743742082
056,10363,0.9707667739663269,0.8947266894639613,0.9194626611154952,0.898056182934683,0.8707054764906679
101,6721,0.9688021647287084,0.8910915187412506,0.9178783398490057,0.8952896677460611,0.8630045866705367
017,6865,0.969746819786608,0.8881318010165054,0.914519215942384,0.8909599958880211,0.8650394115032609
015,8099,0.9679495088477379,0.8857686225777873,0.9128804714262821,0.8890430880961235,0.8607520688393637
102,17865,0.9632060812465315,0.8849238528032509,0.9105100365542826,0.887912293909736,0.861671217055037
020,12407,0.968721236489049,0.8830111779307676,0.913061882258323,0.8864186780592669,0.8560595753172422
058,10389,0.9679908816484821,0.8820639110361279,0.9110119398562622,0.8854481301078487,0.8557451298750381
007,8351,0.9689510068092022,0.8818746390680321,0.9086959282338749,0.8846499224468694,0.8587505026591804
039,10481,0.9694662978544263,0.881782421895078,0.9104072370827929,0.884822262737308,0.8568305713534154
085,5951,0.966791578363626,0.8809560955551322,0.9106279535951092,0.8843143124075938,0.8543664075515283
079,4189,0.9640633752097136,0.8807054462555292,0.9078886500312934,0.884123831033951,0.8551494976431709
065,2265,0.9657654787967384,0.8806882122264854,0.9070118310097629,0.8835947161071654,0.8573536392524664
075,5517,0.9650315453667309,0.8767927169597962,0.9052460989112326,0.8800390637991661,0.8512038120462839
143,7283,0.9651746829840195,0.8763159088229158,0.9041243752664472,0.87878128203035,0.8537828693751304
024,14841,0.9668709959433482,0.8763092570924076,0.9040336698504268,0.8789505988069214,0.8532023547125999
051,1897,0.9639775102717281,0.8759775776211597,0.9050798056485286,0.8791108450418907,0.8504600276349168
016,8607,0.9658929000446713,0.8759101532619178,0.9044237031393144,0.8786210357953806,0.8521652894561
021,10021,0.9671704124535192,0.8759065250452771,0.9028756640392331,0.879086656930952,0.8512914939484371
129,4009,0.9657763587515165,0.8755406798673282,0.9020925739475905,0.878624059309248,0.8514729047804778
042,6361,0.9656926534336445,0.8754433227207996,0.8999821612681826,0.8784245073940031,0.8527397570908959
074,7541,0.9654100433186648,0.8749386982563394,0.9040518109336309,0.8780223800496461,0.849589255641121
116,9525,0.9652722078411757,0.8746384633293119,0.9031598743427637,0.8777381697461155,0.8495287853637741
005,7373,0.9642935650761144,0.8736766835681092,0.8994409522859277,0.8762778125481873,0.8516905977789268
067,5241,0.9636336971589841,0.8721688572024636,0.9010434146356212,0.8753737819018507,0.8465143420380298
006,1589,0.9588879881345044,0.8711859128441892,0.8929464444988677,0.8735385089843715,0.8520715605262124
111,9917,0.9637024966780903,0.8703323748794374,0.896432555987918,0.8736110733171878,0.8458068397930707
136,14943,0.9634713824505837,0.8701092395560271,0.8980078067128054,0.8732210400283,0.845268654324683
148,1829,0.9606073682344985,0.8686398118164969,0.8960213581019589,0.8713555319721473,0.8454440181289892
146,2553,0.9579293851796082,0.8683045041286082,0.8916916862439189,0.8709957338219332,0.8471916091443153
060,2905,0.9633534959702468,0.8682023093598918,0.8962813802945507,0.870784087851219,0.8451265491729177
126,1753,0.9631866572215455,0.8680970910773083,0.8953319969402039,0.8709957338219332,0.844334388539673
119,6661,0.960158869173096,0.867498132980187,0.8956252777853365,0.8708566521840353,0.841679743364143
000,2137,0.9629482332458215,0.8665179097843931,0.8960092640464895,0.8693297776810254,0.8419306950151326
013,7517,0.9652654147873725,0.8663349871954187,0.9000275139761929,0.8702791610353721,0.8356841153651952
062,7917,0.9640900222562154,0.8662167678032056,0.8984794748761116,0.8699979742457089,0.8368511917179908
088,9217,0.9625918750018574,0.8646418194297049,0.8926501401398678,0.867624515859842,0.8401982215691433
022,841,0.9542404453626534,0.8646121889938048,0.888934241596899,0.8671921533768114,0.8434212873517344
014,6947,0.9594822552504227,0.8635367251111897,0.8903583166284192,0.866629779797485,0.8393002379505414
110,3773,0.9606976068420128,0.8635333992459356,0.892783174750031,0.866620709255883,0.8381029264590723
004,10671,0.9621814874625183,0.863491977105953,0.8912653707886231,0.8662125348837912,0.840083328042184
040,1565,0.9612181575275702,0.8628313393259377,0.891709827327123,0.865293386668118,0.8397749296277147
093,1251,0.9596571241631167,0.8620279916913839,0.8905185628633886,0.8653266453206587,0.8362374184029195
059,1523,0.9599241443512807,0.8614810380327809,0.8901436471438376,0.8640597930102406,0.8381240910561436
149,3275,0.9564566806983194,0.8604122258806739,0.8881330104220523,0.8634490432090367,0.8359229729607155
120,8819,0.9587739320499746,0.8599626293685996,0.8904369279889702,0.8629199282822511,0.8343749338606341
105,697,0.9545849388233816,0.8545599124390384,0.8806921427945129,0.8575320265706399,0.831091397800696
069,1523,0.9530372772774421,0.8537154450158886,0.882333910824482,0.8574534152100889,0.8263233164318908
030,739,0.9509940839076357,0.8523291639077102,0.8814933739693597,0.8559325877348136,0.8251350754820237
008,10781,0.9531924709849855,0.8522175962460051,0.8750956186260548,0.8546536413689261,0.832252427125757
096,8693,0.9533816321281128,0.851852053419443,0.8753314527077078,0.8539491626378344,0.8327724715109406
114,17561,0.9525936126651656,0.8515430503022002,0.8753556408186466,0.8537435636948549,0.8319349581696857
109,7109,0.9529898215497583,0.8514317849918819,0.8750744540289834,0.8538251985692733,0.8312335029524613
092,4061,0.9527765086108415,0.8512815163526747,0.8748204788641263,0.8535379647518753,0.831614465699747
133,16805,0.9531278983664403,0.8511823450978258,0.8753284291938405,0.8533202717534264,0.8316265597552164
077,3703,0.9515050116316633,0.8503418082427036,0.8744788217971162,0.8527488276324979,0.8298487336012167
066,3061,0.9521089130036033,0.8500358286393279,0.8746118564072795,0.8521622659422328,0.8303052841951859
043,2177,0.9518420681474489,0.8497225926026709,0.8788689639325031,0.8535470352934773,0.8217638575199325
068,12513,0.9518174771371821,0.8492572738184864,0.8735143208734327,0.852077607553947,0.8272575822169008
106,5037,0.9563065291287327,0.8488191666591078,0.8817987488699617,0.8525643932865898,0.8192210823574942
073,955,0.9536436876034071,0.8487260424319936,0.8794373845395642,0.8515575631687635,0.8234600487995138
144,1561,0.9532964265809101,0.8466352825927236,0.8767464571976259,0.8506051563005493,0.8176851373128823
061,10621,0.951283761659172,0.846595976912448,0.8711045803211577,0.8489905998953864,0.8259604947678092
135,6279,0.9518641981378597,0.8464602211398042,0.8707901348789536,0.8487759304108048,0.8261902818217276
001,8453,0.9491545260859143,0.8463489558294858,0.8726828545599125,0.8493564450733353,0.8226557941107997
086,5357,0.9508663553636052,0.8457826516821318,0.870723617573872,0.8481742511512029,0.8249415705945136
134,4133,0.950673105207785,0.8453965489612718,0.8701703145361477,0.8480774987074479,0.8236263420622179
139,12567,0.9514034148612445,0.8452768178121248,0.870645006213321,0.8476149010857439,0.8244094321538605
029,3225,0.9495906669077057,0.8451740183406351,0.870025185870515,0.8478114294871213,0.8235174955629934
049,8549,0.9514381132026308,0.8448139178390343,0.869789351788862,0.8472460323939276,0.8238137999219933
122,5709,0.9494808737829208,0.8439570540090282,0.8696986463728416,0.8469315869517235,0.8206753925276878
097,14659,0.9497921420769211,0.8438959790289078,0.8693902479583723,0.8470767156173562,0.8200162665046064
127,4363,0.9500683129422691,0.8436710295971772,0.8699254099128926,0.8465234125796318,0.8205604990007287
025,819,0.9498870280682614,0.8435893947227588,0.8701551969668109,0.8470918331866929,0.8180479589769638
035,7659,0.9502908792692224,0.8434832693860149,0.8716578833588821,0.8464145660804073,0.8191364239692085
050,9561,0.9506414397870097,0.8434757106013466,0.8699798331625048,0.8462996725534482,0.8203397824884124
131,1193,0.9496902048719738,0.8434312649474967,0.8696684112341682,0.8466020239401828,0.8192150353297596
137,10939,0.9508041941395444,0.843182429756214,0.8695867763597498,0.8457614870850605,0.8209535558034837
