model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,model_path
non_quantized,N/A,N/A,0.7450826168060303,0.5441739559173584,0.782863664373989,Model ASIC_results_20251113_050602/models/Model ASIC_unquantized.h5
quantized,4,0,0.6244985461235046,3.221623182296753,0.6229370201907569,Model ASIC_results_20251113_050602/models/Model ASIC_quantized_4bit.h5
