model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
quantized,4,0,0.8199164867401123,0.4316607117652893,0.8199164905469839,0.7318959548407968,0.0,0.0,ASIC Model_results_20260610_042838/models/ASIC Model_quantized_4bit.h5
