trial_id,parameters,auc,primary_metric
645,463,0.9353190089265165,0.794678010890697
648,211,0.934858840511775,0.7929177211171279
631,193,0.9200855602150756,0.7715946919190545
646,121,0.9123092667796532,0.714606897844537
637,91,0.887792023784351,0.6945978877732122
649,85,0.8405670320104542,0.5956694210877997
642,55,0.8161392349696828,0.5613727962363299
622,45,0.8217202626205626,0.436693666645502
655,37,0.7815369484700827,0.4310263922525481
627,31,0.8296201966523233,0.42745834353769263
628,19,0.8235910679074565,0.32136203252696216
