trial_id,parameters,auc,primary_metric,bkg_rej_@99%
118,11269,0.9760756491728376,0.8912351356499497,0.8912351356499497
063,8833,0.974853490389904,0.8855327884961345,0.8855327884961345
008,11737,0.974719152205286,0.8849462268058692,0.8849462268058692
042,8797,0.9747902206601907,0.8843294299769306,0.8843294299769306
112,10525,0.9746830520579945,0.8824155456989003,0.8824155456989003
077,8185,0.9744194298845335,0.8816929258846046,0.8816929258846046
092,8379,0.973352147854907,0.8806679546835742,0.8806679546835742
047,8475,0.9739870564406812,0.8804714262821967,0.8804714262821967
011,8957,0.9739511785128507,0.8802355922005436,0.8802355922005436
093,6271,0.9738923668345383,0.8800783694794416,0.8800783694794416
065,5141,0.9736754303750393,0.8787873290580848,0.8787873290580848
102,7051,0.9731362919048001,0.8784517190188093,0.8784517190188093
099,5139,0.9732722176030902,0.8778077105650645,0.8778077105650645
013,5143,0.9733342845951659,0.8777290992045135,0.8777290992045135
083,9477,0.972663516282559,0.8769399620851361,0.8769399620851361
026,8607,0.9733822512991708,0.876843209641381,0.876843209641381
114,5845,0.9725834546562894,0.876441082297024,0.876441082297024
044,13789,0.9731636149661503,0.8748446669750651,0.8748446669750651
074,8191,0.972139126374944,0.8747146558787692,0.8747146558787692
043,3975,0.971394071358433,0.8721930453134024,0.8721930453134024
079,5407,0.9715261800442707,0.8716336952479433,0.8716336952479433
104,6513,0.9694971954234769,0.8686797221995459,0.8686797221995459
032,5821,0.9700506554276638,0.867781738580944,0.867781738580944
006,3261,0.9702735508398045,0.866079500273628,0.866079500273628
024,4669,0.9690954696574815,0.8657136550956791,0.8657136550956791
038,5803,0.9699585108301592,0.8656894669847404,0.8656894669847404
062,6021,0.9696082643595675,0.8647189190333222,0.8647189190333222
095,6097,0.9709841112774276,0.8641656159955977,0.8641656159955977
019,3261,0.9681678822124541,0.8629441163931898,0.8629441163931898
068,11631,0.9680846445258356,0.8619554273585676,0.8619554273585676
117,9515,0.9696037167018496,0.8618284397761391,0.8618284397761391
073,8373,0.9679866401395866,0.8611783842946595,0.8611783842946595
003,6161,0.9662455467066722,0.8609092915604657,0.8609092915604657
001,6365,0.9675067380406484,0.8604436704248943,0.8604436704248943
087,2637,0.9704038643597062,0.8600354960528026,0.8600354960528026
090,10363,0.9685627249846595,0.8599236260397108,0.8599236260397108
027,2957,0.9688562333788271,0.8585781623687417,0.8585781623687417
064,2965,0.9665558207517588,0.8581639409689152,0.8581639409689152
105,8475,0.966587687475932,0.8578797306653847,0.8578797306653847
035,5185,0.9681256776645195,0.85772553145815,0.85772553145815
028,8085,0.9680210263306663,0.8562651742602218,0.8562651742602218
089,2107,0.9665700259538165,0.8561502807332626,0.8561502807332626
075,2271,0.9669789417171673,0.8558872350268034,0.8558872350268034
106,3061,0.9639276388255658,0.8550950743935587,0.8550950743935587
050,9593,0.9680331287872993,0.8537647282919263,0.8537647282919263
000,9175,0.9672576396689756,0.8536195996262936,0.8536195996262936
113,5413,0.9677135134893409,0.8534170241971815,0.8534170241971815
010,1589,0.9610101970485896,0.8532688720176815,0.8532688720176815
055,7999,0.9649134705641194,0.8524555467873653,0.8524555467873653
049,3111,0.9645802952305004,0.8520322548459368,0.8520322548459368
039,6645,0.9676214883775904,0.8508077317296616,0.8508077317296616
108,5305,0.9661418910889653,0.8507200498275085,0.8507200498275085
054,3555,0.9674359131280713,0.8502241935532637,0.8502241935532637
048,4927,0.9615495215236987,0.8498613718891822,0.8498613718891822
014,14399,0.9635025820455788,0.8497434548483557,0.8497434548483557
005,5667,0.9649701166711129,0.8490782817975395,0.8490782817975395
107,5567,0.9622238885739126,0.8488243066326824,0.8488243066326824
025,1863,0.9633127806862503,0.8484796260518048,0.8484796260518048
036,4053,0.9611469960245227,0.8480502870826417,0.8480502870826417
070,3325,0.9615682681168827,0.8473669729486214,0.8473669729486214
007,14399,0.963039368538138,0.8472883615880704,0.8472883615880704
020,1527,0.9616187773978504,0.8472641734771317,0.8472641734771317
109,3917,0.9636928560869147,0.8469648456042643,0.8469648456042643
034,10021,0.9630644275773192,0.8465143420380298,0.8465143420380298
009,2771,0.9611175669359003,0.8462482728177033,0.8462482728177033
100,3615,0.9647872703279545,0.8461031441520707,0.8461031441520707
023,11515,0.9612902573647145,0.8446760456066832,0.8446760456066832
076,7377,0.9599781625807052,0.8444704466637036,0.8444704466637036
030,7581,0.9605862272319897,0.8442981063732649,0.8442981063732649
111,3701,0.9606864079355507,0.8441650717631016,0.8441650717631016
061,1905,0.9591389884372814,0.844159024735367,0.844159024735367
046,1729,0.9583496777822259,0.844116695541224,0.844116695541224
067,2713,0.9605381791948486,0.8440804133748159,0.8440804133748159
088,533,0.9566024276493683,0.8430493951460508,0.8430493951460508
033,489,0.9556920642031816,0.8420607061114286,0.8420607061114286
110,2801,0.9598296963677215,0.8419095304180613,0.8419095304180613
018,4187,0.9590857735565547,0.8418006839188368,0.8418006839188368
022,1311,0.9596599832920835,0.841679743364143,0.841679743364143
059,11125,0.9592918849979377,0.8414983325321022,0.8414983325321022
086,7653,0.959050734318987,0.8412685454781839,0.8412685454781839
091,6025,0.9645074950069059,0.8408543240783574,0.8408543240783574
069,14381,0.9604479710289825,0.8403856794289187,0.8403856794289187
080,1251,0.9580831973253991,0.8398142353079903,0.8398142353079903
096,1171,0.9574363793726299,0.8396902712394291,0.8396902712394291
056,1339,0.9585933812996256,0.8395149074351229,0.8395149074351229
097,2571,0.9566316159472957,0.8382722432356435,0.8382722432356435
