model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,model_path
non_quantized,N/A,N/A,0.8992366194725037,0.23035988211631775,0.9623788008991156,model2_results_20251027_144627/models/model2_unquantized.h5
quantized,16,0,0.8722125291824341,0.2943071126937866,0.9463994496482517,model2_results_20251027_144627/models/model2_quantized_16bit.h5
quantized,8,0,0.8497335314750671,0.31946906447410583,0.9333158022477299,model2_results_20251027_144627/models/model2_quantized_8bit.h5
quantized,6,0,0.8795220851898193,0.28783169388771057,0.9489905851566083,model2_results_20251027_144627/models/model2_quantized_6bit.h5
quantized,4,0,0.8380052447319031,0.3524497449398041,0.9229278483370442,model2_results_20251027_144627/models/model2_quantized_4bit.h5
quantized,3,0,0.8230462670326233,0.47290223836898804,0.896198436495597,model2_results_20251027_144627/models/model2_quantized_3bit.h5
quantized,2,0,0.7899693250656128,0.40463438630104065,0.8986333966361966,model2_results_20251027_144627/models/model2_quantized_2bit.h5
