model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
quantized,4,0,0.8545961976051331,0.3695458769798279,0.8545961946054464,0.7837703822628582,0.0,0.0,ASIC Model_results_20260609_101715/models/ASIC Model_quantized_4bit.h5
