model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
quantized,4,0,0.8381891250610352,0.405068039894104,0.8381890966042916,0.7345354824469903,0.0,0.0,ASIC Model_results_20260608_093401/models/ASIC Model_quantized_4bit.h5
