model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
quantized,4,0,0.8117862343788147,0.43441054224967957,0.8117862617576895,0.0,0.0,0.0,ASIC Model_results_20260608_082233/models/ASIC Model_quantized_4bit.h5
