Signal Type: Mean Signal AUC (0.3-3 kHz)
Validation Loss,Adjusted ROC AUC,Model Size (b),binary_type,dropout,kernel_height_0,kernel_height_1,kernel_width_0,kernel_width_1,n_conv_layers,n_dense_layers,n_dense_units_0,n_dense_units_1,n_dense_units_2,n_dense_units_3,n_filters_0,n_filters_1,q_activation_bits,q_activation_ints,shortcut,stride_height_0,stride_height_1,stride_width_0,stride_width_1,use_bias_conv
4.059046268463135,0.22439224478726774,50076,bnn,0.38493742335646414,4,,1,,1,1,6,,,,7,,16,3,False,2,,1,,True
3.72845721244812,0.16357288690382846,50076,bnn,0.38493742335646414,4,,1,,1,1,6,,,,7,,16,3,False,2,,1,,True
5.735569477081299,0.43321024100545585,57230,bnn,0.4971335184042618,1,,2,,1,1,6,,,,7,,13,1,True,1,,2,,False
3.4837646484375,0.17110651543316907,57230,bnn,0.4971335184042618,1,,2,,1,1,6,,,,7,,13,1,True,1,,2,,False
3.141505002975464,0.17034640870925596,81573,bwn,0.13120966300531728,1,,1,,1,1,6,,,,5,,12,1,True,1,,1,,True
4.922028064727783,0.5226238316247457,64608,ban,0.043366825611017845,,,,,0,1,3,,,,,,5,2,True,,,,,False
3.428333282470703,0.22774125260674807,67584,bwn,0.4962901330572554,,,,,0,1,8,,,,,,13,1,True,,,,,True
3.532829761505127,0.25129738050706213,67584,bnn,0.446240849962887,,,,,0,1,8,,,,,,3,1,True,,,,,True
3.421470880508423,0.21269533223748532,67584,bnn,0.446240849962887,,,,,0,1,8,,,,,,3,1,True,,,,,True
3.433316469192505,0.24876585670678894,67584,bnn,0.446240849962887,,,,,0,1,8,,,,,,3,1,True,,,,,True
2.8292713165283203,0.11105831756417299,82696,bwn,0.006268602470625495,2,,1,,1,2,7,7,,,4,,10,5,True,2,,1,,True
3.0283517837524414,0.13139099644461474,82696,bwn,0.006268602470625495,2,,1,,1,2,7,7,,,4,,10,5,True,2,,1,,True
3.0771124362945557,0.1346433936972086,64852,bwn,0.056243348361623036,4,,1,,1,3,6,4,4,,5,,11,4,True,1,,1,,False
3.07419490814209,0.09394789231027888,64852,bwn,0.056243348361623036,4,,1,,1,3,6,4,4,,5,,11,4,True,1,,1,,False
3.144632577896118,0.1786652985439168,64852,bwn,0.056243348361623036,4,,1,,1,3,6,4,4,,5,,11,4,True,1,,1,,False
3.3403689861297607,0.09241689751815985,52072,ban,0.003946087354924743,2,,4,,1,1,2,,,,7,,26,24,True,2,,2,,True
3.378633499145508,0.09707430696105003,52072,ban,0.003946087354924743,2,,4,,1,1,2,,,,7,,26,24,True,2,,2,,True
3.5428502559661865,0.16386867444576675,50176,bwn,0.25176329730888036,,,,,0,2,7,7,,,,,31,17,False,,,,,False
3.3664021492004395,0.12000774180325509,52664,bwn,0.018107627737715737,2,,4,,1,4,7,4,3,1,2,,29,24,False,1,,1,,True
7.196218013763428,0.4529915482356152,51486,bwn,0.10179173607701208,2,,3,,1,1,7,,,,5,,3,1,False,1,,3,,False
3.6871302127838135,0.3200141847890686,51486,bwn,0.10179173607701208,2,,3,,1,1,7,,,,5,,3,1,False,1,,3,,False
3.475156307220459,0.19725878957916265,60844,bwn,0.15939106199501135,4,1,1,2,2,3,7,5,5,,7,8,30,3,True,2,1,1,2,False
19.517051696777344,0.6044598653837273,53120,bnn,0.16338080036661484,,,,,0,3,7,7,5,,,,31,24,True,,,,,False
3.1698172092437744,0.1019186259047282,52288,bwn,0.11416383539126918,1,4,2,3,2,1,8,,,,8,4,22,7,False,1,2,1,2,False
3.2156264781951904,0.11156093038641227,52288,bwn,0.11416383539126918,1,4,2,3,2,1,8,,,,8,4,22,7,False,1,2,1,2,False
7.909700393676758,0.6012796241263043,50176,bnn,0.12863992316641937,,,,,0,2,7,7,,,,,19,13,True,,,,,True
34.05205154418945,0.6102059697018405,50176,bnn,0.12863992316641937,,,,,0,2,7,7,,,,,19,13,True,,,,,True
3.5529274940490723,0.2351720593955088,50176,bwn,0.341887629976369,,,,,0,2,7,7,,,,,19,1,True,,,,,False
3.568652868270874,0.28046477400316955,50176,bwn,0.341887629976369,,,,,0,2,7,7,,,,,19,1,True,,,,,False

Signal Type: VBHF to 2C AUC (0.3-3 kHz)
Validation Loss,Adjusted ROC AUC,Model Size (b),binary_type,dropout,kernel_height_0,kernel_height_1,kernel_width_0,kernel_width_1,n_conv_layers,n_dense_layers,n_dense_units_0,n_dense_units_1,n_dense_units_2,n_dense_units_3,n_filters_0,n_filters_1,q_activation_bits,q_activation_ints,shortcut,stride_height_0,stride_height_1,stride_width_0,stride_width_1,use_bias_conv
17.960763931274414,0.32755192597575333,50024,ban,0.33783988545861626,4,1,3,4,2,2,4,2,,,3,5,16,13,True,2,1,2,2,True
11.742887496948242,0.2828449916558585,50024,ban,0.33783988545861626,4,1,3,4,2,2,4,2,,,3,5,16,13,True,2,1,2,2,True
9.419795989990234,0.26974670313670657,50024,ban,0.33783988545861626,4,1,3,4,2,2,4,2,,,3,5,16,13,True,2,1,2,2,True
20.514188766479492,0.33046925045762443,50024,ban,0.33783988545861626,4,1,3,4,2,2,4,2,,,3,5,16,13,True,2,1,2,2,True
13.439013481140137,0.3260559310393839,50024,ban,0.33783988545861626,4,1,3,4,2,2,4,2,,,3,5,16,13,True,2,1,2,2,True
8.437363624572754,0.0,50024,ban,0.33783988545861626,4,1,3,4,2,2,4,2,,,3,5,16,13,True,2,1,2,2,True
3.144010066986084,0.4016100624333006,56728,bwn,0.18170389089279781,3,,1,,1,2,5,5,,,8,,26,7,True,1,,1,,False
3.2124834060668945,0.44097115084526806,56728,bwn,0.18170389089279781,3,,1,,1,2,5,5,,,8,,26,7,True,1,,1,,False
3.5037035942077637,0.38988098933901016,50176,bwn,0.08949161820742663,,,,,0,2,7,7,,,,,12,3,True,,,,,True
3.461308717727661,0.36986131202590455,50176,bwn,0.08949161820742663,,,,,0,2,7,7,,,,,12,3,True,,,,,True
3.4056644439697266,0.36393215723765737,50176,bwn,0.08949161820742663,,,,,0,2,7,7,,,,,12,3,True,,,,,True
3.4630112648010254,0.38966550138667333,50176,bwn,0.08949161820742663,,,,,0,2,7,7,,,,,12,3,True,,,,,True
3.4557666778564453,0.36472278272489383,50176,bwn,0.08949161820742663,,,,,0,2,7,7,,,,,12,3,True,,,,,True
3.3989124298095703,0.3546015477065921,50176,bwn,0.08949161820742663,,,,,0,2,7,7,,,,,12,3,True,,,,,True
6.610587120056152,0.602015157273222,51004,ban,0.04757417816143067,4,,3,,1,3,3,1,1,,3,,29,4,True,3,,1,,True
4.120628833770752,0.5578088486026,50076,bnn,0.38493742335646414,4,,1,,1,1,6,,,,7,,16,3,False,2,,1,,True
3.9078805446624756,0.500821638690567,50076,bnn,0.38493742335646414,4,,1,,1,1,6,,,,7,,16,3,False,2,,1,,True
4.187667369842529,0.5706729318663768,50076,bnn,0.38493742335646414,4,,1,,1,1,6,,,,7,,16,3,False,2,,1,,True
3.9278008937835693,0.5200412707771869,50076,bnn,0.38493742335646414,4,,1,,1,1,6,,,,7,,16,3,False,2,,1,,True
4.059046268463135,0.5367564038678603,50076,bnn,0.38493742335646414,4,,1,,1,1,6,,,,7,,16,3,False,2,,1,,True
3.72845721244812,0.47965743772338487,50076,bnn,0.38493742335646414,4,,1,,1,1,6,,,,7,,16,3,False,2,,1,,True
5.735569477081299,0.606300827803702,57230,bnn,0.4971335184042618,1,,2,,1,1,6,,,,7,,13,1,True,1,,2,,False
3.4837646484375,0.46004466065402744,57230,bnn,0.4971335184042618,1,,2,,1,1,6,,,,7,,13,1,True,1,,2,,False
3.141505002975464,0.49073758725139593,81573,bwn,0.13120966300531728,1,,1,,1,1,6,,,,5,,12,1,True,1,,1,,True
3.453916072845459,0.4716558077327262,71466,bnn,0.08590118834048416,2,,3,,1,1,7,,,,7,,21,2,False,1,,3,,False
4.922028064727783,0.6731241080545343,64608,ban,0.043366825611017845,,,,,0,1,3,,,,,,5,2,True,,,,,False
2.8292713165283203,0.4362230033584462,82696,bwn,0.006268602470625495,2,,1,,1,2,7,7,,,4,,10,5,True,2,,1,,True
3.0283517837524414,0.44105750105854497,82696,bwn,0.006268602470625495,2,,1,,1,2,7,7,,,4,,10,5,True,2,,1,,True
3.0771124362945557,0.43019748023064347,64852,bwn,0.056243348361623036,4,,1,,1,3,6,4,4,,5,,11,4,True,1,,1,,False
3.07419490814209,0.3667461999438925,64852,bwn,0.056243348361623036,4,,1,,1,3,6,4,4,,5,,11,4,True,1,,1,,False
3.144632577896118,0.4709311307143231,64852,bwn,0.056243348361623036,4,,1,,1,3,6,4,4,,5,,11,4,True,1,,1,,False
3.3491315841674805,0.48279143588163476,77802,bwn,0.15375607744365866,2,,3,,1,4,7,5,5,5,7,,9,4,False,1,,3,,True
3.3403689861297607,0.36832925502734726,52072,ban,0.003946087354924743,2,,4,,1,1,2,,,,7,,26,24,True,2,,2,,True
3.378633499145508,0.36949844174187957,52072,ban,0.003946087354924743,2,,4,,1,1,2,,,,7,,26,24,True,2,,2,,True
3.5428502559661865,0.40307458021913734,50176,bwn,0.25176329730888036,,,,,0,2,7,7,,,,,31,17,False,,,,,False
3.3664021492004395,0.3909537606991642,52664,bwn,0.018107627737715737,2,,4,,1,4,7,4,3,1,2,,29,24,False,1,,1,,True
3.5200963020324707,0.4096130175928429,52664,bwn,0.018107627737715737,2,,4,,1,4,7,4,3,1,2,,29,24,False,1,,1,,True
3.469683885574341,0.40493954288324135,52664,bwn,0.018107627737715737,2,,4,,1,4,7,4,3,1,2,,29,24,False,1,,1,,True
3.528359889984131,0.39621440449748146,50176,bwn,0.11238344009537132,,,,,0,2,7,7,,,,,27,12,True,,,,,False
3.5613062381744385,0.5045520220085304,51486,bwn,0.10179173607701208,2,,3,,1,1,7,,,,5,,3,1,False,1,,3,,False
3.559548854827881,0.4908886971157118,51486,bwn,0.10179173607701208,2,,3,,1,1,7,,,,5,,3,1,False,1,,3,,False
7.196218013763428,0.684239663966799,51486,bwn,0.10179173607701208,2,,3,,1,1,7,,,,5,,3,1,False,1,,3,,False
3.6871302127838135,0.5980818125535646,51486,bwn,0.10179173607701208,2,,3,,1,1,7,,,,5,,3,1,False,1,,3,,False
