Signal Type: Mean Signal AUC (0.3-3 kHz)
Validation Loss,Adjusted ROC AUC,Model Size (b),dropout,kernel_height_0,kernel_height_1,kernel_width_0,kernel_width_1,n_conv_layers,n_dense_layers,n_dense_units_0,n_dense_units_1,n_dense_units_2,n_dense_units_3,n_filters_0,n_filters_1,q_activation_bits,q_activation_ints,q_bias_conv_bits,q_bias_conv_ints,q_bias_dense_bits,q_bias_dense_ints,q_kernel_conv_bits,q_kernel_conv_ints,q_kernel_dense_bits,q_kernel_dense_ints,shortcut,stride_height_0,stride_height_1,stride_width_0,stride_width_1,use_bias_conv
8.453524589538574,0.24049784309189046,50004,0.10454299601535322,,,,,0,3,2,1,1,,,,28,27,,,17,12,,,32,19,True,,,,,
6.301808834075928,0.596074562509267,75208,0.12804607391554224,,,,,0,2,3,1,,,,,6,4,,,10,8,,,27,2,True,,,,,
5.45221471786499,0.44654876585826164,69680,0.004226263782704243,,,,,0,2,3,2,,,,,13,13,,,24,20,,,10,1,False,,,,,
5.180577754974365,0.3771907751205499,69680,0.004226263782704243,,,,,0,2,3,2,,,,,13,13,,,24,20,,,10,1,False,,,,,
4.22161340713501,0.1396616990330636,50058,0.06605977503939658,3,2,3,4,2,2,3,2,,,6,6,8,5,,,5,5,15,14,25,20,True,1,1,3,1,False
3.800130605697632,0.10628999926113683,50058,0.06605977503939658,3,2,3,4,2,2,3,2,,,6,6,8,5,,,5,5,15,14,25,20,True,1,1,3,1,False
4.546473026275635,0.34016709066499984,60984,0.019391466747716635,,,,,0,2,3,1,,,,,21,18,,,8,3,,,22,10,True,,,,,
4.825876235961914,0.35800481486310753,60984,0.019391466747716635,,,,,0,2,3,1,,,,,21,18,,,8,3,,,22,10,True,,,,,
7.4604291915893555,0.3984719533584354,53296,0.20574830532748706,,,,,0,2,3,2,,,,,22,21,,,3,3,,,23,5,True,,,,,
4.688473701477051,0.15635178546085057,56528,0.01669182370491812,2,2,4,3,2,1,4,,,,2,6,30,13,,,5,2,20,1,27,3,False,2,1,3,1,False
3.9101741313934326,0.12655650573282384,56528,0.01669182370491812,2,2,4,3,2,1,4,,,,2,6,30,13,,,5,2,20,1,27,3,False,2,1,3,1,False
4.028164863586426,0.1310510769293418,56528,0.01669182370491812,2,2,4,3,2,1,4,,,,2,6,30,13,,,5,2,20,1,27,3,False,2,1,3,1,False
4.054782390594482,0.2593701060338345,57921,0.013660817167134132,3,,3,,1,3,2,2,1,,7,,6,4,2,2,8,3,13,13,13,3,True,1,,2,,True
4.687018871307373,0.28713141485351346,57921,0.013660817167134132,3,,3,,1,3,2,2,1,,7,,6,4,2,2,8,3,13,13,13,3,True,1,,2,,True
3.786477565765381,0.08927433864380208,68288,0.025617001714802412,1,,4,,1,3,2,1,1,,8,,29,8,,,5,1,22,21,25,15,True,1,,3,,False
5.4346394538879395,0.4377910521639429,60652,0.06235672338866605,2,1,3,3,2,2,4,4,,,6,2,6,2,28,21,15,8,2,1,22,17,True,2,1,2,1,True
4.771061420440674,0.2877656015244093,60652,0.06235672338866605,2,1,3,3,2,2,4,4,,,6,2,6,2,28,21,15,8,2,1,22,17,True,2,1,2,1,True
31.519298553466797,0.6486613571026513,95409,0.4799830450281287,1,1,4,3,2,3,2,1,1,,3,7,14,12,,,17,2,25,24,23,13,False,1,1,2,1,False
5.110766887664795,0.26075642519087905,53472,0.07028490403100235,,,,,0,1,2,,,,,,20,9,,,23,21,,,30,15,False,,,,,
5.700186729431152,0.2671371055563296,53472,0.07028490403100235,,,,,0,1,2,,,,,,20,9,,,23,21,,,30,15,False,,,,,
3.9722394943237305,0.1514036903521688,63744,0.04350238291084285,2,,3,,1,1,3,,,,4,,8,7,5,4,17,6,15,8,30,14,False,2,,3,,True
5.829452991485596,0.4582631252140686,72768,0.20305102953735382,,,,,0,1,4,,,,,,14,2,,,3,3,,,15,2,True,,,,,
10.45205020904541,0.5297248364502133,51840,0.23037102229501877,,,,,0,2,2,1,,,,,6,4,,,23,17,,,28,17,True,,,,,
9.897284507751465,0.5077684421744317,51840,0.23037102229501877,,,,,0,2,2,1,,,,,6,4,,,23,17,,,28,17,True,,,,,
6.514183521270752,0.2598557755350821,53296,0.1054766151915319,,,,,0,2,3,2,,,,,19,4,,,17,4,,,9,1,False,,,,,
3.774873733520508,0.20337269115868115,87872,0.05220717686504256,2,4,1,2,2,2,4,2,,,5,5,6,5,12,6,8,5,4,3,13,6,True,1,4,1,1,True
3.4092655181884766,0.1170352246652588,87872,0.05220717686504256,2,4,1,2,2,2,4,2,,,5,5,6,5,12,6,8,5,4,3,13,6,True,1,4,1,1,True
3.685636043548584,0.19297630130757476,87872,0.05220717686504256,2,4,1,2,2,2,4,2,,,5,5,6,5,12,6,8,5,4,3,13,6,True,1,4,1,1,True
3.6313705444335938,0.13265829444808977,87872,0.05220717686504256,2,4,1,2,2,2,4,2,,,5,5,6,5,12,6,8,5,4,3,13,6,True,1,4,1,1,True
4.9560675621032715,0.19248323649468732,50369,0.09156001043777601,4,1,1,1,2,2,3,2,,,3,3,29,12,,,3,2,31,21,16,1,True,2,1,1,1,False
9.028983116149902,0.35517526520455894,50448,0.45771117898113306,,,,,0,1,2,,,,,,23,7,,,23,15,,,27,6,False,,,,,
3.4642343521118164,0.07606149638266137,61104,0.013814480942360208,2,4,4,2,2,1,5,,,,8,5,9,8,1,1,29,7,29,2,16,5,True,1,3,3,2,True
4.961523056030273,0.2913139139715831,56256,0.04866209146806777,,,,,0,2,3,3,,,,,3,3,,,1,1,,,26,13,True,,,,,
5.848556995391846,0.465800003577764,56256,0.04866209146806777,,,,,0,2,3,3,,,,,3,3,,,1,1,,,26,13,True,,,,,
7.118720054626465,0.6366462431712742,56256,0.04866209146806777,,,,,0,2,3,3,,,,,3,3,,,1,1,,,26,13,True,,,,,
5.519507884979248,0.41037100640650215,56256,0.04866209146806777,,,,,0,2,3,3,,,,,3,3,,,1,1,,,26,13,True,,,,,
5.358096122741699,0.37767647281887734,56256,0.04866209146806777,,,,,0,2,3,3,,,,,3,3,,,1,1,,,26,13,True,,,,,
6.342814922332764,0.5807009659017441,56256,0.04866209146806777,,,,,0,2,3,3,,,,,3,3,,,1,1,,,26,13,True,,,,,
6.292458534240723,0.5356415267096455,56256,0.04866209146806777,,,,,0,2,3,3,,,,,3,3,,,1,1,,,26,13,True,,,,,
5.504724025726318,0.38083904917079336,56256,0.04866209146806777,,,,,0,2,3,3,,,,,3,3,,,1,1,,,26,13,True,,,,,
13.03780460357666,0.5613320682411252,54918,0.17942145387586805,1,,2,,1,1,1,,,,7,,30,17,,,27,2,15,5,4,2,True,1,,2,,False
3.8924155235290527,0.13918918517265275,71192,0.14853878965389078,4,2,1,1,2,1,4,,,,5,1,18,5,4,2,21,18,16,6,28,1,True,2,1,1,1,True
4.03147554397583,0.172755788967587,71192,0.14853878965389078,4,2,1,1,2,1,4,,,,5,1,18,5,4,2,21,18,16,6,28,1,True,2,1,1,1,True
4.015007972717285,0.16757285027087748,71192,0.14853878965389078,4,2,1,1,2,1,4,,,,5,1,18,5,4,2,21,18,16,6,28,1,True,2,1,1,1,True
3.999645233154297,0.15370289577698482,71192,0.14853878965389078,4,2,1,1,2,1,4,,,,5,1,18,5,4,2,21,18,16,6,28,1,True,2,1,1,1,True
3.952951192855835,0.14651908642004605,71192,0.14853878965389078,4,2,1,1,2,1,4,,,,5,1,18,5,4,2,21,18,16,6,28,1,True,2,1,1,1,True
19.590269088745117,0.40567992263619046,51008,0.20406681737542742,,,,,0,3,2,2,2,,,,18,16,,,21,18,,,28,10,True,,,,,
3.804982900619507,0.13783677377655038,63308,0.024322197223948128,1,,4,,1,3,3,1,1,,3,,16,6,27,23,17,2,5,4,20,1,True,1,,3,,True
13.656210899353027,0.39604713676839765,51456,0.4356288860793915,,,,,0,1,2,,,,,,19,9,,,30,10,,,21,3,True,,,,,
12.784079551696777,0.39132491435495775,51456,0.4356288860793915,,,,,0,1,2,,,,,,19,9,,,30,10,,,21,3,True,,,,,
3.623466968536377,0.0820069918045925,71184,0.024322197223948128,2,,3,,1,3,2,2,1,,6,,16,13,12,3,17,4,16,14,20,7,False,1,,3,,True
4.046688079833984,0.10874287450888634,54252,0.062216442377004855,1,4,3,4,2,3,4,4,4,,3,5,26,14,,,13,7,12,11,23,2,True,1,2,2,3,False
6.733323097229004,0.3489089787581333,52512,0.3303841483274013,,,,,0,1,3,,,,,,29,12,,,11,6,,,15,6,True,,,,,
6.603419780731201,0.33882896253533296,52512,0.3303841483274013,,,,,0,1,3,,,,,,29,12,,,11,6,,,15,6,True,,,,,
6.685125827789307,0.3452971598206541,52512,0.3303841483274013,,,,,0,1,3,,,,,,29,12,,,11,6,,,15,6,True,,,,,
6.891368389129639,0.3525199822594086,52512,0.3303841483274013,,,,,0,1,3,,,,,,29,12,,,11,6,,,15,6,True,,,,,
6.660676956176758,0.3393464260081756,52512,0.3303841483274013,,,,,0,1,3,,,,,,29,12,,,11,6,,,15,6,True,,,,,
5.259068965911865,0.48208983982722375,80832,0.16258580269031747,,,,,0,1,4,,,,,,16,1,,,5,1,,,15,2,True,,,,,
22.241592407226562,0.4772736928922527,50196,0.35300595162479026,4,3,2,2,2,4,2,2,1,1,7,8,14,3,4,2,17,15,3,1,30,22,False,2,3,1,1,True
3.7486209869384766,0.07735830164127988,56068,0.045808385434942256,1,1,2,4,2,1,2,,,,5,5,14,10,29,15,8,6,9,7,20,10,True,1,1,1,2,True
3.731106996536255,0.061028529455013664,60712,0.16111457060164103,1,3,4,4,2,1,4,,,,4,1,11,8,17,6,4,1,5,2,22,16,True,1,1,1,1,True

Signal Type: H to Long Lived AUC (0.3-3 kHz)
Validation Loss,Adjusted ROC AUC,Model Size (b),dropout,kernel_height_0,kernel_height_1,kernel_width_0,kernel_width_1,n_conv_layers,n_dense_layers,n_dense_units_0,n_dense_units_1,n_dense_units_2,n_dense_units_3,n_filters_0,n_filters_1,q_activation_bits,q_activation_ints,q_bias_conv_bits,q_bias_conv_ints,q_bias_dense_bits,q_bias_dense_ints,q_kernel_conv_bits,q_kernel_conv_ints,q_kernel_dense_bits,q_kernel_dense_ints,shortcut,stride_height_0,stride_height_1,stride_width_0,stride_width_1,use_bias_conv
6.292959213256836,0.12206629059011863,50046,0.139336111288685,1,,2,,1,1,2,,,,3,,28,27,,,13,1,17,4,20,4,False,1,,2,,False
7.262689113616943,0.28866190718574025,50046,0.139336111288685,1,,2,,1,1,2,,,,3,,28,27,,,13,1,17,4,20,4,False,1,,2,,False
6.684208869934082,0.13511348993701525,50046,0.139336111288685,1,,2,,1,1,2,,,,3,,28,27,,,13,1,17,4,20,4,False,1,,2,,False
7.480235576629639,0.31415658563316334,50046,0.139336111288685,1,,2,,1,1,2,,,,3,,28,27,,,13,1,17,4,20,4,False,1,,2,,False
6.844149112701416,0.13828537180791287,50046,0.139336111288685,1,,2,,1,1,2,,,,3,,28,27,,,13,1,17,4,20,4,False,1,,2,,False
11.453619003295898,0.38302773714692606,51248,0.19064318242366818,,,,,0,2,3,2,,,,,15,12,,,13,2,,,12,2,True,,,,,
6.9851555824279785,0.3798288136739628,51248,0.19064318242366818,,,,,0,2,3,2,,,,,15,12,,,13,2,,,12,2,True,,,,,
17.663541793823242,0.40743552306925096,51248,0.19064318242366818,,,,,0,2,3,2,,,,,15,12,,,13,2,,,12,2,True,,,,,
10.704504013061523,0.37031823819940557,50004,0.10454299601535322,,,,,0,3,2,1,1,,,,28,27,,,17,12,,,32,19,True,,,,,
10.610220909118652,0.28820218710960166,50004,0.10454299601535322,,,,,0,3,2,1,1,,,,28,27,,,17,12,,,32,19,True,,,,,
8.143044471740723,0.18128663746327095,50004,0.10454299601535322,,,,,0,3,2,1,1,,,,28,27,,,17,12,,,32,19,True,,,,,
9.27763843536377,0.23047427748777694,50004,0.10454299601535322,,,,,0,3,2,1,1,,,,28,27,,,17,12,,,32,19,True,,,,,
8.453524589538574,0.2200352793070839,50004,0.10454299601535322,,,,,0,3,2,1,1,,,,28,27,,,17,12,,,32,19,True,,,,,
6.301808834075928,0.6057271401069604,75208,0.12804607391554224,,,,,0,2,3,1,,,,,6,4,,,10,8,,,27,2,True,,,,,
5.180577754974365,0.3919017501542698,69680,0.004226263782704243,,,,,0,2,3,2,,,,,13,13,,,24,20,,,10,1,False,,,,,
4.22161340713501,0.14326772356925307,50058,0.06605977503939658,3,2,3,4,2,2,3,2,,,6,6,8,5,,,5,5,15,14,25,20,True,1,1,3,1,False
3.800130605697632,0.10824521140274225,50058,0.06605977503939658,3,2,3,4,2,2,3,2,,,6,6,8,5,,,5,5,15,14,25,20,True,1,1,3,1,False
3.950411558151245,0.1327793502978451,50058,0.06605977503939658,3,2,3,4,2,2,3,2,,,6,6,8,5,,,5,5,15,14,25,20,True,1,1,3,1,False
4.546473026275635,0.3583975475861311,60984,0.019391466747716635,,,,,0,2,3,1,,,,,21,18,,,8,3,,,22,10,True,,,,,
4.203953266143799,0.26745173642386755,60984,0.019391466747716635,,,,,0,2,3,1,,,,,21,18,,,8,3,,,22,10,True,,,,,
4.825876235961914,0.3785165785875632,60984,0.019391466747716635,,,,,0,2,3,1,,,,,21,18,,,8,3,,,22,10,True,,,,,
5.1959075927734375,0.379934427299599,60984,0.019391466747716635,,,,,0,2,3,1,,,,,21,18,,,8,3,,,22,10,True,,,,,
7.4604291915893555,0.4064534726179395,53296,0.20574830532748706,,,,,0,2,3,2,,,,,22,21,,,3,3,,,23,5,True,,,,,
5.578298568725586,0.4912433591509665,81216,0.07984306206908148,,,,,0,2,3,3,,,,,31,8,,,14,13,,,25,14,False,,,,,
4.688473701477051,0.18026188095237683,56528,0.01669182370491812,2,2,4,3,2,1,4,,,,2,6,30,13,,,5,2,20,1,27,3,False,2,1,3,1,False
3.9101741313934326,0.15768485300419685,56528,0.01669182370491812,2,2,4,3,2,1,4,,,,2,6,30,13,,,5,2,20,1,27,3,False,2,1,3,1,False
4.028164863586426,0.15777520744002524,56528,0.01669182370491812,2,2,4,3,2,1,4,,,,2,6,30,13,,,5,2,20,1,27,3,False,2,1,3,1,False
4.054782390594482,0.24749182347286078,57921,0.013660817167134132,3,,3,,1,3,2,2,1,,7,,6,4,2,2,8,3,13,13,13,3,True,1,,2,,True
4.687018871307373,0.2859999081985315,57921,0.013660817167134132,3,,3,,1,3,2,2,1,,7,,6,4,2,2,8,3,13,13,13,3,True,1,,2,,True
