target_sig_eff,threshold_ns,actual_sig_eff,fpr,bkg_rej,weighted_bkg_rej_weights,weighted_bkg_rej
0.95,0.051347299999999985,0.9500124338487217,0.07511456814208864,0.9248854318579114,"{0.95: 0, 0.98: 0, 0.99: 1}",0.9133803275996948
0.98,0.0640162,0.9800068371608428,0.08203936121922717,0.9179606387807728,"{0.95: 0, 0.98: 0, 0.99: 1}",0.9133803275996948
0.99,0.0729705,0.9900080776338066,0.08661967240030519,0.9133803275996948,"{0.95: 0, 0.98: 0, 0.99: 1}",0.9133803275996948
