model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
quantized,4,0,0.8703472018241882,0.34095901250839233,0.8703471900973874,0.7661977196658413,0.0,0.0,ASIC Model_results_20260609_105104/models/ASIC Model_quantized_4bit.h5
