model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,model_path
non_quantized,N/A,N/A,0.9193654656410217,0.2494191825389862,0.953684412946042,Model2.5_results_20251204_200512/models/Model2.5_unquantized.h5
quantized,4,0,0.9032114148139954,0.2852228879928589,0.9415130989114607,Model2.5_results_20251204_200512/models/Model2.5_quantized_4bit.h5
