bit_width,slope,intercept,r_squared,r_value,p_value,std_err,n_models
10,70.52358623994185,14604.791444409522,0.9941814327841755,0.9970864720695871,4.297239874664279e-35,0.9850288833401777,32
4,14.706554641923075,19177.029295592874,0.9801960255674813,0.990048496573517,5.708171254074573e-28,0.3754480074793667,33
6,26.036141097025958,20203.484001199366,0.993910334660342,0.9969505176588966,1.7567555727058778e-41,0.3396631837707329,38
8,55.41599978283898,-3662.06265479546,0.9965426051710778,0.9982698057995533,4.709705096702031e-31,0.6662789700319199,26
