target_sig_eff,threshold_ns,actual_sig_eff,fpr,bkg_rej,weighted_bkg_rej_weights,weighted_bkg_rej
0.95,0.0594,0.9501180682165199,0.06763298169867056,0.9323670183013294,"{0.95: 0.1, 0.98: 0.7, 0.99: 0.2}",0.9213910582600887
0.98,0.0703,0.9800387614477793,0.0782878445671991,0.9217121554328009,"{0.95: 0.1, 0.98: 0.7, 0.99: 0.2}",0.9213910582600887
0.99,0.07780000000000001,0.9900526393764305,0.0852207618650243,0.9147792381349757,"{0.95: 0.1, 0.98: 0.7, 0.99: 0.2}",0.9213910582600887
