model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc
non_quantized,N/A,N/A,0.9433339238166809,0.12013000249862671,0.9903142462375379
quantized,16,0,0.9377021193504333,0.13242743909358978,0.9883382733254916
quantized,8,0,0.9340816736221313,0.14059022068977356,0.9870879140920836
quantized,6,0,0.9235414266586304,0.15978097915649414,0.9832242842964224
quantized,4,0,0.9123385548591614,0.1957188993692398,0.9760372415610562
quantized,3,0,0.9047936201095581,0.2203429490327835,0.9695618238393393
quantized,2,0,0.9002844095230103,0.23053492605686188,0.9692503938961226
