trial_id,parameters,auc,primary_metric,bkg_rej_@95%,bkg_rej_@98%,bkg_rej_@99%
1250,595,0.9483668152537439,0.8447643322116096,0.8692693074036784,0.847808405973254,0.8218575864498203
1248,391,0.9483133456321853,0.8437354304425517,0.8687613570739642,0.8466927293562032,0.8208719209290654
1253,337,0.9466767401812286,0.8422626768377675,0.8667204852135054,0.8447153512869587,0.8214494120777285
1245,463,0.9484111827264936,0.8418275931922561,0.8670772598498523,0.8450328202430301,0.8179844651857495
1249,325,0.9478586989256306,0.8416761151475021,0.8668535198236687,0.8445823166767954,0.8189157074568922
1255,415,0.9459271473799664,0.8407137306835257,0.8663002167859443,0.843566416017367,0.817936088963872
1230,235,0.9469903913249546,0.8403188597724504,0.8664937216734545,0.8446065047877342,0.8122246712684548
1252,267,0.9463845796984507,0.839435086669025,0.8656894669847404,0.8429949718964386,0.8138482982152198
1246,211,0.9460150863266436,0.839163877475124,0.8655534088607097,0.8428619372862753,0.8130259024433015
1235,155,0.9454894997468668,0.8379290744116998,0.8636032424162714,0.8416555552532041,0.8120493074641487
1259,151,0.9416017040862654,0.83779664450431,0.8639267584000774,0.8409571235498472,0.8136699108970463
1240,121,0.9453236419505695,0.8353926486283829,0.8628413169217001,0.8396993417810311,0.8065948884474559
1237,281,0.9455292035682488,0.8348574866738626,0.8620612503439247,0.8388588049259088,0.8072509909566701
1254,105,0.9427749683485497,0.834347722235828,0.8601231779549556,0.8381059499729395,0.8083061972963739
1241,85,0.9407643510847369,0.8329284848264956,0.861916121678292,0.8366274516918072,0.8054882823720071
1229,199,0.9448489044692283,0.8309955524111011,0.8602622595928536,0.8357808678089502,0.7996135949277532
1220,171,0.9449300622050917,0.8290998092162749,0.8598147795404864,0.8335857967412568,0.7980413677167331
1232,91,0.9429291855008161,0.8276953870248926,0.8587353850898437,0.8319107700587469,0.797421547373927
1231,121,0.9440653584521972,0.8248638662881227,0.8596938389857925,0.8316567948938898,0.7836736298191032
1221,145,0.9435589973593537,0.8232925461312628,0.8556846595976912,0.8275357454926967,0.79224529163303
1251,205,0.9377295686562321,0.814814310895837,0.8440683193193466,0.8184198511826475,0.7875679156802453
1223,121,0.9300571673829218,0.7712061703871004,0.8160191811719745,0.7740497851793398,0.7388470132218261
1225,99,0.9160496258771708,0.7613525386934188,0.791982245926571,0.7622701751521583,0.7428259574712539
1222,45,0.907107502139662,0.6978687250749076,0.7499251680317831,0.7005814217166907,0.6623460653502287
1238,65,0.8948235853600984,0.6972192742962016,0.7440111749072538,0.6993236399478746,0.6664580442098198
1227,31,0.8633605236404839,0.5982563395527013,0.6418496648434878,0.5997351401852204,0.5712838746934913
1258,37,0.7674317854160904,0.5169628198499732,0.5195666699925319,0.5195666699925319,0.5065474192797386
1234,25,0.823645691774844,0.2819242246954565,0.3684786585273674,0.2819003389359045,0.23873060793793333
1239,331,0.6550967450430978,0.12872761465920465,0.1877481171067391,0.12634962100253677,0.1075403412337751
1224,61,0.5690000545747539,0.08706419826994538,0.1523427697201133,0.08685043583952401,0.055173081051336226
1233,193,0.636045290759567,0.08102775283378838,0.171850481192232,0.07984495420888249,0.03975618384173718
1226,79,0.5469393774841805,0.05744283291155315,0.09835188259090955,0.056521568236172715,0.0402127344357065
1257,67,0.5509632540086323,0.0211004985774367,0.0688272696762724,0.01905418439201667,0.004399212676988951
1247,163,0.46837878554407597,0.01782331189662003,0.03648776535113574,0.015749483735007175,0.015749483735007175
1244,55,0.5659705229603335,0.009863609289443999,0.09760205115180765,0.00011489352695914778,0.00011489352695914778
1242,265,0.4916218334017322,0.006867307046903781,0.019888674219404323,0.006237509108335537,0.002560916245642364
1243,31,0.5,0.0,0.0,0.0,0.0
1256,501,0.5475995813015881,0.0,0.0,0.0,0.0
1236,43,0.5350289878416391,0.0,0.0,0.0,0.0
