trial_id,parameters,auc,primary_metric
095,57553,0.9758304428435953,0.9131967309768066
004,40249,0.9755651587206902,0.9127991389032506
014,36393,0.9750640968651768,0.9106128360257724
016,23979,0.9752124206697532,0.9101532619179358
090,16901,0.9737366304611924,0.9070009463598405
101,16095,0.9729113486336183,0.9053981816587602
106,12427,0.973142354176213,0.9046537925446194
100,11225,0.9721081390898769,0.9028744546336861
073,9839,0.9704583455078706,0.9018125965634741
023,5237,0.9669496793217085,0.8986880973329584
005,5161,0.9677387567279188,0.8939886497289419
097,3909,0.9683114812538253,0.8897152152288346
072,3095,0.950998710969605,0.858730245116269
108,1211,0.9269994607432324,0.77799516842484
