model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
quantized,4,0,0.7921031713485718,0.4640650749206543,0.7921031864812649,0.0,0.0,0.0,ASIC Model_results_20260608_091910/models/ASIC Model_quantized_4bit.h5
