bit_width,slope,intercept,r_squared,r_value,p_value,std_err,n_models
10,33.77525988746637,2343.0279951072316,0.9569633991034137,0.9782450608632858,1.350313181884732e-18,1.432517752297474,27
3,23.101381648253692,1749.9231424394266,0.9860772298637669,0.9930142143311781,2.137316945207172e-14,0.7336371219598417,16
4,24.801392945451116,2009.4900199774984,0.9746351617939132,0.9872361226139941,5.263701994982742e-15,0.9703906941889062,19
6,26.94772277888555,2189.455498452373,0.9812516669791116,0.99058147922274,9.53583184707038e-19,0.8329102351880189,22
8,31.327308880138105,2160.159811144631,0.9743007502779674,0.9870667405388388,8.622605308159164e-20,1.0608961537407933,25
