bit_width,slope,intercept,r_squared,r_value,p_value,std_err,n_models
10,11.438014826218033,16567.90262185489,0.6840878112699562,0.8270960109140633,1.6434512947555107e-09,1.374051248274431,34
3,10.782780640545276,10457.91889276958,0.8316554755035055,0.9119514655416183,1.4716506577350953e-11,0.9514191055427506,28
4,9.90256422748777,15555.627178522787,0.6281767965812253,0.7925760509763244,4.975556352011653e-07,1.4941296796924923,28
6,12.622314673999629,10741.27232721806,0.6818034861084831,0.8257139251026854,5.9872982856521e-09,1.5743325525318375,32
8,8.048052694456182,20799.07582678129,0.920132285819744,0.9592352609343258,5.1550631007010304e-18,0.4329030809056417,32
