cota cotb p flp ylocal zglobal pt t hit_pdg
-0.73232 -1.15061 0.00019 1 -2.00000 -53.77500 0.00017 0.25937 -13
-1.08106 -0.33343 0.00036 1 -1.90000 -55.35000 0.00025 0.26025 -13
1.53443 -0.39790 0.00032 1 -3.40000 53.52500 0.00018 0.26205 13
-2.97291 0.82353 0.00061 1 -3.40000 53.47500 0.00024 0.26231 13
1.85027 0.60068 0.00048 1 -3.40000 53.40000 0.00026 0.26281 13
-0.38773 0.08500 0.00076 1 -2.07500 -39.85000 0.00071 0.29320 13
0.39710 -0.44269 0.00074 1 -3.32500 -40.92500 0.00070 0.30413 13
2.54911 -0.31889 0.00064 1 -0.17500 -32.60000 0.00024 0.26259 -13
-0.48203 -0.85838 0.00017 1 -6.85000 63.75000 0.00016 0.25955 13
0.25490 -1.10510 0.00063 1 -3.67500 11.72500 0.00062 0.39042 -13
-0.31643 0.79045 0.00053 1 -4.50000 12.05000 0.00051 0.39491 -13
3.08770 0.62762 0.00019 1 -1.30000 49.90000 0.00007 0.45071 -13
-0.10839 -0.56863 0.00010 1 2.12500 -41.15000 0.00010 0.26722 -13
-1.17385 -1.12509 0.00055 1 1.35000 -38.42500 0.00043 0.27695 -13
0.29518 0.09699 0.00038 1 3.82500 -44.55000 0.00036 1.94850 13
-3.77400 -2.17222 0.00028 1 0.55000 41.52500 0.00015 0.27923 13
-3.96263 -6.07411 0.00026 1 0.17500 41.12500 0.00022 0.28340 13
1.66054 1.11858 0.00015 1 -0.20000 40.92500 0.00010 0.28642 13
0.16795 -0.17900 0.00020 1 -7.37500 26.10000 0.00020 0.40226 13
-2.73573 0.26925 0.00025 1 -2.07500 41.60000 0.00009 0.26953 -13
-3.29954 0.75751 0.00062 1 3.35000 -45.32500 0.00022 0.48807 13
1.34624 -0.53792 0.00015 1 3.22500 -46.85000 0.00009 0.50363 13
-0.93123 -0.13938 0.00012 1 2.60000 -35.22500 0.00009 0.61693 13
-0.76037 0.01637 0.00037 1 2.80000 52.50000 0.00030 0.27540 -13
0.96515 1.19429 0.00022 1 2.15000 52.07500 0.00018 0.28007 -13
7.52619 -5.58371 0.00076 1 -3.52500 11.30000 0.00046 0.31327 -13
5.42355 -3.24076 0.00060 1 -3.55000 -9.87500 0.00032 0.43623 -13
0.44890 -0.67700 0.00057 1 -4.10000 -15.65000 0.00054 0.46633 -13
1.01562 -0.25485 0.00048 1 -4.27500 -15.32500 0.00034 0.46838 -13
-1.59075 0.86388 0.00041 1 -4.92500 -14.60000 0.00026 0.47464 -13
-0.37132 0.18914 0.00016 1 -4.95000 -14.50000 0.00015 0.47535 -13
-2.82613 3.25656 0.00014 1 -4.95000 -14.52500 0.00010 0.47554 -13
1.04761 0.04029 0.00021 1 -6.50000 9.32500 0.00015 0.81868 13
-0.41960 -0.22382 0.00036 1 -8.25000 62.27500 0.00033 0.29900 13
0.46053 -0.25587 0.00039 1 -8.30000 -53.70000 0.00036 0.25743 -13
0.46851 0.86408 0.00010 1 2.20000 29.75000 0.00009 0.44618 -13
-1.18613 9.61379 0.00072 1 -3.60000 -12.80000 0.00072 0.28637 -13
-0.26580 -1.52920 0.00077 1 -4.30000 -11.60000 0.00076 0.32073 -13
0.45015 -0.36757 0.00009 1 -3.02500 -11.55000 0.00009 0.32988 -13
-2.92865 -1.59875 0.00023 1 2.15000 -51.47500 0.00012 0.45687 13
-0.02245 -0.12680 0.00034 1 1.40000 -51.30000 0.00034 0.46281 13
0.36939 -1.16362 0.00082 1 -2.90000 50.27500 0.00080 0.28940 -13
-0.38377 0.33445 0.00027 1 -2.47500 50.22500 0.00025 0.29382 -13
-2.29421 0.91570 0.00019 1 0.75000 10.92500 0.00010 0.62021 -13
-6.62283 -5.28077 0.00079 1 -4.52500 46.20000 0.00050 0.55554 -13
-1.07026 0.81494 0.00008 1 -4.02500 -52.55000 0.00006 1.96965 -13
0.06377 -0.51641 0.00014 1 -3.85000 -31.95000 0.00014 1.37500 -13
0.87050 1.26483 0.00011 1 -2.10000 57.45000 0.00010 0.38340 -13
0.66913 1.39838 0.00036 1 3.92500 -64.82500 0.00034 0.26130 -13
-0.74657 -0.00754 0.00088 1 -6.62500 -52.17500 0.00071 0.25927 13
0.67809 1.75270 0.00051 1 -4.87500 -51.90000 0.00049 0.26899 13
2.42849 2.29334 0.00020 1 -5.20000 -48.37500 0.00014 0.30899 13
-0.08089 0.23471 0.00018 1 -5.82500 -48.25000 0.00018 0.31492 13
0.63579 1.64454 0.00082 1 4.30000 63.62500 0.00078 2.75561 13
-0.32820 -0.05603 0.00063 1 -6.55000 63.40000 0.00060 2.76738 13
0.22372 0.09745 0.00060 1 -7.70000 62.85000 0.00058 2.77735 13
0.39062 -2.10843 0.00035 1 -4.67500 54.85000 0.00034 0.31264 -13
-0.22303 -0.49074 0.00083 1 1.92500 48.70000 0.00081 0.77359 13
0.45508 0.70394 0.00081 1 0.65000 48.20000 0.00076 0.77999 13
0.00125 -0.38746 0.00064 1 1.65000 48.90000 0.00064 0.79156 13
0.12770 0.34997 0.00060 1 0.55000 49.17500 0.00059 0.79798 13
3.12950 -5.38249 0.00034 1 0.57500 49.10000 0.00030 0.79851 13
1.32337 1.31056 0.00015 1 0.65000 49.07500 0.00012 0.79906 13
1.64772 1.66981 0.00025 1 -5.82500 -49.35000 0.00019 0.26624 -13
-0.01652 -1.91918 0.00021 1 0.42500 51.10000 0.00021 1.00542 -13
0.20121 -5.87490 0.00057 1 0.30000 -59.95000 0.00057 0.26089 13
0.26679 -1.46357 0.00081 1 -3.12500 30.12500 0.00080 0.27278 -13
-0.20231 0.37229 0.00021 1 -3.07500 31.35000 0.00020 0.28359 -13
-3.12133 -3.16581 0.00026 1 0.75000 0.90000 0.00019 0.38214 -13
0.81466 -1.04744 0.00045 1 -6.85000 -42.10000 0.00039 0.32246 13
0.58273 -0.57918 0.00016 1 -2.85000 -22.82500 0.00014 0.33968 -13
-0.95670 0.09821 0.00085 1 3.05000 60.82500 0.00061 0.25942 13
0.90288 0.36830 0.00062 1 2.40000 57.97500 0.00047 0.28949 13
-0.17380 -1.40778 0.00013 1 -7.15000 -4.35000 0.00013 0.46561 -13
-0.11962 -0.22208 0.00063 1 -0.87500 64.50000 0.00062 0.26145 -13
-0.62814 -0.67527 0.00076 1 1.97500 -56.65000 0.00068 0.26922 -13
0.61812 5.43252 0.00025 1 -5.50000 34.37500 0.00024 1.34928 -13
1.06556 -2.70645 0.00033 1 0.27500 62.00000 0.00031 0.57394 -13
0.22638 -0.57418 0.00012 1 -0.12500 51.60000 0.00012 0.70296 -13
-7.58870 -1.07011 0.00086 1 3.45000 58.12500 0.00016 0.26437 -13
0.56065 -0.28030 0.00055 1 3.12500 37.92500 0.00049 0.59947 -13
0.94090 -1.14974 0.00018 1 -4.50000 27.37500 0.00015 0.30720 -13
0.44906 0.11990 0.00016 1 -0.90000 64.97500 0.00015 0.42210 13
2.39785 -0.23953 0.00026 1 0.52500 -35.87500 0.00010 0.67554 13
-0.22830 -0.41816 0.00023 1 -6.27500 -48.62500 0.00022 0.26617 13
0.14535 0.29671 0.00020 1 -5.90000 -21.42500 0.00020 0.28133 13
-0.21982 0.01548 0.00088 1 -3.85000 57.17500 0.00086 0.26570 -13
0.06292 0.12835 0.00086 1 -5.45000 56.62500 0.00086 0.27543 -13
-0.39012 0.37602 0.00074 1 -4.10000 56.30000 0.00069 0.28255 -13
0.91503 -0.26839 0.00046 1 -5.27500 55.02500 0.00034 0.29438 -13
0.99946 0.18526 0.00015 1 -5.37500 54.85000 0.00010 0.29582 -13
3.02751 -4.06819 0.00025 1 -3.00000 54.82500 0.00020 0.75040 -13
-3.53418 -6.91873 0.00068 1 -7.57500 -57.77500 0.00060 0.44330 13
0.45146 1.23524 0.00054 1 -7.47500 -57.75000 0.00052 0.44376 13
4.26523 1.96136 0.00030 1 -1.00000 -59.77500 0.00014 0.33587 -13
-0.39462 -0.09508 0.00058 1 -7.80000 -59.95000 0.00054 0.25884 13
-0.35908 -0.82038 0.00025 1 -0.72500 -20.72500 0.00024 0.45514 13
0.55681 -0.22177 0.00020 1 -5.42500 -59.12500 0.00018 0.31892 13
0.45026 4.95315 0.00040 1 1.27500 -56.47500 0.00040 1.10232 13
0.35412 -0.44258 0.00044 1 0.62500 -57.27500 0.00042 1.11224 13
-0.76258 -0.54244 0.00009 1 0.67500 -57.37500 0.00007 1.11317 13
-1.88034 0.68067 0.00088 1 -5.45000 -43.05000 0.00048 1.99624 13
0.95978 -0.72473 0.00092 1 -6.65000 -45.20000 0.00073 2.01109 13
0.41127 0.61330 0.00056 1 -4.95000 -45.47500 0.00053 2.02048 13
-0.36663 -0.69559 0.00049 1 -5.62500 -39.90000 0.00047 2.09102 13
-0.14178 0.64845 0.00085 1 -4.62500 59.25000 0.00084 0.25858 -13
-0.00635 -0.53017 0.00079 1 -5.85000 59.02500 0.00079 0.27186 -13
0.08769 -0.25332 0.00089 1 -2.50000 60.67500 0.00089 0.26635 13
-0.28851 0.04845 0.00070 1 -0.95000 60.27500 0.00067 0.27577 13
-0.19292 -0.28926 0.00056 1 -2.20000 59.75000 0.00055 0.28382 13
-0.82345 0.14075 0.00050 1 -1.32500 58.92500 0.00039 0.29062 13
0.94150 -0.10275 0.00043 1 -2.05000 58.10000 0.00032 0.29841 13
1.25279 -1.02119 0.00010 1 -2.05000 58.00000 0.00007 0.29939 13
0.97975 -0.31940 0.00094 1 -1.07500 63.67500 0.00069 0.29320 13
-0.41432 0.51395 0.00075 1 0.52500 62.52500 0.00070 0.30563 13
0.94935 -1.00744 0.00079 1 -0.22500 59.00000 0.00066 0.34078 13
0.45834 0.31550 0.00013 1 -5.60000 22.52500 0.00012 1.15855 -13
1.69140 -0.12428 0.00012 1 -6.65000 -4.02500 0.00006 0.56896 -13
0.18568 -1.86134 0.00016 1 -5.27500 -16.20000 0.00016 0.33238 13
2.08402 1.11450 0.00063 1 -1.40000 5.07500 0.00037 0.34413 13
1.38149 0.51177 0.00023 1 -1.70000 7.67500 0.00015 0.35632 13
0.83844 -0.38250 0.00039 1 -2.55000 7.05000 0.00031 0.36447 13
2.64145 -2.64158 0.00017 1 -2.60000 3.85000 0.00012 0.39050 13
-0.92966 0.29058 0.00020 1 -3.30000 -60.32500 0.00015 0.41793 -13
2.03318 -4.20191 0.00022 1 -2.95000 -30.80000 0.00020 0.30351 13
0.61646 0.12964 0.00012 1 -3.40000 -30.65000 0.00010 0.30803 13
-1.24766 -0.99438 0.00016 1 -4.17500 -23.40000 0.00012 0.41533 13
-0.22627 -1.59363 0.00023 1 -7.25000 62.77500 0.00023 0.28486 13
-0.08886 0.24061 0.00121 1 2.22500 -63.67500 0.00121 0.25852 -13
0.25613 -0.13478 0.00118 1 0.05000 -64.05000 0.00115 0.27300 -13
-0.12068 0.86015 0.00065 1 0.85000 -64.35000 0.00065 0.27672 -13
0.03557 -0.15528 0.00047 1 -2.20000 -59.62500 0.00047 0.94434 -13
-0.31609 -1.84368 0.00086 1 -4.72500 47.32500 0.00085 0.27785 13
-2.81269 -0.70406 0.00017 1 -0.32500 59.42500 0.00007 0.26582 13
-0.31480 -2.51685 0.00067 1 -3.12500 -62.50000 0.00067 4.08477 -13
-0.55962 -0.44511 0.00039 1 -0.67500 -63.40000 0.00035 0.31061 13
0.77983 -0.53048 0.00060 1 -0.50000 53.50000 0.00050 0.26410 13
0.25843 0.89303 0.00050 1 -1.47500 53.87500 0.00049 0.26988 13
-0.94060 0.10609 0.00022 1 0.87500 -12.67500 0.00016 0.42657 13
-1.92460 0.20728 0.00070 1 2.55000 -64.35000 0.00033 0.30932 13
6.91865 -6.50820 0.00089 1 -1.62500 -6.15000 0.00061 0.28388 -13
6.98577 -1.26763 0.00080 1 -1.72500 -25.12500 0.00018 0.38363 -13
-0.98990 0.05221 0.00052 1 -0.52500 -26.07500 0.00037 0.39383 -13
-5.44859 1.45151 0.00037 1 -0.82500 -28.17500 0.00011 0.40504 -13
1.02475 -2.22627 0.00020 1 -1.35000 -29.05000 0.00018 0.41228 -13
-1.10774 -3.19172 0.00015 1 -1.57500 -28.57500 0.00014 0.42232 -13
0.80679 -0.41607 0.00044 1 -1.55000 -36.82500 0.00035 0.25803 -13
1.60376 -0.83626 0.00016 1 -3.45000 -19.90000 0.00010 0.29286 -13
1.23404 -7.66532 0.00034 1 1.92500 -11.92500 0.00034 0.60519 -13
-0.30326 -0.29707 0.00032 1 1.05000 -12.55000 0.00031 0.61901 -13
0.45348 -0.04774 0.00049 1 -5.97500 -42.20000 0.00045 0.27558 13
0.22252 -0.08812 0.00044 1 -6.90000 -42.00000 0.00043 0.28278 13
-0.80299 0.08492 0.00071 1 3.02500 40.60000 0.00055 0.26365 -13
0.17284 0.01826 0.00071 1 1.75000 39.87500 0.00070 0.27194 -13
1.95723 1.46584 0.00032 1 2.85000 39.50000 0.00022 0.27865 -13
0.37335 0.41115 0.00029 1 2.90000 39.57500 0.00027 0.27924 -13
1.61309 0.27283 0.00029 1 2.30000 38.87500 0.00016 0.28687 -13
-6.59216 -6.23781 0.00028 1 2.12500 38.60000 0.00020 0.28857 -13
-0.05899 -0.35915 0.00014 1 4.20000 -11.47500 0.00014 0.43071 -13
0.43293 0.04410 0.00023 1 -2.02500 36.15000 0.00021 0.40707 -13
-3.11034 -1.96570 0.00031 1 -1.87500 -38.77500 0.00018 0.25984 13
0.66579 0.09117 0.00058 1 -6.00000 -64.52500 0.00048 0.25835 13
0.71056 0.63686 0.00047 1 4.45000 -27.95000 0.00040 0.35037 -13
0.35507 -0.59152 0.00019 1 4.40000 -27.95000 0.00018 0.35092 -13
0.76953 0.22599 0.00068 1 -0.95000 24.70000 0.00054 0.40346 -13
-0.48629 -0.17940 0.00065 1 -1.97500 25.87500 0.00058 0.41398 -13
-0.67214 -3.76220 0.00049 1 -2.07500 25.92500 0.00049 0.41485 -13
0.94147 0.45242 0.00038 1 -2.42500 25.67500 0.00029 0.41707 -13
-0.00882 0.06169 0.00050 1 3.55000 64.67500 0.00050 0.26777 13
0.21279 1.46361 0.00007 1 3.52500 64.60000 0.00007 0.26858 13
1.14688 1.70011 0.00013 1 3.50000 64.62500 0.00011 0.26917 13
0.29568 -0.43592 0.00015 1 0.62500 -41.47500 0.00015 1.07139 -13
4.04656 -3.81943 0.00015 1 2.52500 -37.85000 0.00011 0.28560 13
0.22579 0.62796 0.00070 1 -6.12500 48.75000 0.00069 0.38839 13
-0.35482 -0.15586 0.00050 1 -5.77500 46.20000 0.00048 0.40144 13
0.53152 -0.17920 0.00044 1 -6.50000 45.50000 0.00039 0.40744 13
2.16528 0.41933 0.00073 1 -3.60000 -50.70000 0.00033 0.27858 -13
-0.61107 -0.32362 0.00027 1 -2.90000 -50.00000 0.00023 0.29088 -13
0.05383 0.69663 0.00008 1 -3.45000 -49.87500 0.00008 0.31103 -13
-0.41969 0.31620 0.00016 1 -7.00000 45.00000 0.00015 0.42141 13
0.22897 0.25795 0.00081 1 2.27500 59.72500 0.00079 0.26197 -13
-0.38479 -0.00974 0.00064 1 3.52500 58.95000 0.00060 0.27220 -13
0.35250 0.03991 0.00061 1 2.47500 58.02500 0.00058 0.28079 -13
-0.00105 4.12585 0.00061 1 4.47500 51.87500 0.00061 0.40105 13
0.43751 0.19604 0.00014 1 4.27500 1.72500 0.00013 0.33519 -13
-0.18936 -0.66717 0.00026 1 -5.55000 10.30000 0.00026 0.27955 -13
0.37552 0.18442 0.00011 1 -5.95000 10.17500 0.00011 0.28504 -13
0.76495 0.11831 0.00019 1 -3.07500 -33.47500 0.00015 0.43499 13
-0.40074 0.58630 0.00086 1 -0.62500 -23.57500 0.00081 1.14871 13
2.25832 -0.42709 0.00020 1 -1.30000 -24.97500 0.00008 1.16429 13
1.34378 2.04133 0.00021 1 -1.37500 -26.10000 0.00018 1.17974 13
0.28155 0.03044 0.00021 1 -1.80000 -26.92500 0.00020 1.19415 13
-0.37024 -0.51193 0.00107 1 -4.62500 -63.57500 0.00102 0.25853 13
-1.31093 1.26019 0.00071 1 -2.55000 -63.42500 0.00055 0.26901 13
-1.34069 -0.77923 0.00064 1 3.47500 -37.20000 0.00044 0.80648 -13
0.59588 0.21331 0.00067 1 2.30000 -38.00000 0.00058 0.81441 -13
-2.85393 -0.47978 0.00055 1 0.32500 13.72500 0.00020 0.32524 -13
1.05979 -0.81889 0.00037 1 -6.27500 -8.15000 0.00029 0.93658 -13
0.25620 -1.87394 0.00083 1 -0.87500 19.67500 0.00083 0.36145 13
-0.01213 0.54518 0.00058 1 0.50000 18.87500 0.00058 0.36916 13
-0.42554 -0.75844 0.00056 1 -0.30000 19.62500 0.00053 0.38048 13
0.38468 0.39061 0.00014 1 0.37500 19.70000 0.00014 0.38732 13
1.42751 -1.42717 0.00044 1 2.47500 35.95000 0.00034 0.38438 13
-1.07633 -2.08607 0.00017 1 -7.20000 36.30000 0.00015 0.40798 -13
1.38053 0.05623 0.00012 1 -0.47500 -2.45000 0.00007 0.92015 13
-0.60605 -0.40503 0.00056 1 2.85000 -59.00000 0.00049 0.25698 13
-0.01379 -5.15687 0.00050 1 -8.07500 -45.92500 0.00050 0.25870 -13
1.04006 1.50024 0.00024 1 -7.35000 0.52500 0.00020 0.29122 -13
-0.25246 -0.18653 0.00043 1 -8.17500 1.07500 0.00041 0.29712 -13
0.50312 -1.58842 0.00012 1 -2.40000 -8.12500 0.00012 0.28671 -13
0.88737 0.00885 0.00072 1 -7.20000 -63.35000 0.00053 0.25798 -13
3.09755 -0.65685 0.00021 1 -6.22500 -63.85000 0.00007 0.27035 -13
-1.05506 -0.68733 0.00017 1 2.57500 58.70000 0.00013 0.63755 13
-0.34132 -0.75524 0.00019 1 -4.60000 -7.07500 0.00019 0.50125 -13
-1.19799 -0.53784 0.00022 1 -3.22500 -23.72500 0.00015 1.43389 -13
1.44210 0.02983 0.00042 1 -5.97500 21.67500 0.00024 0.35404 -13
-0.91920 -1.54880 0.00076 1 2.05000 -63.65000 0.00068 0.26548 -13
-0.04993 0.17480 0.00011 1 -5.65000 52.65000 0.00011 0.25644 13
3.26623 2.35578 0.00029 1 0.82500 64.07500 0.00018 0.25691 -13
1.52204 1.54000 0.00036 1 0.10000 63.12500 0.00027 0.26333 -13
0.73762 0.74862 0.00032 1 -6.32500 -55.37500 0.00027 0.27674 13
2.75613 2.15717 0.00071 1 -6.55000 -56.25000 0.00047 0.29133 13
8.79305 4.76991 0.00077 1 -6.55000 -56.30000 0.00037 0.29157 13
-0.43286 0.14504 0.00065 1 -5.40000 -57.22500 0.00060 0.30458 13
0.35435 0.02806 0.00063 1 -6.57500 -57.77500 0.00060 0.31342 13
0.41903 -0.54805 0.00046 1 -5.67500 56.10000 0.00043 0.27455 13
-0.42910 -0.25051 0.00015 1 -2.12500 -35.15000 0.00013 0.32840 13
0.02680 0.65079 0.00075 1 -8.17500 58.85000 0.00075 0.26786 13
0.90289 0.58908 0.00011 1 4.32500 -64.22500 0.00008 0.31896 -13
-0.14285 -1.19167 0.00083 1 2.02500 -27.27500 0.00083 0.28622 -13
-0.12432 1.29800 0.00025 1 2.95000 -27.97500 0.00025 0.29216 -13
-0.09882 -0.15066 0.00015 1 -1.85000 52.27500 0.00015 0.26906 -13
0.67808 -2.05498 0.00077 1 -1.72500 63.12500 0.00074 0.29239 13
-0.29520 0.56825 0.00047 1 -0.97500 62.72500 0.00045 0.30239 13
-0.02658 -0.88373 0.00033 1 -1.80000 58.90000 0.00033 0.34457 13
0.16789 0.15405 0.00020 1 -0.32500 47.30000 0.00020 0.69576 -13
0.91302 -0.24683 0.00021 1 -6.37500 36.25000 0.00016 0.26342 -13
0.17142 -1.29395 0.00024 1 -1.22500 28.20000 0.00024 0.90189 -13
4.77357 -4.71945 0.00030 1 -1.20000 28.20000 0.00021 0.90224 -13
2.88555 -1.80008 0.00035 1 -3.87500 -45.50000 0.00020 0.26116 -13
-1.08155 -1.59383 0.00029 1 -3.00000 4.42500 0.00025 0.43762 -13
-1.55978 -2.16660 0.00066 1 -0.95000 37.47500 0.00055 0.65616 -13
0.84683 3.02799 0.00019 1 -0.17500 38.85000 0.00018 0.68978 -13
0.48630 0.45299 0.00061 1 3.37500 -62.27500 0.00056 0.27809 -13
0.79660 0.14312 0.00018 1 3.75000 -62.92500 0.00014 0.29259 -13
0.61424 0.07274 0.00041 1 3.00000 -63.95000 0.00035 0.30186 -13
-2.17108 -0.53042 0.00025 1 1.22500 -37.60000 0.00011 0.32355 -13
-8.36294 -5.55820 0.00071 1 -3.52500 -60.27500 0.00040 0.25804 -13
-0.39650 1.91230 0.00064 1 -7.57500 -61.87500 0.00063 0.26012 -13
0.63507 -0.79546 0.00018 1 -0.32500 -59.70000 0.00016 0.26240 13
-1.22875 -0.40038 0.00013 1 -6.65000 -45.65000 0.00008 0.94553 13
-0.48651 0.97926 0.00090 1 -3.15000 57.05000 0.00085 0.25730 -13
-0.42153 -1.44606 0.00091 1 1.90000 -34.80000 0.00089 0.30827 13
-0.87204 0.31971 0.00073 1 3.57500 -35.05000 0.00056 0.31724 13
0.68400 0.27416 0.00065 1 2.57500 -36.62500 0.00054 0.32752 13
0.14629 0.54477 0.00043 1 3.32500 -36.55000 0.00043 0.33251 13
-0.01919 -0.23853 0.00033 1 2.77500 -36.75000 0.00033 0.34226 13
0.18855 -0.29034 0.00073 1 1.87500 33.77500 0.00072 0.40417 13
2.59887 -2.67634 0.00044 1 0.82500 34.47500 0.00033 0.40968 13
-0.12506 0.13048 0.00079 1 -0.62500 34.87500 0.00079 0.41794 13
-0.11342 -0.59870 0.00060 1 0.52500 35.22500 0.00060 0.42437 13
-0.84991 1.38870 0.00062 1 -0.37500 35.57500 0.00055 0.42868 13
-0.66045 -0.45824 0.00078 1 1.85000 -9.60000 0.00067 0.35417 13
-0.09194 -0.46638 0.00090 1 3.60000 -8.85000 0.00089 0.36458 13
0.15033 0.81728 0.00090 1 2.27500 -9.17500 0.00089 0.37062 13
-0.98990 0.60079 0.00040 1 3.22500 -10.00000 0.00030 0.38471 13
0.31021 -0.52660 0.00020 1 2.62500 -10.45000 0.00019 0.39364 13
0.57006 2.20986 0.00016 1 2.45000 11.35000 0.00015 0.34779 13
-0.53418 -0.89425 0.00026 1 3.45000 53.27500 0.00024 0.31463 -13
9.65961 6.23144 0.00029 1 -5.52500 -63.82500 0.00016 0.42252 -13
0.36627 -0.62936 0.00085 1 0.92500 63.95000 0.00081 0.47810 -13
0.53373 -0.57506 0.00099 1 0.02500 -62.20000 0.00090 0.25701 -13
-0.71025 -0.01240 0.00085 1 1.67500 -63.20000 0.00069 0.26941 -13
1.11748 0.58005 0.00082 1 0.47500 -64.57500 0.00059 0.27790 -13
0.47261 -0.32876 0.00023 1 -1.30000 -62.75000 0.00021 0.26204 -13
-1.94937 0.91736 0.00016 1 -7.57500 63.05000 0.00009 0.37009 -13
0.07562 -1.02061 0.00057 1 -4.97500 35.57500 0.00057 0.53439 13
0.90607 -0.45832 0.00068 1 -0.65000 -55.57500 0.00052 0.26812 -13
-0.39992 0.63336 0.00042 1 -1.17500 -53.70000 0.00039 0.28749 -13
-0.54059 -0.96732 0.00096 1 -2.40000 -62.55000 0.00089 0.29652 -13
0.48235 -0.14897 0.00040 1 -1.05000 -61.62500 0.00036 0.30374 -13
-1.26554 -0.23999 0.00018 1 -1.55000 -61.30000 0.00011 0.30879 -13
-2.74966 -1.97112 0.00011 1 -1.67500 -58.30000 0.00007 0.34959 -13
0.60065 -0.92621 0.00081 1 -4.95000 63.35000 0.00074 0.25702 13
0.01139 0.19172 0.00066 1 -3.42500 63.75000 0.00066 0.26547 13
-0.11336 -0.09229 0.00064 1 -4.65000 63.47500 0.00064 0.27413 13
-0.19403 -0.91320 0.00035 1 3.45000 -63.02500 0.00035 0.27361 -13
-0.05483 -1.30422 0.00081 1 -5.15000 16.87500 0.00081 2.48947 13
-0.33243 -0.20769 0.00080 1 -0.92500 -15.00000 0.00076 1.53300 -13
0.17849 -0.01541 0.00076 1 -2.30000 -15.60000 0.00074 1.54126 -13
-1.40721 -0.03829 0.00057 1 -2.45000 -15.82500 0.00033 1.54269 -13
1.03760 0.18974 0.00048 1 -3.10000 -17.07500 0.00034 1.54975 -13
-1.14502 0.37876 0.00022 1 -3.40000 -21.22500 0.00015 0.62127 13
0.75026 -1.45380 0.00081 1 1.62500 -23.37500 0.00075 0.53215 -13
-0.85300 1.53441 0.00077 1 0.72500 -23.15000 0.00069 0.53601 -13
0.30036 -0.13236 0.00050 1 0.80000 -23.00000 0.00048 0.53839 -13
-0.30927 0.01966 0.00046 1 0.00000 -22.27500 0.00044 0.54547 -13
-0.74352 -0.24858 0.00096 1 -4.72500 63.22500 0.00078 0.26821 13
0.12575 -0.45062 0.00063 1 -3.17500 63.65000 0.00063 0.27650 13
1.17678 0.86484 0.00027 1 -4.37500 63.32500 0.00020 0.28345 13
0.56594 -1.24296 0.00010 1 -5.90000 62.25000 0.00010 0.31237 13
-0.60285 -3.79002 0.00051 1 -7.95000 41.02500 0.00050 0.38318 13
-0.77772 -7.95137 0.00042 1 -7.82500 41.05000 0.00042 0.38388 13
0.64491 -3.19404 0.00011 1 -7.77500 41.05000 0.00011 0.38422 13
-3.88429 3.89727 0.00012 1 2.72500 17.95000 0.00009 0.36562 13
-0.20565 -0.35671 0.00033 1 -5.70000 -17.35000 0.00032 0.32012 -13
0.58618 -0.88396 0.00020 1 -6.30000 -18.02500 0.00019 0.32981 -13
0.34800 0.57384 0.00055 1 -6.17500 19.45000 0.00052 0.41434 13
-0.09320 -0.24955 0.00021 1 -6.25000 19.60000 0.00021 0.41569 13
0.32258 -0.97328 0.00046 1 -1.50000 -51.02500 0.00045 0.26329 13
-0.19088 -0.33960 0.00084 1 -4.55000 51.60000 0.00082 0.25904 -13
0.32190 1.07993 0.00060 1 -4.10000 51.57500 0.00059 0.26139 -13
-0.42029 -0.19123 0.00047 1 -4.80000 52.22500 0.00043 0.27280 -13
-3.86930 8.24623 0.00014 1 -4.90000 52.27500 0.00013 0.27393 -13
1.53532 0.40024 0.00013 1 -4.92500 52.25000 0.00007 0.27479 -13
-1.13637 -0.76174 0.00012 1 -2.15000 -15.87500 0.00009 1.53197 13
0.18515 0.23445 0.00058 1 -7.75000 64.42500 0.00057 0.25878 -13
-0.23325 -0.14700 0.00057 1 4.15000 64.77500 0.00056 0.26248 -13
-0.94177 -1.68543 0.00094 1 -5.62500 58.55000 0.00084 0.25903 13
-0.20474 2.97599 0.00053 1 -5.17500 58.40000 0.00053 0.26087 13
-1.46723 -1.99426 0.00070 1 -5.55000 61.05000 0.00058 0.27642 13
1.06209 1.41465 0.00060 1 -5.42500 61.12500 0.00051 0.27706 13
-1.08869 -0.02992 0.00060 1 -6.02500 63.20000 0.00041 0.28857 13
-0.06639 0.72449 0.00018 1 -5.05000 22.12500 0.00018 0.28679 -13
1.05680 -2.59272 0.00044 1 -7.07500 -0.62500 0.00041 0.48748 -13
0.98509 3.11611 0.00033 1 0.42500 -3.95000 0.00032 0.26058 -13
-0.66615 0.19623 0.00035 1 -0.27500 -3.40000 0.00029 0.26906 -13
0.30296 -0.78372 0.00106 1 -2.92500 41.40000 0.00103 0.37396 13
-0.50834 0.57907 0.00102 1 -4.40000 42.05000 0.00093 0.38089 13
1.55668 -1.49899 0.00084 1 -2.77500 42.57500 0.00064 0.39412 13
-0.53643 0.62072 0.00068 1 -3.42500 43.10000 0.00062 0.39763 13
0.81551 0.44126 0.00035 1 -2.32500 44.62500 0.00028 0.40832 13
-0.15720 -0.03621 0.00021 1 -2.92500 44.62500 0.00020 0.41745 13
1.78468 -4.28685 0.00010 1 -2.90000 44.60000 0.00009 0.41792 13
0.52420 -0.27909 0.00059 1 -1.72500 55.45000 0.00053 0.26514 -13
