cota cotb p flp ylocal zglobal pt t hit_pdg
1.19013 -1.90671 0.00085 1 -5.80000 20.22500 0.00074 0.28019 13
-0.89036 1.76521 0.00073 1 -5.55000 20.12500 0.00067 0.28131 13
-0.61283 -0.45025 0.00048 1 -6.37500 19.27500 0.00042 0.29498 13
-5.62939 -1.58387 0.00049 1 -6.37500 19.45000 0.00015 0.29587 13
0.66400 -0.27943 0.00063 1 2.47500 -64.25000 0.00053 0.26181 -13
-0.94580 2.05897 0.00038 1 -5.50000 -17.92500 0.00035 0.31235 13
-1.04680 -0.01546 0.00053 1 -6.45000 -17.42500 0.00037 0.32079 13
-1.04949 -0.49154 0.00022 1 -6.47500 -17.40000 0.00016 0.32227 13
-0.53164 0.27922 0.00049 1 -2.92500 28.32500 0.00044 0.27269 13
3.18023 2.58089 0.00010 1 -7.72500 -18.07500 0.00007 1.40421 -13
-1.57733 0.13031 0.00011 1 -7.10000 -31.57500 0.00006 0.38740 -13
-0.34494 0.40180 0.00039 1 2.87500 -63.00000 0.00037 0.26940 13
0.53116 -0.15769 0.00019 1 2.30000 -63.62500 0.00017 0.27693 13
1.19782 0.10610 0.00051 1 -2.67500 12.00000 0.00033 0.25957 -13
0.72243 -0.94407 0.00041 1 -3.62500 -60.20000 0.00037 0.30898 13
0.96689 -0.70545 0.00010 1 -0.80000 -59.60000 0.00008 0.30541 13
-0.08593 -0.57356 0.00045 1 -8.50000 -35.15000 0.00045 0.26154 13
-0.80973 -0.84892 0.00057 1 -2.52500 57.90000 0.00048 0.28609 13
-0.36431 1.21479 0.00056 1 0.60000 -47.75000 0.00055 0.27192 13
0.82143 0.74512 0.00068 1 0.10000 -58.42500 0.00057 0.39293 -13
-0.45304 -0.49450 0.00069 1 -1.00000 -57.72500 0.00064 0.40447 -13
1.96851 -2.12648 0.00021 1 3.77500 -64.55000 0.00016 0.25814 13
0.86675 -4.48899 0.00020 1 -6.17500 40.55000 0.00020 0.93541 -13
-0.58715 0.13647 0.00037 1 4.47500 -38.37500 0.00032 0.31389 13
-0.50280 0.70924 0.00024 1 3.22500 64.92500 0.00022 0.45926 -13
-3.51359 2.69616 0.00010 1 -6.42500 -57.25000 0.00006 0.39124 13
0.04952 -0.11844 0.00073 1 -5.65000 -56.42500 0.00072 0.25854 -13
0.06715 -0.62032 0.00106 1 -7.30000 57.95000 0.00106 0.26238 -13
0.20945 0.36831 0.00080 1 -5.97500 57.15000 0.00078 0.26919 -13
-0.87213 -0.64932 0.00090 1 -7.07500 59.57500 0.00073 0.28291 -13
-0.87197 -0.04804 0.00076 1 -5.55000 59.77500 0.00057 0.29185 -13
1.01006 -0.81450 0.00062 1 -6.72500 58.50000 0.00048 0.30164 -13
-0.51113 1.95590 0.00054 1 -6.65000 58.45000 0.00053 0.30216 -13
0.22943 -0.53520 0.00037 1 -7.27500 59.07500 0.00037 0.31447 -13
0.07276 0.32677 0.00053 1 -6.27500 -58.75000 0.00053 0.26024 -13
-0.13149 -0.61103 0.00044 1 -6.92500 -58.00000 0.00044 0.27180 -13
-0.97961 -0.57042 0.00016 1 -5.05000 37.35000 0.00012 1.35868 -13
-0.61131 -0.67268 0.00028 1 -5.80000 -64.60000 0.00025 0.87348 -13
-0.77172 -1.07401 0.00014 1 -8.20000 58.02500 0.00012 0.64287 13
0.39188 -0.91594 0.00062 1 -2.85000 34.47500 0.00060 0.41215 -13
-1.07424 0.33630 0.00046 1 -3.65000 34.80000 0.00032 0.41640 -13
-0.02678 -0.14510 0.00040 1 -3.62500 34.85000 0.00040 0.41715 -13
0.36784 0.30095 0.00022 1 -4.32500 35.25000 0.00021 0.42345 -13
-0.44976 -1.34908 0.00099 1 -2.67500 -58.00000 0.00095 0.26696 13
0.09925 0.45928 0.00024 1 -1.75000 -58.00000 0.00024 0.28071 13
8.64228 -3.83341 0.00063 1 -3.10000 -1.80000 0.00026 0.26483 13
2.72613 -2.70773 0.00076 1 -3.80000 -4.17500 0.00055 0.28021 13
1.98627 -0.83261 0.00065 1 -3.82500 -7.40000 0.00035 0.29839 13
2.84470 -1.97869 0.00020 1 1.65000 -45.75000 0.00012 0.31625 -13
0.18583 0.04662 0.00006 1 -7.80000 -38.52500 0.00006 1.00761 13
0.17373 0.64467 0.00015 1 0.12500 25.10000 0.00015 1.85606 -13
0.72437 -0.10121 0.00085 1 -2.85000 59.77500 0.00069 0.33854 -13
-0.70300 0.07457 0.00083 1 -4.20000 60.90000 0.00068 0.34709 -13
-1.86483 0.08394 0.00076 1 -4.17500 45.52500 0.00036 0.31406 13
-1.24860 -0.90328 0.00063 1 -1.37500 64.32500 0.00046 0.26645 13
-0.37847 -0.23603 0.00006 1 2.32500 -48.27500 0.00006 0.78932 13
0.20391 -0.37511 0.00058 1 0.32500 60.07500 0.00057 0.25758 -13
-1.71199 1.65678 0.00035 1 3.87500 58.65000 0.00026 0.68116 13
-0.54071 3.98366 0.00024 1 3.60000 58.70000 0.00024 0.68273 13
-2.40064 -4.63494 0.00019 1 -4.95000 64.45000 0.00017 0.27771 13
0.35490 0.13434 0.00011 1 -5.27500 -19.25000 0.00010 0.93182 13
-0.82599 -1.66090 0.00077 1 4.15000 -64.20000 0.00071 0.38422 -13
-1.01020 -0.63364 0.00041 1 4.12500 -64.32500 0.00031 0.38691 -13
0.36562 1.57013 0.00021 1 3.72500 -64.52500 0.00020 0.39011 -13
0.81966 1.42322 0.00029 1 -8.45000 61.00000 0.00026 0.27152 -13
0.31115 -1.13281 0.00037 1 -0.40000 -34.20000 0.00036 0.32475 13
-1.53796 0.58754 0.00077 1 -7.65000 -64.85000 0.00047 0.26780 -13
-0.22716 0.48559 0.00069 1 -7.60000 -64.70000 0.00067 0.26890 -13
1.31012 -0.49707 0.00032 1 -7.92500 -64.55000 0.00021 0.30392 -13
1.71657 0.02315 0.00018 1 -4.27500 63.15000 0.00009 0.26105 13
0.43002 -0.03970 0.00018 1 -5.07500 63.25000 0.00016 0.26988 13
0.18559 0.63465 0.00007 1 -5.35000 -9.97500 0.00007 0.81568 13
-0.44920 0.58341 0.00010 1 -5.50000 -9.92500 0.00009 0.81726 13
1.96967 0.58405 0.00011 1 -1.95000 12.12500 0.00006 1.20694 -13
-2.92698 2.84497 0.00038 1 -3.22500 11.42500 0.00027 0.26432 -13
0.34901 -0.05500 0.00032 1 -3.97500 10.75000 0.00030 0.27272 -13
-0.34047 -1.23054 0.00062 1 -0.57500 -52.35000 0.00061 0.32918 13
4.48519 3.61978 0.00048 1 0.17500 -52.45000 0.00031 0.33340 13
0.63165 0.31691 0.00086 1 -1.85000 64.35000 0.00074 0.41565 13
2.45759 -5.41592 0.00060 1 -0.97500 64.65000 0.00055 0.43086 13
-0.22597 0.86550 0.00060 1 -0.87500 -60.07500 0.00059 2.17954 13
0.41298 -0.74522 0.00058 1 -1.62500 -61.05000 0.00055 2.19095 13
-0.70540 0.60341 0.00016 1 -0.92500 -61.07500 0.00014 2.19695 13
1.22893 -0.94552 0.00050 1 -1.97500 27.75000 0.00037 0.41042 -13
-0.94629 -0.86958 0.00022 1 -2.02500 23.60000 0.00018 0.47204 -13
0.18326 -2.22496 0.00010 1 -7.42500 51.75000 0.00010 0.34078 13
0.33019 0.50012 0.00016 1 -8.50000 -58.65000 0.00015 0.26578 13
-0.52050 -0.98171 0.00095 1 3.50000 62.62500 0.00089 0.27130 13
9.82362 8.97980 0.00046 1 2.85000 61.37500 0.00031 0.27718 13
2.78236 -1.69911 0.00037 1 2.35000 59.77500 0.00021 0.29606 13
2.05277 -4.22722 0.00042 1 2.02500 54.82500 0.00038 0.33494 13
-0.36479 -2.81487 0.00011 1 2.25000 26.77500 0.00011 1.01429 13
-0.70411 -0.24471 0.00013 1 1.82500 28.12500 0.00011 1.03232 13
0.07436 -0.12418 0.00047 1 -3.07500 34.97500 0.00047 2.97787 -13
0.81697 1.47730 0.00053 1 -3.85000 34.87500 0.00049 2.98176 -13
-0.70493 -0.20515 0.00087 1 -8.00000 -61.85000 0.00072 0.26834 13
-0.49382 0.07631 0.00076 1 -7.97500 -64.75000 0.00069 0.28798 13
1.73178 -2.03899 0.00031 1 0.72500 60.80000 0.00024 0.26412 -13
-0.87051 0.27801 0.00034 1 -7.20000 -62.75000 0.00026 0.25905 13
-0.47370 -0.58972 0.00047 1 -3.65000 63.15000 0.00044 1.29811 -13
0.89905 -0.12042 0.00014 1 -3.62500 63.22500 0.00011 1.29935 -13
-0.17907 -0.22669 0.00011 1 -5.90000 -16.22500 0.00011 2.23552 -13
1.19059 -0.78558 0.00014 1 -3.15000 -29.45000 0.00010 0.71388 13
0.25673 -0.45742 0.00007 1 -3.95000 -41.75000 0.00006 0.33600 -13
0.55085 -0.36770 0.00100 1 0.52500 53.47500 0.00089 0.26721 -13
-4.12301 2.19487 0.00055 1 -4.02500 63.67500 0.00028 0.27091 13
-3.16082 -1.09565 0.00040 1 -4.42500 62.70000 0.00017 0.27937 13
5.29000 2.17538 0.00037 1 -4.45000 62.62500 0.00015 0.27994 13
-5.22271 2.12741 0.00034 1 -4.45000 31.85000 0.00014 0.46650 13
-5.31363 -9.98355 0.00065 1 -0.75000 -61.52500 0.00058 0.26924 13
-3.51078 0.59325 0.00050 1 -0.02500 -60.40000 0.00016 0.28196 13
-0.11476 -0.26402 0.00099 1 1.37500 -62.75000 0.00099 0.26219 13
0.18874 0.28770 0.00098 1 -0.35000 -63.10000 0.00096 0.27067 13
0.20572 0.37970 0.00089 1 1.27500 -63.02500 0.00087 0.27896 13
-0.00756 -0.17048 0.00083 1 -0.22500 -62.42500 0.00083 0.29138 13
-0.63501 -0.55562 0.00064 1 -2.67500 14.72500 0.00056 1.41726 13
0.62414 0.23451 0.00058 1 -3.52500 14.12500 0.00049 1.42237 13
1.44687 -1.36191 0.00055 1 2.90000 -46.40000 0.00042 0.26063 13
0.81276 -0.15840 0.00077 1 -8.42500 59.82500 0.00060 0.25883 -13
3.66738 -3.09778 0.00023 1 -3.72500 -56.95000 0.00015 0.41990 -13
2.89024 4.04664 0.00055 1 -3.02500 -5.20000 0.00045 0.38267 13
-0.93435 -0.49396 0.00035 1 -7.50000 -61.65000 0.00027 0.26346 -13
-0.09775 -0.35936 0.00061 1 -3.87500 58.02500 0.00060 0.27999 -13
0.27211 0.09985 0.00068 1 -7.20000 -11.97500 0.00065 0.75617 -13
0.22310 0.34494 0.00032 1 -5.75000 60.30000 0.00031 0.25786 13
1.32125 -1.95936 0.00007 1 -3.60000 -57.42500 0.00006 0.27520 13
-1.48212 1.87092 0.00071 1 -1.45000 -41.87500 0.00058 0.25814 13
1.14889 -0.08962 0.00050 1 0.30000 -54.62500 0.00033 0.27620 13
-0.15898 -2.14566 0.00031 1 -0.52500 -53.80000 0.00031 0.28471 13
-7.74210 7.31782 0.00032 1 -0.85000 -56.80000 0.00022 0.32428 13
0.34101 0.20792 0.00035 1 -1.37500 -57.97500 0.00033 0.33148 13
-0.47514 -0.05347 0.00052 1 0.57500 -59.80000 0.00047 0.55376 -13
0.20129 0.64011 0.00047 1 -0.37500 -60.07500 0.00046 0.56023 -13
0.04995 -0.73396 0.00083 1 1.05000 -44.30000 0.00083 0.37855 13
-0.47995 -0.29851 0.00066 1 1.32500 -44.20000 0.00060 0.38007 13
0.50337 0.44871 0.00064 1 0.32500 -44.75000 0.00058 0.38579 13
-0.44053 1.02089 0.00032 1 -4.67500 64.52500 0.00031 0.26815 -13
0.10467 1.05548 0.00080 1 3.37500 50.80000 0.00080 0.29407 -13
-0.71618 -0.24738 0.00040 1 3.15000 51.02500 0.00033 0.29627 -13
0.44103 -0.42052 0.00039 1 2.42500 50.42500 0.00036 0.30438 -13
0.18197 -0.20602 0.00035 1 -1.75000 -62.82500 0.00034 0.26095 -13
-0.06555 -0.45018 0.00071 1 -1.62500 50.85000 0.00071 0.26247 13
-0.04498 -0.03010 0.00073 1 -3.02500 50.40000 0.00073 0.27168 13
-1.43924 0.30840 0.00020 1 -0.55000 59.65000 0.00011 0.25863 13
-0.45311 -1.02336 0.00007 1 0.85000 -31.67500 0.00007 0.35787 13
-1.37495 -1.25666 0.00068 1 3.82500 -8.05000 0.00052 0.29786 -13
3.14881 3.77882 0.00036 1 3.92500 -6.77500 0.00028 0.31007 -13
0.10999 -0.17263 0.00022 1 -1.12500 -62.72500 0.00022 0.33067 -13
0.49297 -0.93129 0.00083 1 0.65000 -54.17500 0.00078 0.39107 -13
4.09512 -4.21065 0.00022 1 3.32500 -46.22500 0.00016 0.26752 13
1.06521 0.31997 0.00086 1 -4.02500 63.32500 0.00061 0.30288 -13
-1.15927 1.25171 0.00028 1 -3.42500 62.72500 0.00023 0.31904 -13
-5.02056 -5.40982 0.00035 1 0.10000 48.92500 0.00026 0.26262 13
0.27970 6.64495 0.00016 1 -0.12500 54.00000 0.00016 0.29765 13
3.15972 0.59232 0.00016 1 0.00000 29.52500 0.00006 0.45088 13
-0.35239 0.11678 0.00069 1 -1.25000 -64.67500 0.00065 0.77563 13
0.09291 -0.85613 0.00034 1 -0.80000 -64.45000 0.00034 0.78810 13
1.34986 1.76028 0.00009 1 -1.60000 -64.70000 0.00008 0.80135 13
0.59341 0.86052 0.00049 1 0.00000 2.65000 0.00044 0.79336 -13
3.05550 1.97853 0.00015 1 -0.42500 4.15000 0.00009 0.80467 -13
0.24518 0.43703 0.00017 1 -1.02500 4.05000 0.00016 0.80997 -13
4.71907 -3.58261 0.00040 1 -3.35000 46.55000 0.00025 0.25692 -13
0.67996 -7.49880 0.00020 1 -3.82500 41.37500 0.00020 0.38038 -13
0.11770 -2.46538 0.00080 1 2.95000 -63.62500 0.00080 0.26042 13
-0.67828 2.44210 0.00076 1 2.02500 -63.12500 0.00073 0.26528 13
0.63722 -0.00240 0.00025 1 2.22500 -49.10000 0.00021 0.32405 -13
4.51574 1.63441 0.00061 1 -6.27500 26.32500 0.00024 0.26468 -13
1.30797 -0.19241 0.00037 1 -6.47500 25.95000 0.00023 0.26676 -13
-0.47242 -1.31434 0.00009 1 1.45000 -59.02500 0.00008 0.66278 -13
0.45435 -0.10718 0.00094 1 1.22500 53.85000 0.00086 0.26485 -13
-0.67770 -0.10540 0.00091 1 -0.37500 54.97500 0.00075 0.27539 -13
0.24629 -0.32367 0.00081 1 1.15000 55.62500 0.00079 0.28694 -13
-0.37675 0.16922 0.00079 1 -0.25000 56.30000 0.00074 0.29525 -13
-1.14338 3.13481 0.00051 1 0.42500 57.67500 0.00048 0.30943 -13
0.02192 -0.07802 0.00014 1 -2.30000 56.65000 0.00014 0.45437 -13
-0.62731 0.17459 0.00007 1 -0.20000 -55.45000 0.00006 0.34517 13
9.72656 3.27674 0.00085 1 -1.47500 58.10000 0.00028 0.48877 13
-2.58001 0.67210 0.00060 1 -2.70000 63.12500 0.00025 0.50639 13
-2.05655 3.35760 0.00023 1 -1.77500 47.22500 0.00020 0.57213 13
0.64357 -0.24010 0.00014 1 -2.07500 45.20000 0.00012 0.59122 13
0.28841 1.10634 0.00017 1 0.02500 -31.35000 0.00016 0.48453 -13
-0.56721 -0.83751 0.00045 1 2.17500 -2.77500 0.00041 0.80181 -13
0.24802 0.43027 0.00067 1 -8.40000 -63.22500 0.00066 0.28977 -13
0.39311 0.23502 0.00058 1 -8.45000 -58.65000 0.00054 0.35532 -13
0.41111 0.19056 0.00050 1 -8.47500 -57.22500 0.00046 0.37035 -13
-0.61019 -0.65733 0.00044 1 1.65000 -58.00000 0.00039 0.28431 -13
-0.17833 -0.21533 0.00053 1 0.72500 -58.00000 0.00052 0.29428 -13
1.24258 1.11764 0.00047 1 -3.17500 64.72500 0.00036 0.53712 -13
-0.18410 -0.32944 0.00014 1 2.12500 63.45000 0.00014 0.35076 -13
0.10802 3.02287 0.00043 1 -1.87500 6.22500 0.00043 0.32017 13
0.27049 0.19150 0.00050 1 -2.35000 6.52500 0.00048 0.33464 13
0.45898 0.31145 0.00013 1 4.42500 -23.65000 0.00012 0.51879 13
-4.86493 -0.30665 0.00073 1 -7.27500 58.25000 0.00015 0.25931 13
-1.29300 0.24210 0.00060 1 -7.22500 58.10000 0.00037 0.25992 13
0.61064 0.10844 0.00060 1 -8.30000 57.32500 0.00051 0.26916 13
-0.46223 0.17236 0.00035 1 -8.22500 57.25000 0.00032 0.27033 13
0.63888 0.35189 0.00007 1 -2.45000 -57.80000 0.00006 0.30410 -13
2.62699 -0.18018 0.00078 1 -7.57500 -61.75000 0.00028 0.43094 13
1.42100 -1.68487 0.00029 1 4.15000 -63.80000 0.00023 0.44423 13
1.08019 0.78395 0.00019 1 -6.65000 -25.42500 0.00015 0.75954 13
-3.82964 3.85283 0.00023 1 -6.85000 -26.17500 0.00017 0.76557 13
0.80539 -2.59281 0.00006 1 0.55000 -39.27500 0.00006 0.50889 13
0.01310 -0.53980 0.00074 1 -4.57500 55.90000 0.00074 0.30029 13
-0.06337 0.70669 0.00073 1 -5.65000 56.20000 0.00073 0.30537 13
0.27492 -0.98945 0.00042 1 -1.77500 -63.15000 0.00041 0.26055 -13
-0.55553 0.50899 0.00024 1 -0.55000 14.15000 0.00021 0.93599 13
0.06838 -1.29832 0.00038 1 0.00000 -50.65000 0.00038 0.30984 -13
0.26990 0.50607 0.00012 1 -0.17500 52.25000 0.00012 0.81894 13
-0.97960 -1.30096 0.00065 1 -4.27500 -59.27500 0.00056 0.26659 -13
0.21661 1.10441 0.00085 1 -7.12500 55.42500 0.00084 0.26014 -13
-0.87517 5.26207 0.00047 1 -7.87500 57.75000 0.00047 0.31005 -13
-0.63068 -1.15820 0.00040 1 -8.00000 57.25000 0.00037 0.32678 -13
0.67650 1.59812 0.00027 1 -8.35000 56.77500 0.00025 0.33013 -13
-0.08405 -0.06616 0.00009 1 -5.12500 -46.20000 0.00009 0.49121 13
1.26001 9.07851 0.00062 1 1.65000 61.92500 0.00061 0.27011 13
0.22563 -0.81632 0.00075 1 -4.97500 -49.57500 0.00074 0.48329 13
0.09084 0.53128 0.00071 1 -6.10000 -49.47500 0.00070 0.48864 13
-7.48393 2.12933 0.00039 1 -5.72500 -61.87500 0.00012 0.26240 -13
-1.05272 0.78977 0.00081 1 4.50000 61.57500 0.00062 0.27624 13
-1.14255 0.07122 0.00045 1 -7.57500 60.95000 0.00030 0.27990 13
0.21630 0.59571 0.00033 1 -8.22500 60.40000 0.00033 0.28437 13
0.16313 0.28202 0.00047 1 0.52500 44.20000 0.00046 1.42647 -13
-0.30894 0.10375 0.00039 1 -0.22500 44.70000 0.00037 1.43406 -13
1.49234 -2.36864 0.00090 1 0.92500 -50.52500 0.00078 1.61194 13
-4.22184 3.48036 0.00074 1 0.80000 -50.42500 0.00048 1.61254 13
-3.33738 1.03278 0.00042 1 1.92500 -51.35000 0.00017 1.62392 13
0.27791 0.00330 0.00093 1 1.35000 61.07500 0.00090 0.25683 13
-0.08437 -0.01431 0.00092 1 -0.37500 61.37500 0.00092 0.26661 13
-0.34788 -0.53211 0.00075 1 0.90000 59.92500 0.00072 0.27646 13
0.64569 0.73330 0.00074 1 -0.02500 59.57500 0.00066 0.28076 13
0.65890 0.05831 0.00051 1 3.80000 11.65000 0.00043 1.13154 -13
-0.83422 -0.06347 0.00046 1 3.12500 12.82500 0.00035 1.14034 -13
-7.07659 9.76055 0.00011 1 -4.92500 63.82500 0.00009 0.29469 13
-0.15829 -0.52369 0.00036 1 -5.25000 61.82500 0.00036 0.29065 13
0.53064 0.12852 0.00059 1 1.70000 64.65000 0.00052 0.52349 13
0.01733 0.78781 0.00052 1 -4.35000 -30.67500 0.00052 0.61841 13
-0.34526 -0.62713 0.00049 1 -5.17500 -30.27500 0.00047 0.62764 13
0.60007 -0.18105 0.00019 1 -5.40000 -30.47500 0.00016 0.63195 13
-0.89368 -1.99832 0.00054 1 -4.65000 61.75000 0.00050 0.29570 -13
1.02068 6.85647 0.00027 1 -4.87500 61.57500 0.00027 0.29871 -13
-7.32461 2.54038 0.00036 1 -0.62500 -29.35000 0.00013 0.35170 -13
-0.45062 -0.13093 0.00034 1 -5.12500 -62.97500 0.00031 1.35212 13
0.74621 -0.00579 0.00042 1 -2.00000 -62.90000 0.00034 1.74784 13
1.26542 -1.28738 0.00062 1 -8.45000 56.75000 0.00049 0.27947 13
-0.62063 0.05375 0.00041 1 -8.35000 56.70000 0.00035 0.28010 13
-0.10582 -0.56136 0.00011 1 -3.85000 -47.20000 0.00011 0.52561 13
-3.24103 0.65896 0.00050 1 -3.72500 -52.60000 0.00017 0.61084 -13
0.06326 -0.11640 0.00017 1 -3.30000 -52.82500 0.00017 0.62514 -13
-9.72553 3.69696 0.00045 1 -7.30000 46.87500 0.00016 0.26006 13
0.56655 -0.66226 0.00032 1 -8.25000 45.52500 0.00029 0.27240 13
0.50154 0.39605 0.00060 1 -3.30000 1.27500 0.00055 0.37865 -13
-1.39982 -1.21970 0.00025 1 -4.70000 1.75000 0.00019 0.39119 -13
0.15774 -0.26798 0.00025 1 -5.72500 2.02500 0.00024 0.40436 -13
-1.11797 -1.28257 0.00101 1 -3.47500 32.72500 0.00084 0.28439 -13
-0.27293 -3.06157 0.00069 1 -3.57500 33.15000 0.00069 0.28669 -13
0.27832 -0.30716 0.00094 1 3.10000 64.27500 0.00091 0.26486 13
-3.64436 -3.70947 0.00043 1 0.02500 64.67500 0.00031 1.82337 -13
0.20477 0.56266 0.00019 1 0.02500 64.82500 0.00019 1.82440 -13
0.37321 0.16254 0.00039 1 -4.35000 26.15000 0.00037 1.59790 13
1.25497 0.74078 0.00071 1 3.87500 -61.65000 0.00050 0.25670 -13
-0.47223 -0.56760 0.00027 1 3.55000 -56.22500 0.00025 0.31270 -13
-1.57295 -1.58436 0.00024 1 -0.07500 33.77500 0.00019 0.58672 -13
-0.69784 -0.30727 0.00081 1 0.90000 -64.97500 0.00067 0.25706 13
1.24574 -1.80282 0.00021 1 0.77500 55.97500 0.00018 0.30585 -13
-6.31408 -7.03133 0.00016 1 -3.50000 -53.32500 0.00012 0.34135 -13
-0.09427 -0.81287 0.00006 1 -4.45000 5.62500 0.00006 0.32545 -13
0.89729 -0.26107 0.00078 1 -8.42500 59.85000 0.00059 0.26392 -13
0.21343 0.44779 0.00019 1 -7.25000 59.90000 0.00019 0.27018 -13
0.44584 -0.01888 0.00037 1 -2.60000 -60.50000 0.00034 0.26954 13
-0.00093 -0.20797 0.00034 1 -3.25000 -60.22500 0.00034 0.27893 13
-0.05680 0.19134 0.00015 1 -3.22500 -60.25000 0.00015 0.27949 13
1.66239 -0.06913 0.00025 1 -3.90000 52.77500 0.00013 0.25918 -13
0.88184 -0.33712 0.00065 1 3.25000 63.75000 0.00050 0.27171 13
0.51650 0.30966 0.00070 1 -1.37500 -62.57500 0.00063 0.27226 13
-0.44493 -0.50668 0.00070 1 -2.50000 -61.92500 0.00065 0.28360 13
-0.54799 0.73736 0.00054 1 -1.32500 -61.95000 0.00049 0.29087 13
-0.02876 -0.99342 0.00025 1 -2.30000 -63.87500 0.00025 0.31276 13
-0.28642 -0.26878 0.00067 1 -8.42500 54.50000 0.00065 0.25669 -13
0.09651 -0.10213 0.00048 1 -8.22500 54.55000 0.00047 0.25803 -13
0.79265 -3.79868 0.00089 1 -1.55000 13.62500 0.00087 0.72026 13
-0.24203 4.18177 0.00074 1 -2.22500 13.75000 0.00074 0.72293 13
0.70069 0.85711 0.00016 1 -5.62500 31.82500 0.00014 0.40703 13
-0.14177 0.31116 0.00077 1 -2.42500 60.52500 0.00076 0.32907 13
0.29559 -0.22399 0.00074 1 -3.70000 59.80000 0.00071 0.34037 13
0.37199 0.09632 0.00010 1 0.00000 -39.10000 0.00010 0.25921 13
1.13953 0.51086 0.00029 1 3.47500 -58.97500 0.00020 0.26484 13
0.25246 -2.70215 0.00079 1 0.10000 -18.15000 0.00079 0.36652 -13
0.45561 2.38889 0.00044 1 0.05000 -18.95000 0.00043 0.37643 -13
-0.34893 0.56911 0.00045 1 -6.90000 -45.02500 0.00043 0.26591 -13
-0.41930 3.28898 0.00014 1 -8.02500 -48.77500 0.00014 0.40220 -13
0.26230 -0.71635 0.00016 1 -1.07500 -7.15000 0.00016 0.26223 13
-0.85934 -2.66280 0.00049 1 0.22500 -45.30000 0.00047 0.39045 -13
-0.17806 3.77322 0.00045 1 0.30000 -45.30000 0.00045 0.39088 -13
1.32579 -0.94431 0.00043 1 0.32500 -45.30000 0.00031 0.39099 -13
-0.29666 -0.51152 0.00068 1 -6.87500 -64.12500 0.00066 0.44542 13
1.10211 -0.71137 0.00016 1 -6.52500 57.85000 0.00012 0.25872 -13
-0.72880 -0.78385 0.00074 1 -1.90000 23.82500 0.00064 0.31382 -13
0.55307 0.14242 0.00053 1 -0.72500 23.85000 0.00046 0.32033 -13
-0.24317 -0.04643 0.00053 1 -1.70000 24.20000 0.00051 0.32661 -13
-0.92514 1.00892 0.00021 1 -1.55000 24.10000 0.00018 0.32793 -13
-3.81097 1.94591 0.00040 1 -2.27500 51.47500 0.00020 0.26823 -13
0.79450 0.20485 0.00020 1 -3.17500 49.80000 0.00016 0.28202 -13
0.07466 0.32584 0.00015 1 -4.97500 22.42500 0.00015 0.46317 -13
0.80078 -0.29113 0.00026 1 -4.67500 -63.07500 0.00020 1.95680 13
-0.99167 -1.15175 0.00093 1 -7.42500 55.20000 0.00078 0.26467 -13
0.74821 -0.46621 0.00091 1 3.30000 53.57500 0.00075 0.27673 -13
0.00257 -0.29664 0.00049 1 -6.55000 54.92500 0.00049 0.29594 -13
0.26428 0.17783 0.00033 1 -7.37500 54.80000 0.00032 0.30108 -13
-0.12793 -0.43707 0.00010 1 -7.37500 54.82500 0.00010 0.30216 -13
0.45772 -0.82611 0.00036 1 -7.12500 -47.97500 0.00034 0.27901 -13
-1.06053 0.10488 0.00051 1 -0.30000 45.87500 0.00035 0.28990 13
0.72681 -2.04633 0.00042 1 -0.80000 37.25000 0.00040 0.40333 13
-0.08387 0.10728 0.00006 1 -0.60000 38.67500 0.00006 0.46214 13
-1.16112 0.86180 0.00065 1 1.12500 13.12500 0.00049 0.37453 -13
5.62087 -0.54938 0.00051 1 -0.40000 9.82500 0.00010 0.39484 -13
1.13048 0.02680 0.00053 1 -1.02500 7.82500 0.00035 0.40316 -13
0.18399 0.23062 0.00037 1 -4.45000 64.62500 0.00036 0.28442 -13
0.55697 0.29656 0.00008 1 -7.22500 38.10000 0.00007 0.57465 13
-4.73927 -3.46730 0.00038 1 -7.37500 62.25000 0.00023 0.37857 -13
-0.79550 -0.46140 0.00045 1 -2.47500 57.92500 0.00036 0.25849 13
-0.63216 0.14009 0.00021 1 -8.35000 57.00000 0.00018 0.29993 13
-2.78063 9.29849 0.00020 1 -0.75000 2.90000 0.00019 2.26303 -13
0.73786 -3.32848 0.00076 1 -4.62500 -25.67500 0.00074 0.25808 -13
0.28548 -0.53324 0.00071 1 -0.12500 0.47500 0.00069 0.88639 13
0.87380 -0.38770 0.00053 1 -6.22500 -51.32500 0.00041 0.36178 13
3.10864 -5.42357 0.00018 1 -5.90000 64.12500 0.00016 0.27252 13
-1.63057 -0.75790 0.00033 1 -6.50000 64.72500 0.00020 0.28219 13
3.62654 -5.34654 0.00028 1 -6.50000 64.75000 0.00024 0.28251 13
-2.14785 -1.85215 0.00014 1 -6.52500 64.72500 0.00010 0.28281 13
-0.90073 -1.00655 0.00038 1 -4.82500 33.65000 0.00032 0.25909 13
2.47434 4.30771 0.00040 1 -5.00000 33.60000 0.00035 0.26021 13
-0.35623 -5.61766 0.00011 1 -5.05000 33.60000 0.00011 0.26038 13
-1.76124 -0.26291 0.00015 1 -5.47500 39.47500 0.00007 0.30530 13
7.34691 -8.43777 0.00024 1 -7.60000 -39.47500 0.00018 0.30081 -13
3.74202 0.21046 0.00080 1 -5.97500 -59.40000 0.00021 0.27306 13
