model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,bkg_rej_90pct,bkg_rej_98pct,bkg_rej_99pct,model_path
quantized,4,0,0.8671256303787231,0.3426493704319,0.8671256360717299,0.7470286417468655,0.7470286417468655,0.0,ASIC Model_results_20260610_055759/models/ASIC Model_quantized_4bit.h5
