model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,model_path
non_quantized,N/A,N/A,0.8785935640335083,0.34023308753967285,0.9285638496091322,Model ASIC_results_20251113_050853/models/Model ASIC_unquantized.h5
quantized,4,0,0.7194881439208984,0.5962672829627991,0.786498883339807,Model ASIC_results_20251113_050853/models/Model ASIC_quantized_4bit.h5
