trial_id,parameters,auc,primary_metric,bkg_rej_@95%,bkg_rej_@98%,bkg_rej_@99%,model_name,val_accuracy,h5_file,output_dir,luts,luts_used,luts_available,luts_percent,registers,registers_used,registers_available,registers_percent,bram,bram_used,bram_available,bram_percent,dsp,dsp_used,dsp_available,dsp_percent,latency_min,latency_max,interval_min,interval_max,estimated_fmax,run_name,global_id,model_family,bit_width,luts_plus_ff
013,7517,0.9695488128170068,0.8886820805403624,0.9165963699692508,0.8919063557285005,0.8634399726674347,,,,,119890,119890,53200,225.0,149598,149598,106400,140.0,720,720,280,257.0,521,521,220,236.0,80,84,18,18,104.6682,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_013,Model 2.5,8,269488
065,2265,0.9690330219573996,0.8875252841347157,0.914528286483986,0.8909811604850926,0.8619282157337614,,,,,61929,61929,53200,116.0,69179,69179,106400,65.0,124,124,280,44.0,162,162,220,73.0,78,82,20,20,102.1138,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_065,Model 2.5,8,131108
085,5951,0.9683604097310816,0.8871815106079983,0.9121608751258538,0.8897596608826847,0.8656683023876689,,,,,274295,274295,53200,515.0,298641,298641,106400,280.0,1724,1724,280,615.0,401,401,220,182.0,70,74,16,16,122.1449,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_085,Model 2.5,8,572936
067,5241,0.9686088323073052,0.8857529003056771,0.913367257158925,0.8891126289150725,0.8601866717461699,,,,,91722,91722,53200,172.0,109969,109969,106400,103.0,488,488,280,174.0,361,361,220,164.0,87,91,19,19,104.6682,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_067,Model 2.5,8,201691
148,1829,0.9679248469303706,0.883718075472953,0.912493461651262,0.8870596629991443,0.8576348260421296,,,,,48026,48026,53200,90.0,55317,55317,106400,51.0,96,96,280,34.0,161,161,220,73.0,75,79,18,18,104.6682,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_148,Model 2.5,8,103343
079,4189,0.9687529006391368,0.8826634738360226,0.9116952539902824,0.8856325644537568,0.8577557665968235,,,,,85443,85443,53200,160.0,96246,96246,106400,90.0,270,270,280,96.0,242,242,220,110.0,78,82,18,18,102.1138,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_079,Model 2.5,8,181689
003,3039,0.9646837521730298,0.8789270153987561,0.909971851085895,0.8821918056727167,0.8519778315963247,,,,,60635,60635,53200,113.0,75432,75432,106400,70.0,156,156,280,55.0,281,281,220,127.0,86,90,29,29,122.1449,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_003,Model 2.5,8,136067
000,2137,0.965950566143426,0.8772758744757982,0.9049558415799674,0.8799785935218192,0.8539763742626405,,,,,53014,53014,53200,99.0,63277,63277,106400,59.0,118,118,280,42.0,201,201,220,91.0,77,81,16,16,99.691,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_000,Model 2.5,8,116291
126,1753,0.9656905836301056,0.8770215969595545,0.9030994040654168,0.8799090527028702,0.8538765983050182,,,,,46836,46836,53200,88.0,53376,53376,106400,50.0,92,92,280,32.0,161,161,220,73.0,80,84,20,20,99.691,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_126,Model 2.5,8,100212
051,1897,0.9670595995380892,0.8769553820058595,0.907571181075222,0.8805500376427476,0.8490661877420701,,,,,50656,50656,53200,95.0,60643,60643,106400,56.0,112,112,280,40.0,201,201,220,91.0,79,83,16,16,99.691,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_051,Model 2.5,8,111299
093,1251,0.9648935038550476,0.8748706691943243,0.9063708460698856,0.8775144297199319,0.8498674189169169,,,,,40386,40386,53200,75.0,45255,45255,106400,42.0,72,72,280,25.0,121,121,220,55.0,67,71,13,13,122.1449,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_093,Model 2.5,8,85641
006,1589,0.9594395701312488,0.8734157543213572,0.8966804841250404,0.8758121914126159,0.8533958596001101,,,,,48149,48149,53200,90.0,55843,55843,106400,52.0,96,96,280,34.0,162,162,220,73.0,70,74,16,16,102.1138,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_006,Model 2.5,8,103992
040,1565,0.9653707018991629,0.8726344783380349,0.9035438606039168,0.876302000659126,0.8443434590812751,,,,,46449,46449,53200,87.0,51529,51529,106400,48.0,76,76,280,27.0,122,122,220,55.0,75,79,18,18,102.1138,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_040,Model 2.5,8,97978
069,1523,0.962952637265582,0.8674294992153981,0.8998249385470807,0.870959451655525,0.8388769460091129,,,,,43119,43119,53200,81.0,51807,51807,106400,48.0,88,88,280,31.0,161,161,220,73.0,77,81,19,19,102.1138,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_069,Model 2.5,8,94926
073,955,0.9628513744025636,0.8647564106052773,0.8946184476675102,0.8679389613020461,0.83868646463547,,,,,37537,37537,53200,70.0,40031,40031,106400,37.0,52,52,280,18.0,81,81,220,36.0,67,71,12,12,102.1138,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_073,Model 2.5,8,77568
130,391,0.9529697408536256,0.8557275934946076,0.8842508186163796,0.8606674104510781,0.8241766215860749,,,,,27118,27118,53200,50.0,26793,26793,106400,25.0,20,20,280,7.0,41,41,220,18.0,71,75,16,16,102.1138,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_130,Model 2.5,8,53911
105,697,0.9572140192764166,0.855263181764583,0.8860830680199915,0.8586960794095682,0.8278380968794313,,,,,29688,29688,53200,55.0,33697,33697,106400,31.0,40,40,280,14.0,81,81,220,36.0,77,81,20,20,104.6682,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_105,Model 2.5,8,63385
053,363,0.9506126795599058,0.8552544135743679,0.8835584339407573,0.8600203784834659,0.82442152620933,,,,,25766,25766,53200,48.0,25213,25213,106400,23.0,20,20,280,7.0,41,41,220,18.0,77,81,20,20,104.6682,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_053,Model 2.5,8,50979
041,489,0.954730297730261,0.8549937866790026,0.8826755678914922,0.8578132133603031,0.8312849026882062,,,,,27710,27710,53200,52.0,29700,29700,106400,27.0,24,24,280,8.0,41,41,220,18.0,77,81,16,16,99.691,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_041,Model 2.5,8,57410
123,405,0.9449028418363108,0.8334288763715414,0.8705391832279639,0.8375133412549397,0.8005780958514366,,,,,26575,26575,53200,49.0,26701,26701,106400,25.0,20,20,280,7.0,41,41,220,18.0,76,80,16,16,99.691,model2.5_quantizedinputs_8w0i_pareto_roc_selected,model2.5_quantizedinputs_8w0i_pareto_roc_selected_123,Model 2.5,8,53276
099,10703,0.9743669682746215,0.9045053380137328,0.9273751969063406,0.9067487853033038,0.8852183430539304,,,,,150928,150928,53200,283.0,189331,189331,106400,177.0,2212,2212,280,790.0,641,641,220,291.0,109,113,23,23,98.0488,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_099,Model 2.5,10,340259
056,10363,0.9728943905192636,0.9014452396285916,0.924297259789382,0.9041334458080492,0.8806105079200945,,,,,510149,510149,53200,958.0,560305,560305,106400,526.0,8308,8308,280,2967.0,641,641,220,291.0,80,84,20,20,102.1138,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_056,Model 2.5,10,1070454
032,8179,0.9714616906054724,0.8980737193151137,0.9218058843626886,0.9010101559830804,0.8759301084534424,,,,,349374,349374,53200,656.0,395398,395398,106400,371.0,4024,4024,280,1437.0,641,641,220,291.0,76,80,12,12,102.1138,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_032,Model 2.5,10,744772
070,13321,0.9722124712435052,0.8976809648637455,0.9225164101215152,0.9000668196564684,0.87691275046033,,,,,406293,406293,53200,763.0,444263,444263,106400,417.0,6246,6246,280,2230.0,601,601,220,273.0,81,85,15,15,104.6682,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_070,Model 2.5,10,850556
101,6721,0.9701105166435054,0.897357751231326,0.9204967028581276,0.9003782415848051,0.8752165591807487,,,,,125937,125937,53200,236.0,155498,155498,106400,146.0,1066,1066,280,380.0,481,481,220,218.0,87,91,16,16,99.691,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_101,Model 2.5,10,281435
020,12407,0.9716000505706204,0.8965211449442313,0.9221777765683722,0.8993532703837747,0.8737803900937592,,,,,169850,169850,53200,319.0,210332,210332,106400,197.0,2400,2400,280,857.0,641,641,220,291.0,101,105,23,23,84.8392,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_020,Model 2.5,10,380182
085,5951,0.971158469803436,0.8919520107878974,0.9185223483027504,0.8950266220396019,0.8679057026495052,,,,,276688,276688,53200,520.0,305096,305096,106400,286.0,2580,2580,280,921.0,401,401,220,182.0,78,82,16,16,122.1449,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_085,Model 2.5,10,581784
039,10481,0.9723579498921052,0.8911247773937915,0.9182623261101588,0.8942102732954185,0.8667567673799136,,,,,171024,171024,53200,321.0,190256,190256,106400,178.0,1628,1628,280,581.0,441,441,220,200.0,98,102,16,16,99.691,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_039,Model 2.5,10,361280
079,4189,0.9697575486712786,0.8905871966281773,0.9177301876695058,0.8933999715789697,0.8671709887797401,,,,,86538,86538,53200,162.0,98695,98695,106400,92.0,462,462,280,165.0,242,242,220,110.0,86,90,18,18,102.1138,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_079,Model 2.5,10,185233
007,8351,0.971649954890106,0.8895737147798428,0.91626680695771,0.8922752244203168,0.8667718849492503,,,,,148082,148082,53200,278.0,167920,167920,106400,157.0,1512,1512,280,540.0,441,441,220,200.0,93,97,20,20,98.0488,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_007,Model 2.5,10,316002
065,2265,0.968613126915394,0.8884051266701134,0.9131374701050068,0.8906304328764804,0.8682503832303827,,,,,62666,62666,53200,117.0,70823,70823,106400,66.0,204,204,280,72.0,162,162,220,73.0,86,90,20,20,102.1138,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_065,Model 2.5,10,133489
129,4009,0.9678538456710624,0.8876416894186085,0.9152992825201592,0.8907392793757049,0.8629713280179959,,,,,78451,78451,53200,147.0,97098,97098,106400,91.0,565,565,280,201.0,321,321,220,145.0,99,103,20,20,99.691,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_129,Model 2.5,10,175549
003,3039,0.9701230017096052,0.8837268436631684,0.9145434040533228,0.8860709739645221,0.8601141074133536,,,,,60961,60961,53200,114.0,76710,76710,106400,72.0,296,296,280,105.0,281,281,220,127.0,94,98,29,29,122.1449,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_003,Model 2.5,10,137671
028,1785,0.9671452126925624,0.8787434881070082,0.9054305332571408,0.8815054680248291,0.8557330358195687,,,,,54422,54422,53200,102.0,60360,60360,106400,56.0,184,184,280,65.0,162,162,220,73.0,74,78,12,12,102.1138,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_028,Model 2.5,10,114782
126,1753,0.9644253331263076,0.877577016456986,0.9012913427727436,0.8802023335480028,0.8565312434805482,,,,,47424,47424,53200,89.0,54667,54667,106400,51.0,172,172,280,61.0,161,161,220,73.0,88,92,20,20,99.691,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_126,Model 2.5,10,102091
148,1829,0.9666733560789988,0.877347834105841,0.9061380355020998,0.8804351441157885,0.852147148372896,,,,,48420,48420,53200,91.0,56369,56369,106400,52.0,176,176,280,62.0,161,161,220,73.0,83,87,18,18,104.6682,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_148,Model 2.5,10,104789
059,1523,0.9661109895113072,0.8758563347150792,0.9050344529405184,0.8785303303793603,0.8519082907773756,,,,,47108,47108,53200,88.0,51843,51843,106400,48.0,80,80,280,28.0,121,121,220,55.0,85,89,16,16,102.1138,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_059,Model 2.5,10,98951
006,1589,0.9576850166218944,0.8716530457366941,0.8959850759355508,0.8744818453109835,0.8495862321272536,,,,,48359,48359,53200,90.0,56635,56635,106400,53.0,176,176,280,62.0,162,162,220,73.0,78,82,16,16,102.1138,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_006,Model 2.5,10,104994
022,841,0.961896039811116,0.8691411104157029,0.8952685031489896,0.872277703701688,0.8450993375481117,,,,,35994,35994,53200,67.0,38613,38613,106400,36.0,48,48,280,17.0,81,81,220,36.0,82,86,16,16,99.691,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_022,Model 2.5,10,74607
093,1251,0.962446298108094,0.8675507421214786,0.894878469860102,0.8700009977595762,0.8453109835188259,,,,,40796,40796,53200,76.0,46208,46208,106400,43.0,72,72,280,25.0,121,121,220,55.0,75,79,13,13,122.1449,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_093,Model 2.5,10,87004
081,419,0.9525434994090158,0.852544740446452,0.88139057449787,0.8562984329127625,0.8249838997886564,,,,,28195,28195,53200,52.0,29363,29363,106400,27.0,20,20,280,7.0,41,41,220,18.0,91,95,20,20,84.8392,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_081,Model 2.5,10,57558
045,739,0.9503217997609256,0.8439549375493209,0.8692027900985968,0.8466987763839379,0.8217275753535244,,,,,33131,33131,53200,62.0,34569,34569,106400,32.0,44,44,280,15.0,81,81,220,36.0,86,90,20,20,98.0488,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_045,Model 2.5,10,67700
145,511,0.9498940355391396,0.8435395067439476,0.8688943916841274,0.8459973211667136,0.8222597137941773,,,,,30035,30035,53200,56.0,29442,29442,106400,27.0,24,24,280,8.0,41,41,220,18.0,91,95,20,20,98.0488,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_145,Model 2.5,10,59477
130,391,0.9474129111363728,0.8356318085752901,0.8762082717292383,0.8433759346437242,0.7882391357587961,,,,,27396,27396,53200,51.0,27282,27282,106400,25.0,20,20,280,7.0,41,41,220,18.0,80,84,16,16,102.1138,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_130,Model 2.5,10,54678
123,405,0.947192195766761,0.8201722798201614,0.8658315721365056,0.8262477285852071,0.7760785629843291,,,,,26756,26756,53200,50.0,27038,27038,106400,25.0,20,20,280,7.0,41,41,220,18.0,81,85,16,16,99.691,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_123,Model 2.5,10,53794
053,363,0.5187518883578887,0.0230899707021505,0.0771147211866687,0.0210164448919244,0.003334935795683,,,,,26034,26034,53200,48.0,25683,25683,106400,24.0,20,20,280,7.0,41,41,220,18.0,86,90,20,20,104.6682,model2.5_quantizedinputs_10w0i_pareto_roc_selected,model2.5_quantizedinputs_10w0i_pareto_roc_selected_053,Model 2.5,10,51717
087,67625,0.96490245387789,0.8804242594658661,0.905563567867304,0.8825243921981248,0.8605041407022413,,,,,901236,901236,53200,1694.0,842744,842744,106400,792.0,23424,23424,280,8365.0,194,194,220,88.0,21923,22472,21841,22387,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_087,Model 3,3,1743980
031,58069,0.9635341125769424,0.8802954577751171,0.9037706241439676,0.8828358141264615,0.8596666273609864,,,,,912085,912085,53200,1714.0,827213,827213,106400,777.0,18432,18432,280,6582.0,388,388,220,176.0,17015,17564,16927,17473,103.9501,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_031,Model 3,3,1739298
001,37923,0.9646294664044828,0.8797887168509498,0.9054789094790184,0.8820164418684107,0.8591465829758028,,,,,838888,838888,53200,1576.0,752585,752585,106400,707.0,14924,14924,280,5330.0,143,143,220,65.0,18092,18641,18019,18565,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_001,Model 3,3,1591473
072,33013,0.963094734866356,0.8740579486667815,0.902062338808917,0.8765741169071872,0.8512491647542941,,,,,531268,531268,53200,998.0,480308,480308,106400,451.0,5640,5640,280,2014.0,170,170,220,77.0,13185,13734,13105,13651,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_072,Model 3,3,1011576
004,22513,0.9619964440825296,0.8722731684308871,0.8993562938976419,0.8747902437254529,0.8499218421665291,,,,,796019,796019,53200,1496.0,731021,731021,106400,687.0,7940,7940,280,2835.0,45,45,220,20.0,18092,18641,18019,18565,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_004,Model 3,3,1527040
082,21363,0.9622516278585256,0.8707199893572312,0.8992807060509583,0.8732663927363102,0.8475272191835908,,,,,491354,491354,53200,923.0,445258,445258,106400,418.0,4810,4810,280,1717.0,59,59,220,26.0,13198,13747,13105,13651,103.9501,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_082,Model 3,3,936612
009,20755,0.9597279596434248,0.8707169658433638,0.8976419615348565,0.8732240635421674,0.8484796260518048,,,,,464641,464641,53200,873.0,422786,422786,106400,397.0,3514,3514,280,1255.0,59,59,220,26.0,12114,12663,12013,12559,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_009,Model 3,3,887427
069,11745,0.9607080200202804,0.8681926341155163,0.8970523763307241,0.8707629232541475,0.8447667510227036,,,,,367494,367494,53200,690.0,327048,327048,106400,307.0,1344,1344,280,480.0,25,25,220,11.0,12092,12641,12013,12559,103.9501,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_069,Model 3,3,694542
049,11729,0.960544010205722,0.8665366555703706,0.8948028820134184,0.8691453433351172,0.8432731351722345,,,,,374466,374466,53200,703.0,337474,337474,106400,317.0,992,992,280,354.0,33,33,220,15.0,13196,13745,13105,13651,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_049,Model 3,3,711940
093,7215,0.960190672468027,0.8665076298372442,0.8954589845226325,0.8696139879845559,0.8411596989789594,,,,,282477,282477,53200,530.0,245967,245967,106400,231.0,427,427,280,152.0,20,20,220,9.0,13186,13735,13105,13651,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_093,Model 3,3,528444
050,6237,0.9571720423552208,0.8533931384376293,0.8848706389591856,0.8573778273634052,0.8237079769366362,,,,,248086,248086,53200,466.0,206956,206956,106400,194.0,336,336,280,120.0,17,17,220,7.0,7189,7738,7099,7645,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_050,Model 3,3,455042
036,4091,0.9456254364242616,0.8285833930477322,0.8622940609117103,0.8324973317490121,0.7980292736612636,,,,,225770,225770,53200,424.0,187041,187041,106400,175.0,127,127,280,45.0,20,20,220,9.0,8276,8825,8191,8737,103.9501,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_036,Model 3,3,412811
024,1231,0.9412264928313316,0.8191772414064177,0.852295300552396,0.8224381011123507,0.7912052028626629,,,,,191324,191324,53200,359.0,154617,154617,106400,145.0,32,32,280,11.0,6,6,220,2.0,7165,7714,7099,7645,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_024,Model 3,3,345941
057,1145,0.9341847971120458,0.7773792786500615,0.8256460493256053,0.7839276049839603,0.7303267511436441,,,,,239893,239893,53200,450.0,207206,207206,106400,194.0,32,32,280,11.0,4,4,220,1.0,7180,7729,7099,7645,104.6682,model3_3w0i_pareto_roc_selected,model3_3w0i_pareto_roc_selected_057,Model 3,3,447099
087,72503,0.9676907926704176,0.8882545556795196,0.910189544084344,0.8896417438418581,0.8724319029089227,,,,,1111936,1111936,53200,2090.0,1052791,1052791,106400,989.0,33176,33176,280,11848.0,1,1,220,0.0,21929,22478,21841,22387,104.6682,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_087,Model 3,4,2164727
091,59447,0.9673360203037727,0.8879195503430175,0.909823698906395,0.8893726511076643,0.8718816233850657,,,,,1116894,1116894,53200,2099.0,1011688,1011688,106400,950.0,25808,25808,280,9217.0,0,0,220,0.0,17017,17566,16927,17473,103.9501,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_091,Model 3,4,2128582
001,53181,0.9662613049355798,0.8857120828684679,0.9092341137022624,0.8874073670938891,0.868017572662597,,,,,823600,823600,53200,1548.0,773599,773599,106400,727.0,24690,24690,280,8817.0,0,0,220,0.0,23018,23567,22933,23479,104.6682,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_001,Model 3,4,1597199
070,52381,0.9668302548296588,0.8851351964225784,0.9085205644295689,0.8867845232372158,0.8676698685678522,,,,,1096267,1096267,53200,2060.0,1038726,1038726,106400,976.0,27762,27762,280,9915.0,0,0,220,0.0,21931,22480,21841,22387,103.9501,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_070,Model 3,4,2134993
038,44513,0.9663248249404351,0.8848645919314508,0.9072718532023548,0.8864277486008689,0.8681899129530357,,,,,1103869,1103869,53200,2074.0,1059092,1059092,106400,995.0,23160,23160,280,8271.0,1,1,220,0.0,21932,22481,21841,22387,103.9501,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_038,Model 3,4,2162961
079,41913,0.9655728209138092,0.8847233938338458,0.908321012514324,0.8870384984020729,0.8648217185048119,,,,,7745454,7745454,53200,14559.0,1217710,1217710,106400,1144.0,20020,20020,280,7150.0,1,1,220,0.0,26848,27397,26756,27302,103.9501,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_079,Model 3,4,8963164
073,41743,0.9647269070351748,0.8845519605975672,0.9075560635058852,0.8865668302387669,0.8659978653992096,,,,,614160,614160,53200,1154.0,550670,550670,106400,517.0,17816,17816,280,6362.0,0,0,220,0.0,12097,12646,12013,12559,104.6682,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_073,Model 3,4,1164830
009,23289,0.9661540577016005,0.8833555561602582,0.9070511366900385,0.8850853084437672,0.8654536329030873,,,,,438412,438412,53200,824.0,389971,389971,106400,366.0,5200,5200,280,1857.0,1,1,220,0.0,12094,12643,12013,12559,104.6682,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_009,Model 3,4,828383
049,20121,0.966330242799636,0.8831033951037217,0.9077253802824566,0.8851850844013897,0.8635064899725162,,,,,923447,923447,53200,1735.0,853722,853722,106400,802.0,9081,9081,280,3243.0,0,0,220,0.0,18109,18658,18019,18565,104.6682,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_049,Model 3,4,1777169
064,19061,0.9652784261008964,0.8809098357929619,0.9063375874173448,0.8829053549454104,0.8612116429472003,,,,,396096,396096,53200,744.0,349551,349551,106400,328.0,2124,2124,280,758.0,1,1,220,0.0,12098,12647,12013,12559,104.6682,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_064,Model 3,4,745647
069,14307,0.9641521020237276,0.8801488173525508,0.9049951472602428,0.8824911335455841,0.8595275457230884,,,,,403098,403098,53200,757.0,359970,359970,106400,338.0,2156,2156,280,770.0,1,1,220,0.0,12104,12653,12013,12559,103.9501,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_069,Model 3,4,763068
050,13391,0.964163602256799,0.8790603523603061,0.9044509147641204,0.8818259604947678,0.8566854426877829,,,,,341160,341160,53200,641.0,300798,300798,106400,282.0,1565,1565,280,558.0,1,1,220,0.0,12098,12647,12013,12559,104.6682,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_050,Model 3,4,641958
084,4611,0.9630456405415372,0.8778074082136778,0.9034017554521514,0.8803716503245742,0.8560353872063035,,,,,270970,270970,53200,509.0,235186,235186,106400,221.0,352,352,280,125.0,1,1,220,0.0,12085,12634,12013,12559,103.9501,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_084,Model 3,4,506156
024,4397,0.959615597453787,0.8655506876982291,0.8960576402683671,0.8686494870608724,0.8394514136439086,,,,,248752,248752,53200,467.0,213920,213920,106400,201.0,128,128,280,45.0,1,1,220,0.0,12086,12635,12013,12559,104.6682,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_024,Model 3,4,462672
057,4291,0.958813154957306,0.8620397833954665,0.8928466685412453,0.8653054807235874,0.8352064001741544,,,,,336166,336166,53200,631.0,303137,303137,106400,284.0,248,248,280,88.0,1,1,220,0.0,12085,12634,12013,12559,104.6682,model3_4w0i_pareto_roc_selected,model3_4w0i_pareto_roc_selected_057,Model 3,4,639303
031,78077,0.9685725025678228,0.8915142059799056,0.9123846151520374,0.8928315509719085,0.87646829392183,,,,,1507900,1507900,53200,2834.0,1436658,1436658,106400,1350.0,57744,57744,280,20622.0,4,4,220,1.0,21936,22485,21841,22387,103.9501,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_031,Model 3,6,2944558
046,61867,0.9686037899133828,0.8910649118192181,0.9119824878076804,0.8922117306291025,0.8765922579903913,,,,,1259834,1259834,53200,2368.0,1208432,1208432,106400,1135.0,48858,48858,280,17449.0,4,4,220,1.0,21930,22479,21841,22387,103.9501,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_046,Model 3,6,2468266
091,59447,0.9685400531466226,0.8909563676713803,0.9118161945449764,0.8922177776568372,0.8761115192854831,,,,,1123325,1123325,53200,2111.0,1019816,1019816,106400,958.0,38712,38712,280,13825.0,5,5,220,2.0,17017,17566,16927,17473,103.9501,model3_6w0i_pareto_roc_selected,model3_6w0i_pareto_roc_selected_091,Model 3,6,2143141
