bit_width,slope,intercept,r_squared,r_value,p_value,std_err,n_models
10,7.326214625564129,22507.080788966607,0.9686605735737341,0.984205554533063,1.3372291656344446e-22,0.24903496770799124,30
3,7.527580971036169,15862.849303335723,0.9710420588909932,0.9854146634239787,3.4083931915281417e-19,0.2710543225983813,25
4,6.8287277173741145,18115.5971184858,0.9640557726868232,0.9818634185500665,2.2130566176239112e-17,0.28112013472270075,24
6,6.988968909017124,20614.95380996865,0.9694192614299696,0.984590910698433,1.8748477976254406e-20,0.24826258146973215,27
8,7.371254180285219,21765.224200328055,0.970959211857896,0.9853726258923048,7.70195699565044e-24,0.23672607325455933,31
