bit_width,slope,intercept,r_squared,r_value,p_value,std_err,n_models
10,33.97722574782681,48730.68228836107,0.8623389820381143,0.928622087847427,2.4951238722503325e-15,2.399824072852724,34
3,42.95778239383527,34451.605919471825,0.8354365578072509,0.9140221867149894,1.093070705515363e-11,3.739083152447427,28
4,36.30996400572244,52910.21319699989,0.7517367160725693,0.8670275174829051,2.405016756762077e-09,4.092253332873541,28
6,37.717551023315565,46914.681441877095,0.8083949789959821,0.8991078795094514,2.7471942573414527e-12,3.3525440913376205,32
8,34.39237658081744,50519.212867036535,0.8274788097848067,0.9096586226628134,5.632890809803313e-13,2.8671099135282945,32
