bit_width,slope,intercept,r_squared,r_value,p_value,std_err,n_models
10,9.568035155126408,11697.83365457748,0.6306308248372327,0.7941226761887817,2.0809142105621948e-08,1.294465560663517,34
3,8.810808738882448,6854.71345375634,0.7881791020174458,0.887794515649565,2.988687893880758e-10,0.895779345527917,28
4,8.093713985682545,11311.6777378294,0.564346760157277,0.7512301645682746,4.093045052059398e-06,1.3946288188447153,28
6,10.742584965844447,6236.392084626474,0.6350882505775595,0.7969242439388825,4.826874553355421e-08,1.48670586384672,32
8,6.175665497753465,16097.045885525196,0.905450256458061,0.9515514996352331,6.528710520058278e-17,0.36435188170555344,32
