bit_width,slope,intercept,r_squared,r_value,p_value,std_err,n_models
10,42.789561444997155,3029.265454130309,0.9604361456399574,0.9800184414795251,4.709406250189844e-19,1.7369322552246584,27
3,31.123423192242242,2275.16412812998,0.988508940085297,0.9942378689656198,5.569838794256343e-15,0.8968361052268332,16
4,33.07481333500015,2566.48452819498,0.9762215824689774,0.9880392616029878,3.037793598006004e-15,1.2519593070000732,19
6,35.151972215037986,2828.7587966477813,0.9809958532113214,0.9904523477741478,1.0921119210215446e-18,1.0940200990538695,22
8,40.27513086820891,2791.2998880067707,0.9758148410073041,0.9878334075173324,4.28604404473969e-20,1.3220984807702516,25
