model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,model_path
non_quantized,N/A,N/A,0.810274064540863,0.4570152461528778,0.8587003951151957,Model1_results_20251113_114140/models/Model1_unquantized.h5
quantized,16,0,0.742177426815033,0.5555151104927063,0.7977025674799229,Model1_results_20251113_114140/models/Model1_quantized_16bit.h5
quantized,8,0,0.7718992233276367,0.5212739706039429,0.8348618575038835,Model1_results_20251113_114140/models/Model1_quantized_8bit.h5
quantized,6,0,0.6177390813827515,0.6393703818321228,0.731411939372491,Model1_results_20251113_114140/models/Model1_quantized_6bit.h5
quantized,4,0,0.5930556058883667,0.6684024333953857,0.5802274645742475,Model1_results_20251113_114140/models/Model1_quantized_4bit.h5
quantized,3,0,0.5286194086074829,0.7020975351333618,0.576041373377705,Model1_results_20251113_114140/models/Model1_quantized_3bit.h5
quantized,2,0,0.5073171854019165,1.3665622472763062,0.49542458847291565,Model1_results_20251113_114140/models/Model1_quantized_2bit.h5
