trial_id,parameters,auc,primary_metric,bkg_rej_@99%
118,11269,0.9765802988142777,0.8927892217777657,0.8927892217777657
063,8833,0.9760997011191065,0.8926501401398678,0.8926501401398678
074,8191,0.976262661876072,0.8918761205898271,0.8918761205898271
008,11737,0.9759317570140463,0.891404452426521,0.891404452426521
112,10525,0.9762241592153953,0.8889040064582256,0.8889040064582256
011,8957,0.9752044684564914,0.8884686204613277,0.8884686204613277
117,9515,0.9750342802397458,0.8879667171593483,0.8879667171593483
065,5141,0.9750961390219175,0.8866454415993179,0.8866454415993179
102,7051,0.9750532812400918,0.8866212534883792,0.8866212534883792
099,5139,0.9754080311640199,0.8864821718504812,0.8864821718504812
042,8797,0.9752764757574242,0.8860921385615935,0.8860921385615935
093,6271,0.9752386791692951,0.8850853084437672,0.8850853084437672
013,5143,0.9747940293491832,0.8846801575855427,0.8846801575855427
092,8379,0.975358919863183,0.884568287572451,0.884568287572451
044,13789,0.9754039982764019,0.8840996429230122,0.8840996429230122
062,6021,0.9738481393156666,0.8836793744954511,0.8836793744954511
077,8185,0.9755192887057759,0.8832318944430839,0.8832318944430839
026,8607,0.9751694662562626,0.883189565248941,0.883189565248941
083,9477,0.9747838462521838,0.8811638109578189,0.8811638109578189
104,6513,0.9743380198258009,0.8807677306411966,0.8807677306411966
114,5845,0.9744164532946844,0.8807435425302578,0.8807435425302578
043,3975,0.9743088946965792,0.8801055811042477,0.8801055811042477
038,5803,0.974210711024563,0.879688336190554,0.879688336190554
039,6645,0.973979248194476,0.8785394009209623,0.8785394009209623
079,5407,0.9734518944953026,0.8766013285319934,0.8766013285319934
050,9593,0.9730619243019873,0.8754312286653303,0.8754312286653303
032,5821,0.9733745954531811,0.8742097290629224,0.8742097290629224
028,8085,0.9726802508427734,0.8730486997378614,0.8730486997378614
090,10363,0.9735971186361826,0.8729307826970348,0.8729307826970348
024,4669,0.9726148762010677,0.8712799441254637,0.8712799441254637
105,8475,0.9709906861066643,0.8710773686963516,0.8710773686963516
087,2637,0.971225250748732,0.8707205940600047,0.8707205940600047
035,5185,0.9713689654546541,0.8705029010615557,0.8705029010615557
064,2965,0.9717863544405329,0.8698800572048824,0.8698800572048824
006,3261,0.9720063378850498,0.8693993184999743,0.8693993184999743
054,3555,0.972121220707153,0.8689820735862805,0.8689820735862805
049,3111,0.9678483787121344,0.8668142141433932,0.8668142141433932
073,8373,0.9711488717940014,0.8660492651349545,0.8660492651349545
003,6161,0.9716887628631456,0.8652117517936996,0.8652117517936996
106,3061,0.9696532180077369,0.8640809576073121,0.8640809576073121
081,1563,0.9678845831517813,0.8635427721389244,0.8635427721389244
000,9175,0.970549687405734,0.8620763679132615,0.8620763679132615
113,5413,0.9706054112587692,0.8610453496844963,0.8610453496844963
009,2771,0.9667343493584891,0.8609667383239453,0.8609667383239453
027,2957,0.9681336472468894,0.8604376233971597,0.8604376233971597
068,11631,0.9696368155997285,0.8573596862802011,0.8573596862802011
100,3615,0.9702843176348401,0.8567973127008747,0.8567973127008747
020,1527,0.9651972923481152,0.8555879071539362,0.8555879071539362
109,3917,0.9648985975883981,0.8550950743935587,0.8550950743935587
048,4927,0.9652009830734355,0.8542212788858956,0.8542212788858956
019,3261,0.9657893891024975,0.8540882442757324,0.8540882442757324
089,2107,0.9651759553306453,0.8538040339722018,0.8538040339722018
014,14399,0.9657449368776393,0.8535016825854672,0.8535016825854672
108,5305,0.9684960587668963,0.853160025518457,0.853160025518457
029,1281,0.9629154776712279,0.8521380778312939,0.8521380778312939
012,5671,0.9664008794722132,0.8519627140269879,0.8519627140269879
005,5667,0.9672896195985995,0.8517329269730696,0.8517329269730696
055,7999,0.96403694204093,0.8516603626402532,0.8516603626402532
021,7727,0.9658241526785991,0.8513549877396512,0.8513549877396512
036,4053,0.9629254812676316,0.8507714495632535,0.8507714495632535
107,5567,0.9641716055489522,0.8506867911749677,0.8506867911749677
070,3325,0.9651698016840087,0.8502574522058045,0.8502574522058045
010,1589,0.962604008645182,0.849903701083325,0.849903701083325
075,2271,0.9669769400142464,0.8497132197096822,0.8497132197096822
111,3701,0.9654990713815842,0.8495801850995189,0.8495801850995189
091,6025,0.967273954394981,0.8495469264469782,0.8495469264469782
025,1863,0.9626472594533689,0.8488454712297537,0.8488454712297537
069,14381,0.9637268398768856,0.8479081819308765,0.8479081819308765
045,7673,0.9663012074092853,0.8477539827236418,0.8477539827236418
078,1545,0.9623251676633351,0.8475241956697235,0.8475241956697235
034,10021,0.9637737467773042,0.8474455843091724,0.8474455843091724
098,10621,0.9652590538815622,0.8472309148245909,0.8472309148245909
067,2713,0.9625671065890001,0.8469467045210602,0.8469467045210602
056,1339,0.9618201861942168,0.8466110944817848,0.8466110944817848
007,14399,0.9637337780221662,0.8465052714964277,0.8465052714964277
022,1311,0.9609476386890026,0.8463601428307951,0.8463601428307951
057,711,0.9563345365466742,0.8460910500966012,0.8460910500966012
030,7581,0.9603779892677867,0.8457766046543973,0.8457766046543973
110,2801,0.9620034965165449,0.8452928424356219,0.8452928424356219
084,1489,0.9604920386377844,0.8452807483801524,0.8452807483801524
101,1853,0.9611262012020609,0.8449814205072852,0.8449814205072852
103,1401,0.9594118340782044,0.8445551050519893,0.8445551050519893
076,7377,0.9614728076422752,0.8440048255281323,0.8440048255281323
059,11125,0.961167323119744,0.8439685433617241,0.8439685433617241
096,1171,0.9591181869917045,0.8436359568363161,0.8436359568363161
119,2975,0.9624071795388265,0.8429647367577652,0.8429647367577652
023,11515,0.9622082561841969,0.842937525132959,0.842937525132959
086,7653,0.9606640757230077,0.8420425650282245,0.8420425650282245
072,8071,0.9611639389866153,0.8410931816738778,0.8410931816738778
094,2355,0.9580394262895556,0.8405549962054901,0.8405549962054901
002,8453,0.9606758956939434,0.8401831039998064,0.8401831039998064
116,1523,0.9592340750921052,0.8401589158888677,0.8401589158888677
088,533,0.957366978082473,0.8380364091539906,0.8380364091539906
033,489,0.9567331116523565,0.8377098696563172,0.8377098696563172
041,3137,0.9585787593075236,0.8374438004359908,0.8374438004359908
