model,run_name,trial_id,parameters,auc,bkg_rej_@99%,luts,registers,luts_plus_ff,dsp,bram,hls_source,fullPath
model1,model1_10w12i,hp3q_trial_005,281.0,0.946628167711278,0.8145074242383012,7358,6447,13805,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp3q_model_trial_005.h5
model1,model1_10w12i,hp3q_trial_001,235.0,0.9464365090137458,0.8118618496043732,7811,5725,13536,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp3q_model_trial_001.h5
model1,model1_10w12i,hp3q_trial_007,193.0,0.946732123352911,0.8076500947871598,5948,5477,11425,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp3q_model_trial_007.h5
model1,model1_10w12i,hp4q_trial_002,265.0,0.9466370489935878,0.8109850305828428,7793,7154,14947,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp4q_model_trial_002.h5
model1,model1_10w12i,hp5q_trial_008,205.0,0.943501508996859,0.8097242253001593,7165,6216,13381,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp5q_model_trial_008.h5
model1,model1_10w12i,hp4q_trial_003,163.0,0.9448362312545452,0.8039130316471197,5787,5082,10869,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp4q_model_trial_003.h5
model1,model1_10w12i,hp3q_trial_002,155.0,0.9447221468172312,0.8030634242503953,5964,4676,10640,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp3q_model_trial_002.h5
model1,model1_10w12i,hp5q_trial_005,105.0,0.9375540576852974,0.7947971373370704,4910,4446,9356,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp5q_model_trial_005.h5
model1,model1_10w12i,hp3q_trial_000,121.0,0.936984275564092,0.7908484282263161,4448,3942,8390,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp3q_model_trial_000.h5
model1,model1_10w12i,hp3q_trial_004,65.0,0.9182796353638978,0.7119377398024436,3215,2939,6154,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp3q_model_trial_004.h5
model1,model1_10w12i,hp2q_trial_005,99.0,0.9060104930497844,0.7123096320081272,3865,3181,7046,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp2q_model_trial_005.h5
model1,model1_10w12i,hp2q_trial_006,79.0,0.9055471145449536,0.7115930592215661,3138,2808,5946,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp2q_model_trial_006.h5
model1,model1_10w12i,hp5q_trial_009,67.0,0.8628558197754292,0.673714477491451,4173,3581,7754,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp5q_model_trial_009.h5
model1,model1_10w12i,hp2q_trial_004,61.0,0.8907899117945108,0.6890164811740909,2751,2523,5274,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp2q_model_trial_004.h5
model1,model1_10w12i,hp5q_trial_003,37.0,0.8331320924231139,0.6205913388421755,2678,2571,5249,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp5q_model_trial_003.h5
model1,model1_10w12i,hp4q_trial_001,31.0,0.8332578157126982,0.6168482286744008,2313,2230,4543,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp4q_model_trial_001.h5
model1,model1_10w12i,hp2q_trial_002,45.0,0.8622075434848769,0.5875503792998147,2355,2189,4544,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp2q_model_trial_002.h5
model1,model1_10w12i,hp2q_trial_007,31.0,0.8501718455144682,0.5263181764583162,2050,1807,3857,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp2q_model_trial_007.h5
model1,model1_10w12i,hp3q_trial_009,25.0,0.8455442259329304,0.5092534641910136,2014,1878,3892,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp3q_model_trial_009.h5
model1,model1_10w12i,hp2q_trial_008,19.0,0.8375222662251283,0.3630363335661439,1459,1471,2930,0,0,vsynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model1_fin_results/10w0i_i12_sigmoid/hp2q_model_trial_008.h5
model2_5,model25_3bit,063,8833.0,0.9560008525998472,0.8339395478637363,127552,134993,262545,41,448,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_063.h5
model2_5,model25_3bit,102,7051.0,0.9577483385092124,0.829694534393982,342009,348236,690245,17,1076,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_102.h5
model2_5,model25_3bit,105,8475.0,0.9553536601462423,0.8287542215812373,400939,405012,805951,57,2306,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_105.h5
model2_5,model25_3bit,108,5305.0,0.9529830650670704,0.8262537756129419,92765,104341,197106,7,248,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_108.h5
model2_5,model25_3bit,093,6271.0,0.9552455310049158,0.8268494078448091,115878,127204,243082,11,318,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_093.h5
model2_5,model25_3bit,006,3261.0,0.9538034419589336,0.8221962200029631,76470,78105,154575,11,156,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_006.h5
model2_5,model25_3bit,095,6097.0,0.9543328140856508,0.8224018189459426,104869,110819,215688,17,264,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_095.h5
model2_5,model25_3bit,079,5407.0,0.9525084438719114,0.8262567991268092,102725,112649,215374,13,272,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_079.h5
model2_5,model25_3bit,013,5143.0,0.951658671976016,0.8247873713872789,107006,110464,217470,19,266,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_013.h5
model2_5,model25_3bit,065,5141.0,0.9528536863388812,0.820633063333545,93400,97944,191344,21,232,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_065.h5
model2_5,model25_3bit,027,2957.0,0.9537776969907992,0.8244033851261259,71718,73890,145608,9,148,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_027.h5
model2_5,model25_3bit,106,3061.0,0.951545887762747,0.8197441502565451,73378,75151,148529,13,148,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_106.h5
model2_5,model25_3bit,064,2965.0,0.9517365526821596,0.8173555743013415,67757,74723,142480,7,164,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_064.h5
model2_5,model25_3bit,020,1527.0,0.9467296473087758,0.8177758427289027,46577,46937,93514,5,76,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_020.h5
model2_5,model25_3bit,081,1563.0,0.9470725505133408,0.8158921935895459,47244,47509,94753,7,76,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_081.h5
model2_5,model25_3bit,084,1489.0,0.9477816233965118,0.8095156028433125,45254,46044,91298,5,76,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_084.h5
model2_5,model25_3bit,029,1281.0,0.937776178087812,0.8083394559489148,41268,42230,83498,5,60,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_029.h5
model2_5,model25_3bit,052,725.0,0.9450461359172722,0.8003966850193959,33410,33229,66639,2,40,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_052.h5
model2_5,model25_3bit,078,1545.0,0.9460615009590996,0.7957283796082131,44985,47882,92867,3,80,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_078.h5
model2_5,model25_3bit,103,1401.0,0.9404901098953584,0.7845050961326234,44683,45664,90347,5,72,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_103.h5
model2_5,model25_3bit,096,1171.0,0.9401317830731925,0.7935242379989176,39894,40951,80845,3,60,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_096.h5
model2_5,model25_3bit,057,711.0,0.9399214309182362,0.775038474213962,32503,32409,64912,2,40,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_057.h5
model2_5,model25_3bit,088,533.0,0.9395990879800336,0.7457980716028554,32066,29871,61937,3,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_088.h5
model2_5,model25_3bit,066,489.0,0.9294821258773488,0.7442530560166414,30224,28150,58374,3,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_066.h5
model2_5,model25_3bit,015,405.0,0.9162317710614108,0.7469016541644369,28137,26373,54510,2,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_015.h5
model2_5,model25_3bit,037,1045.0,0.9219178786014736,0.7468472309148246,37896,39395,77291,2,60,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_037.h5
model2_5,model25_3bit,033,489.0,0.9346898795002558,0.7299790470488993,30227,28150,58377,3,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_033.h5
model2_5,model25_3bit,031,377.0,0.8756881225260551,0.7011044896157417,26341,24740,51081,2,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_031.h5
model2_5,model25_3bit,017,391.0,0.8815278386825228,0.6366280563945806,27260,25566,52826,2,0,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2_5_3bit_normalised_selected/model_trial_017.h5
model2_5,model25_4bit,112,10525.0,0.968636467290421,0.8645496022567507,179697,188432,368129,0,744,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_112.h5
model2_5,model25_4bit,008,11737.0,0.96876786749489,0.8616984286798431,173525,188207,361732,0,1020,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_008.h5
model2_5,model25_4bit,063,8833.0,0.965568665281443,0.8540882442757324,129850,136175,266025,0,448,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_063.h5
model2_5,model25_4bit,038,5803.0,0.9659241303372804,0.8544178072872731,243937,257601,501538,0,770,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_038.h5
model2_5,model25_4bit,077,8185.0,0.9654773521705916,0.8538524101940793,145151,156993,302144,0,572,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_077.h5
model2_5,model25_4bit,013,5143.0,0.9650452824438868,0.8493050453375904,108139,111174,219313,0,266,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_013.h5
model2_5,model25_4bit,079,5407.0,0.964663766792166,0.8482437919701519,103522,113432,216954,0,284,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_079.h5
model2_5,model25_4bit,099,5139.0,0.962962252292172,0.8446911631760199,99193,105147,204340,0,256,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_099.h5
model2_5,model25_4bit,065,5141.0,0.9627065244014243,0.8503209459970188,94638,98590,193228,0,232,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_065.h5
model2_5,model25_4bit,024,4669.0,0.9616677745059397,0.846045697388591,90885,95223,186108,0,216,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_024.h5
model2_5,model25_4bit,006,3261.0,0.9593304781470992,0.8433668641021221,77162,78658,155820,0,166,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_006.h5
model2_5,model25_4bit,064,2965.0,0.9582842983320196,0.8392639557841333,68295,75282,143577,0,164,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_064.h5
model2_5,model25_4bit,010,1589.0,0.9552845086147256,0.8406305840521737,50120,52510,102630,0,96,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_010.h5
model2_5,model25_4bit,109,3917.0,0.9565056352383804,0.8403433502347759,81453,86863,168316,0,188,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_109.h5
model2_5,model25_4bit,106,3061.0,0.9567752975559242,0.8400137872232352,74174,75688,149862,0,160,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_106.h5
model2_5,model25_4bit,027,2957.0,0.9569892582894584,0.837368212589307,72321,74368,146689,0,148,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_027.h5
model2_5,model25_4bit,020,1527.0,0.9562217325371922,0.8339969946272159,47011,47279,94290,0,76,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_020.h5
model2_5,model25_4bit,046,1729.0,0.9534366139865408,0.8335525380887159,50214,50664,100878,0,80,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_046.h5
model2_5,model25_4bit,022,1311.0,0.9566358188419204,0.8327361893445324,42606,43495,86101,0,72,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_022.h5
model2_5,model25_4bit,081,1563.0,0.9555997807442242,0.8336281259353996,47799,47881,95680,0,76,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_081.h5
model2_5,model25_4bit,096,1171.0,0.9521871335500692,0.8348072963436647,40204,41271,81475,0,60,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_096.h5
model2_5,model25_4bit,103,1401.0,0.9553496486089156,0.8287209629286965,45095,46002,91097,0,72,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_103.h5
model2_5,model25_4bit,056,1339.0,0.9499534846363128,0.8210049555392286,43399,44094,87493,0,72,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_056.h5
model2_5,model25_4bit,029,1281.0,0.953688703670668,0.8140357560749952,41664,42661,84325,0,72,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_029.h5
model2_5,model25_4bit,033,489.0,0.9472780789651644,0.8154023843430358,30525,28497,59022,0,20,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_033.h5
model2_5,model25_4bit,080,1251.0,0.944472173668687,0.7700738644437792,40851,41903,82754,0,72,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_080.h5
model2_5,model25_4bit,088,533.0,0.9052000696764424,0.7856419373467456,32361,30219,62580,0,20,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_088.h5
model2_5,model25_4bit,015,405.0,0.9019022491336076,0.7610244874388117,28312,26647,54959,0,20,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_015.h5
model2_5,model25_4bit,066,489.0,0.8934136041626541,0.753755960101711,30528,28497,59025,0,20,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_066.h5
model2_5,model25_4bit,051,391.0,0.886439981334958,0.7480112837537529,27435,25840,53275,0,20,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_051.h5
model2_5,model25_4bit,031,377.0,0.8893477285119726,0.7107646164219132,26515,25014,51529,0,20,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_031.h5
model2_5,model25_4bit,017,391.0,0.8677993522237405,0.6850919601742753,27435,25840,53275,0,20,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_4bit_normalised_selected/model_trial_017.h5
model2_5,model25_6bit,118,11269.0,0.9760756491728376,0.8912351356499497,335463,349615,685078,562,2828,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_118.h5
model2_5,model25_6bit,042,8797.0,0.9747902206601908,0.8843294299769306,266524,285017,551541,562,2240,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_042.h5
model2_5,model25_6bit,063,8833.0,0.974853490389904,0.8855327884961345,129925,137781,267706,402,752,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_063.h5
model2_5,model25_6bit,077,8185.0,0.9744194298845336,0.8816929258846046,145227,158869,304096,481,972,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_077.h5
model2_5,model25_6bit,047,8475.0,0.9739870564406812,0.8804714262821967,404203,413406,817609,401,3538,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_047.h5
model2_5,model25_6bit,092,8379.0,0.973352147854907,0.8806679546835742,407266,417420,824686,441,3586,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_092.h5
model2_5,model25_6bit,093,6271.0,0.9738923668345384,0.8800783694794416,116643,129616,246259,441,646,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_093.h5
model2_5,model25_6bit,065,5141.0,0.9736754303750392,0.8787873290580848,94713,99746,194459,281,304,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_065.h5
model2_5,model25_6bit,099,5139.0,0.9732722176030902,0.8778077105650645,99269,106399,205668,321,496,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_099.h5
model2_5,model25_6bit,102,7051.0,0.9731362919048,0.8784517190188093,343110,355120,698230,401,2136,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_102.h5
model2_5,model25_6bit,013,5143.0,0.973334284595166,0.8777290992045135,108213,112466,220679,281,374,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_013.h5
model2_5,model25_6bit,043,3975.0,0.971394071358433,0.8721930453134024,72260,79140,151400,281,178,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_043.h5
model2_5,model25_6bit,006,3261.0,0.9702735508398044,0.866079500273628,77237,79552,156789,202,166,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_006.h5
model2_5,model25_6bit,024,4669.0,0.9690954696574816,0.8657136550956791,90961,96317,187278,282,280,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_024.h5
model2_5,model25_6bit,087,2637.0,0.9704038643597062,0.8600354960528026,66814,70537,137351,201,148,csynth,/home/dabadjiev/smartpixels_ml_dsabadjiev/Muon_Collider_Smart_Pixels/eric/Final_Results/model2.5_fin_results/model2.5_6bit_normalised_selected/model_trial_087.h5
