trial_id,parameters,auc,primary_metric,bkg_rej_@99%
854,595,0.9466733943515554,0.8132012662476076,0.8132012662476076
850,501,0.9467375435660828,0.8126177280712098,0.8126177280712098
855,267,0.9426695701841641,0.8088867119589044,0.8088867119589044
847,391,0.9422852404123221,0.8077014945229046,0.8077014945229046
833,281,0.944157375386754,0.8057815632171397,0.8057815632171397
844,325,0.9424173537695357,0.8033627521232626,0.8033627521232626
856,337,0.943071147192886,0.8030634242503953,0.8030634242503953
842,463,0.9423609809700368,0.8020384530493649,0.8020384530493649
834,235,0.944958933992152,0.7997375589963143,0.7997375589963143
838,193,0.9445982833523752,0.7989484218769369,0.7989484218769369
829,199,0.9433686275502379,0.7983679072144064,0.7983679072144064
836,121,0.9388993287785602,0.7975938876643658,0.7975938876643658
837,331,0.9427272338192478,0.7961274834387028,0.7961274834387028
852,415,0.9412948128213451,0.7960791072168253,0.7960791072168253
831,155,0.9388890645906777,0.7920396926900506,0.7920396926900506
849,85,0.9354657172485851,0.7884175230769697,0.7884175230769697
858,105,0.9362614266878203,0.7746061117309314,0.7746061117309314
845,265,0.9316808843565192,0.7738320921808908,0.7738320921808908
840,121,0.937537838567093,0.7729734142425644,0.7729734142425644
853,205,0.9202206021365533,0.760111386250873,0.760111386250873
848,163,0.9175952137023798,0.7467595490126715,0.7467595490126715
841,211,0.9216013531308106,0.7452931447870086,0.7452931447870086
830,91,0.9214100097877284,0.7440897862678046,0.7440897862678046
821,145,0.9207074765887746,0.7402015474343973,0.7402015474343973
820,171,0.909106199555594,0.7148584541983002,0.7148584541983002
824,61,0.8822279981596747,0.6729616225384818,0.6729616225384818
823,121,0.8827553694839225,0.6713107839669107,0.6713107839669107
826,79,0.8880494867896274,0.6688133615124825,0.6688133615124825
851,67,0.8394530598560263,0.6410454101547737,0.6410454101547737
839,65,0.8351328839364829,0.6314638947091531,0.6314638947091531
825,99,0.8922295600327944,0.6298372442485207,0.6298372442485207
822,45,0.8534839025694644,0.5528857928106887,0.5528857928106887
828,19,0.7808397630276929,0.5144901902092573,0.5144901902092573
835,43,0.8392737985471621,0.5091415941779217,0.5091415941779217
827,31,0.854693929802508,0.4904774430747927,0.4904774430747927
843,55,0.5,0.0,0.0
846,31,0.5,0.0,0.0
832,25,0.5,0.0,0.0
857,37,0.5,0.0,0.0
859,151,0.5,0.0,0.0
