trial_id,model_name,auc,bkg_rej_95,bkg_rej_98,bkg_rej_99,weighted_bkg_rej,roc_csv,roc_plot
099,model_trial_099,0.9721636600488694,0.9220840476384845,0.8999791377543154,0.8729156651276981,0.8967769342174088,roc_analysis/model_trial_099_roc_data.csv,roc_analysis/model_trial_099_roc.png
070,model_trial_070,0.9715875898441269,0.9201610928188522,0.8978324429084994,0.8734054743742082,0.8951799141926764,roc_analysis/model_trial_070_roc_data.csv,roc_analysis/model_trial_070_roc.png
056,model_trial_056,0.9707669597426559,0.9194687081432299,0.898047112393081,0.8707175705461373,0.8947233635987071,roc_analysis/model_trial_056_roc_data.csv,roc_analysis/model_trial_056_roc.png
101,model_trial_101,0.9688021647287084,0.9178783398490057,0.8952896677460611,0.8630045866705367,0.8910915187412506,roc_analysis/model_trial_101_roc_data.csv,roc_analysis/model_trial_101_roc.png
017,model_trial_017,0.9697437656574014,0.914519215942384,0.8909690664296231,0.8650545290725976,0.8881411739094941,roc_analysis/model_trial_017_roc_data.csv,roc_analysis/model_trial_017_roc.png
015,model_trial_015,0.9679495088477379,0.9128804714262821,0.8890430880961235,0.8607520688393637,0.8857686225777873,roc_analysis/model_trial_015_roc_data.csv,roc_analysis/model_trial_015_roc.png
102,model_trial_102,0.9632046145212972,0.9104918954710786,0.8879334585068075,0.8617135462491798,0.884945319751709,roc_analysis/model_trial_102_roc_data.csv,roc_analysis/model_trial_102_roc.png
020,model_trial_020,0.968721236489049,0.913061882258323,0.8864186780592669,0.8560595753172422,0.8830111779307676,roc_analysis/model_trial_020_roc_data.csv,roc_analysis/model_trial_020_roc.png
058,model_trial_058,0.9679908816484821,0.9110119398562622,0.8854481301078487,0.8557451298750381,0.8820639110361279,roc_analysis/model_trial_058_roc_data.csv,roc_analysis/model_trial_058_roc.png
007,model_trial_007,0.9689510068092022,0.9086959282338749,0.8846499224468694,0.8587505026591804,0.8818746390680321,roc_analysis/model_trial_007_roc_data.csv,roc_analysis/model_trial_007_roc.png
039,model_trial_039,0.9694662978544263,0.9104072370827929,0.884822262737308,0.8568305713534154,0.881782421895078,roc_analysis/model_trial_039_roc_data.csv,roc_analysis/model_trial_039_roc.png
085,model_trial_085,0.966791578363626,0.9106279535951092,0.8843143124075938,0.8543664075515283,0.8809560955551322,roc_analysis/model_trial_085_roc_data.csv,roc_analysis/model_trial_085_roc.png
079,model_trial_079,0.9640651030474998,0.907885626517426,0.8841177840062163,0.855158568184773,0.8807027250930486,roc_analysis/model_trial_079_roc_data.csv,roc_analysis/model_trial_079_roc.png
065,model_trial_065,0.9657654787967384,0.9070118310097629,0.8835947161071654,0.8573536392524664,0.8806882122264854,roc_analysis/model_trial_065_roc_data.csv,roc_analysis/model_trial_065_roc.png
075,model_trial_075,0.9650315453667309,0.9052460989112326,0.8800390637991661,0.8512038120462839,0.8767927169597962,roc_analysis/model_trial_075_roc_data.csv,roc_analysis/model_trial_075_roc.png
143,model_trial_143,0.9651706731333245,0.9041304222941818,0.8787933760858194,0.8537828693751304,0.8763249793645178,roc_analysis/model_trial_143_roc_data.csv,roc_analysis/model_trial_143_roc.png
024,model_trial_024,0.9668709959433482,0.9040336698504268,0.8789505988069214,0.8532023547125999,0.8763092570924076,roc_analysis/model_trial_024_roc_data.csv,roc_analysis/model_trial_024_roc.png
051,model_trial_051,0.9639775102717281,0.9050798056485286,0.8791108450418907,0.8504600276349168,0.8759775776211597,roc_analysis/model_trial_051_roc_data.csv,roc_analysis/model_trial_051_roc.png
016,model_trial_016,0.9658929000446713,0.9044237031393144,0.8786210357953806,0.8521652894561,0.8759101532619178,roc_analysis/model_trial_016_roc_data.csv,roc_analysis/model_trial_016_roc.png
021,model_trial_021,0.9671704124535192,0.9028756640392331,0.879086656930952,0.8512914939484371,0.8759065250452771,roc_analysis/model_trial_021_roc_data.csv,roc_analysis/model_trial_021_roc.png
129,model_trial_129,0.9657763587515165,0.9020925739475905,0.878624059309248,0.8514729047804778,0.8755406798673282,roc_analysis/model_trial_129_roc_data.csv,roc_analysis/model_trial_129_roc.png
042,model_trial_042,0.9656926534336445,0.8999821612681826,0.8784245073940031,0.8527397570908959,0.8754433227207996,roc_analysis/model_trial_042_roc_data.csv,roc_analysis/model_trial_042_roc.png
074,model_trial_074,0.9654100433186648,0.9040518109336309,0.8780223800496461,0.849589255641121,0.8749386982563394,roc_analysis/model_trial_074_roc_data.csv,roc_analysis/model_trial_074_roc.png
116,model_trial_116,0.9652722078411757,0.9031598743427637,0.8777381697461155,0.8495287853637741,0.8746384633293119,roc_analysis/model_trial_116_roc_data.csv,roc_analysis/model_trial_116_roc.png
005,model_trial_005,0.9642903375437833,0.899453046341397,0.8763231652561975,0.8517087388621308,0.8737132680859041,roc_analysis/model_trial_005_roc_data.csv,roc_analysis/model_trial_005_roc.png
067,model_trial_067,0.9636336971589841,0.9010434146356212,0.8753737819018507,0.8465143420380298,0.8721688572024636,roc_analysis/model_trial_067_roc_data.csv,roc_analysis/model_trial_067_roc.png
006,model_trial_006,0.9588879881345044,0.8929464444988677,0.8735385089843715,0.8520715605262124,0.8711859128441892,roc_analysis/model_trial_006_roc_data.csv,roc_analysis/model_trial_006_roc.png
111,model_trial_111,0.9637024966780903,0.896432555987918,0.8736110733171878,0.8458068397930707,0.8703323748794374,roc_analysis/model_trial_111_roc_data.csv,roc_analysis/model_trial_111_roc.png
