trial_id,parameters,auc,primary_metric
114,59083,0.9808090718155367,0.9250525335534452
095,57553,0.9805389735653626,0.9247169235141697
045,52213,0.9792876100706942,0.9223325804783804
081,46233,0.9794424770881589,0.9222920653925579
059,39201,0.9794256224479834,0.9209130407176612
016,23979,0.9791697439670641,0.9189030086986495
090,16901,0.9787330895818689,0.9188703547488821
099,15541,0.9776071490648972,0.9147880063251911
106,12427,0.9774943648516283,0.9144750726399207
085,12081,0.976585197236573,0.9138392276736177
100,11225,0.9770190572018724,0.9129811544380648
074,10115,0.9764809151699687,0.9129421511091761
073,9839,0.9750355225241012,0.910134818483345
043,6413,0.9725272866020143,0.9063254933618754
112,5549,0.9730575499422651,0.905585337167149
034,5257,0.9715951124736244,0.9055780807338674
072,3095,0.970310338552402,0.9036660105641575
062,1433,0.9550835839274114,0.8299941646182359
