trial_id,parameters,auc,primary_metric
042,8797,0.9496326506257076,0.8296098760056962
105,8475,0.9553536601462425,0.8287542215812373
104,6513,0.9525927483371842,0.8250987933156155
032,5821,0.9526696930266363,0.8231456033573098
006,3261,0.9538034419589335,0.8221962200029631
106,3061,0.951545887762747,0.8197441502565451
064,2965,0.9517365526821596,0.8173555743013415
081,1563,0.9470725505133409,0.8158921935895459
078,1545,0.9460615009590995,0.7957283796082131
096,1171,0.9401317830731923,0.7935242379989176
037,1045,0.9219178786014735,0.7468472309148246
088,533,0.9395990879800336,0.7457980716028554
066,489,0.9294821258773487,0.7442530560166414
017,391,0.8815278386825228,0.6366280563945806
