trial_id,hp_tag,parameters,auc,primary_metric
hp4q_trial_007,hp4q,325,0.9287623360759086,0.7879213644513382
hp3q_trial_009,hp3q,281,0.925249169754824,0.7641511031290344
hp3q_trial_006,hp3q,235,0.9249380805820415,0.7467326397392522
hp4q_trial_003,hp4q,163,0.9055723556626721,0.7112504951003957
hp3q_trial_008,hp3q,121,0.9189085294798742,0.7083255477851249
hp2q_trial_005,hp2q,99,0.8978741739196837,0.6803807208661762
hp2q_trial_006,hp2q,79,0.8573291703378914,0.5370694894192132
hp2q_trial_004,hp2q,61,0.8584960926266938,0.5322693588034142
hp3q_trial_002,hp3q,25,0.5,0.0
