model_type,weight_bits,integer_bits,test_accuracy,test_loss,roc_auc,model_path
non_quantized,N/A,N/A,0.8966951370239258,0.2416210174560547,0.9592091075714805,model2_results_20251029_171245/models/model2_unquantized.h5
quantized,16,0,0.8644320964813232,0.323225736618042,0.913997146563077,model2_results_20251029_171245/models/model2_quantized_16bit.h5
quantized,8,0,0.8821072578430176,0.28672853112220764,0.9396550607932749,model2_results_20251029_171245/models/model2_quantized_8bit.h5
quantized,6,0,0.8683566451072693,0.3168077766895294,0.9382190632551182,model2_results_20251029_171245/models/model2_quantized_6bit.h5
quantized,4,0,0.8562977910041809,0.3190634548664093,0.9352156108259849,model2_results_20251029_171245/models/model2_quantized_4bit.h5
quantized,3,0,0.831963300704956,0.400363564491272,0.8987400349858069,model2_results_20251029_171245/models/model2_quantized_3bit.h5
quantized,2,0,0.7910233736038208,0.46971094608306885,0.8497647274906008,model2_results_20251029_171245/models/model2_quantized_2bit.h5
